,T2,RRR,PE,HBV_snowpack,HBV_soil_moisture,HBV_AET,HBV_upper_gw,HBV_lower_gw,Q_HBV,DDM_smb,DDM_accumulation_rate,DDM_ice_melt_rate,DDM_snow_melt_rate,DDM_total_melt,Q_DDM,Qobs,Q_Total
2011-01-01,-20.382426993470517,0.01049041748046875,0.0,65.37671294653794,191.569643986277,0.0001,0.0001,0.0001,6.385592453247639e-06,0.01049041748046875,0.01049041748046875,0.0,0.0,0.0,0.0,0.0,6.385592453247639e-06
2011-01-02,-24.30547471802672,0.004291534423828125,0.0,65.37981702063462,191.569643986277,0.0,0.0,0.000192,2.5834700403979244e-05,0.004291534423828125,0.004291534423828125,0.0,0.0,0.0,0.0,0.0,2.5834700403979244e-05
2011-01-03,-24.158875071887735,0.0,0.0,65.37981702063462,191.569643986277,0.0,0.0,0.00018432,4.240983440591826e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.240983440591826e-05
2011-01-04,-19.69748206900711,0.032901763916015625,0.0,65.40284825537583,191.569643986277,0.0,0.0,0.00017694719999999999,3.6443274058032395e-05,0.032901763916015625,0.032901763916015625,0.0,0.0,0.0,0.0,0.0,3.6443274058032395e-05
2011-01-05,-20.76098925797818,0.20456314086914062,0.0,65.54604245398423,191.569643986277,0.0,0.0,0.00016986931199999998,1.7071694924312315e-05,0.20456314086914062,0.20456314086914062,0.0,0.0,0.0,0.0,0.0,1.7071694924312315e-05
2011-01-06,-25.019635283608896,0.0209808349609375,0.0,65.56072903845688,191.569643986277,0.0,0.0,0.00016307453952,3.4427875267139083e-06,0.0209808349609375,0.0209808349609375,0.0,0.0,0.0,0.0,0.0,3.4427875267139083e-06
2011-01-07,-23.873028168780902,0.0,0.0,65.56072903845688,191.569643986277,0.0,0.0,0.0001565515579392,7.867422074495313e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.867422074495313e-07
2011-01-08,-25.337570280583687,0.005245208740234375,0.0,65.56440068457505,191.569643986277,0.0,0.0,0.000150289495621632,3.966877797899796e-06,0.005245208740234375,0.005245208740234375,0.0,0.0,0.0,0.0,0.0,3.966877797899796e-06
2011-01-09,-25.535114358797756,0.0,0.0,65.56440068457505,191.569643986277,0.0,0.0,0.0001442779157967667,7.004697405733087e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.004697405733087e-06
2011-01-10,-21.028535229704527,0.0,0.0,65.56440068457505,191.569643986277,0.0,0.0,0.00013850679916489603,7.673409845211189e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.673409845211189e-06
2011-01-11,-19.68611659019382,0.0,0.0,65.56440068457505,191.569643986277,0.0,0.0,0.0001329665271983002,6.760968083834656e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.760968083834656e-06
2011-01-12,-21.236735397328854,0.0,0.0,65.56440068457505,191.569643986277,0.0,0.0,0.00012764786611036818,5.691756277012954e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.691756277012954e-06
