,T2,RRR,PE,Q_HBV,Qobs,Q_DDM,Q_Total
2012-12-22,242.48906404027034,0.0,0.0,0.026532658108417827,,0.0,0.026532658108417827
2012-12-23,254.17137223729182,0.19073486328125,0.0,0.025471351784081116,,0.0,0.025471351784081116
2012-12-24,248.12059670933772,0.34332275390625,0.0,0.024452497712717874,,0.0,0.024452497712717874
2012-12-25,244.19757920750666,0.023365020751953125,0.0,0.023474397804209162,,0.0,0.023474397804209162
2012-12-26,247.75514743972508,0.7123947143554688,0.0,0.022535421892040795,,0.0,0.022535421892040795
2012-12-27,240.2513683463006,0.030517578125,0.0,0.02163400501635916,,0.0,0.02163400501635916
2012-12-28,240.39932137974787,0.000476837158203125,0.0,0.02076864481570479,,0.0,0.02076864481570479
2012-12-29,243.95254149286635,0.0,0.0,0.0199378990230766,,0.0,0.0199378990230766
2012-12-30,248.0889779552687,0.0,0.0,0.019140383062153543,,0.0,0.019140383062153543
2012-12-31,250.3312220399448,0.0,0.0,0.0183747677396674,,0.0,0.0183747677396674
2013-01-01,250.75654552627293,0.0,0.0,0.017639777030080697,,0.0,0.017639777030080697
2013-01-02,248.45061125604994,0.003814697265625,0.0,0.016934185948877467,,0.0,0.016934185948877467
2013-01-03,247.87344056614924,0.0,0.0,0.01625681851092237,,0.0,0.01625681851092237
2013-01-04,248.51105958470393,0.019073486328125,0.0,0.015606545770485479,,0.0,0.015606545770485479
2013-01-05,244.53694612034846,0.10251998901367188,0.0,0.01498228393966606,,0.0,0.01498228393966606
2013-01-06,242.68057519444514,0.010967254638671875,0.0,0.014382992582079415,,0.0,0.014382992582079415
2013-01-07,246.00338504958836,0.0,0.0,0.013807672878796239,,0.0,0.013807672878796239
2013-01-08,247.30318719395686,0.0,0.0,0.013255365963644393,,0.0,0.013255365963644393
2013-01-09,248.53298582880385,0.0,0.0,0.012725151325098619,,0.0,0.012725151325098619
2013-01-10,246.3887139782179,0.010013580322265625,0.0,0.012216145272094673,,0.0,0.012216145272094673
2013-01-11,249.0816251262892,0.0,0.0,0.011727499461210884,,0.0,0.011727499461210884
2013-01-12,252.29844107477552,0.04339218139648438,0.0,0.011258399482762447,,0.0,0.011258399482762447
2013-01-13,250.7560750469435,3.3888816833496094,0.0,0.01080806350345195,,0.0,0.01080806350345195
2013-01-14,244.0284704988071,0.02384185791015625,0.0,0.010375740963313873,,0.0,0.010375740963313873
2013-01-15,247.55042281000502,0.0,0.0,0.009960711324781317,,0.0,0.009960711324781317
2013-01-16,249.95304376133967,0.08440017700195312,0.0,0.009562282871790064,,0.0,0.009562282871790064
2013-01-17,246.9946004375685,0.07009506225585938,0.0,0.009179791556918462,,0.0,0.009179791556918462
2013-01-18,248.45877534398127,0.00667572021484375,0.0,0.008812599894641726,,0.0,0.008812599894641726
2013-01-19,248.05625039586116,0.0,0.0,0.008460095898856056,,0.0,0.008460095898856056
2013-01-20,247.41092378148127,0.0,0.0,0.008121692062901814,,0.0,0.008121692062901814
2013-01-21,248.76354867466975,0.14162063598632812,0.0,0.007796824380385741,,0.0,0.007796824380385741
2013-01-22,248.2325523520379,0.00476837158203125,0.0,0.00748495140517031,,0.0,0.00748495140517031
2013-01-23,250.68850340692885,0.030040740966796875,0.0,0.007185553348963496,,0.0,0.007185553348963496
2013-01-24,250.8562178437778,0.00095367431640625,0.0,0.006898131215004957,,0.0,0.006898131215004957
2013-01-25,252.46679765233088,0.0,0.0,0.006622205966404759,,0.0,0.006622205966404759
2013-01-26,253.31500830500013,0.020503997802734375,0.0,0.006357317727748568,,0.0,0.006357317727748568
2013-01-27,251.3070889934767,0.017642974853515625,0.0,0.006103025018638625,,0.0,0.006103025018638625
2013-01-28,252.76002453017918,0.026702880859375,0.0,0.00585890401789308,,0.0,0.00585890401789308
2013-01-29,250.9145699962843,0.10442733764648438,0.0,0.005624547857177357,,0.0,0.005624547857177357
2013-01-30,250.44958700983412,0.10156631469726562,0.0,0.005399565942890263,,0.0,0.005399565942890263
2013-01-31,248.73545215774266,0.012874603271484375,0.0,0.005183583305174652,,0.0,0.005183583305174652
2013-02-01,248.74105086176283,0.0095367431640625,0.0,0.004976239972967666,,0.0,0.004976239972967666
2013-02-02,254.46011557428724,0.00095367431640625,0.0,0.00477719037404896,,0.0,0.00477719037404896
2013-02-03,255.33524527399427,0.23221969604492188,0.0,0.0045861027590870015,,0.0,0.0045861027590870015
2013-02-04,251.9421133821079,0.00858306884765625,0.0,0.004402658648723521,,0.0,0.004402658648723521
2013-02-05,256.8078913514683,0.07581710815429688,0.0,0.004226552302774581,,0.0,0.004226552302774581
2013-02-06,255.1807551209995,3.2491683959960938,0.0,0.004057490210663598,,0.0,0.004057490210663598
2013-02-07,252.45533130813328,0.23555755615234375,0.0,0.003895190602237054,,0.0,0.003895190602237054
2013-02-08,251.4907653952508,0.00095367431640625,0.0,0.003739382978147572,,0.0,0.003739382978147572
2013-02-09,250.27692427484877,0.005245208740234375,0.0,0.0035898076590216692,,0.0,0.0035898076590216692
2013-02-10,243.56814525771824,0.011444091796875,0.0,0.003446215352660802,,0.0,0.003446215352660802
2013-02-11,244.3620746756463,0.00476837158203125,0.0,0.0033083667385543697,,0.0,0.0033083667385543697
2013-02-12,246.69411482660658,0.0,0.0,0.003176032069012195,,0.0,0.003176032069012195
2013-02-13,246.85181059687025,0.013828277587890625,0.0,0.0030489907862517075,,0.0,0.0030489907862517075
2013-02-14,247.8411383454868,0.0,0.0,0.002927031154801639,,0.0,0.002927031154801639
2013-02-15,247.59052036452977,0.0019073486328125,0.0,0.002809949908609573,,0.0,0.002809949908609573
2013-02-16,245.84913840143568,0.00858306884765625,0.0,0.0026975519122651903,,0.0,0.0026975519122651903
2013-02-17,244.9451765840122,0.0095367431640625,0.0,0.002589649835774583,,0.0,0.002589649835774583
2013-02-18,246.39352303990412,0.008106231689453125,0.0,0.0024860638423436,,0.0,0.0024860638423436
2013-02-19,247.97033896295912,0.0,0.0,0.002386621288649856,,0.0,0.002386621288649856
2013-02-20,250.2406089926629,0.008106231689453125,0.0,0.0022911564371038617,,0.0,0.0022911564371038617
2013-02-21,252.1130963787306,0.00476837158203125,0.0,0.002199510179619707,,0.0,0.002199510179619707
2013-02-22,255.86941097427098,0.00762939453125,0.0,0.002111529772434919,,0.0,0.002111529772434919
2013-02-23,254.69374988723484,0.2655982971191406,0.0,0.0020270685815375225,,0.0,0.0020270685815375225
2013-02-24,254.72972057510106,0.36334991455078125,0.0,0.0019459858382760219,,0.0,0.0019459858382760219
2013-02-25,254.82676901667006,0.044345855712890625,0.0,0.001868146404744981,,0.0,0.001868146404744981
2013-02-26,254.16734518854506,0.010967254638671875,0.0,0.0017934205485551815,,0.0,0.0017934205485551815
2013-02-27,254.12223257868177,0.6756782531738281,0.0,0.0017216837266129741,,0.0,0.0017216837266129741
2013-02-28,255.43313994257338,0.9522438049316406,0.0,0.0016528163775484548,,0.0,0.0016528163775484548
2013-03-01,254.41107764093763,0.18644332885742188,0.0,0.0015867037224465165,,0.0,0.0015867037224465165
2013-03-02,254.5533760214715,0.0,0.0,0.001523235573548656,,0.0,0.001523235573548656
2013-03-03,258.12527607131693,0.0,0.0,0.00146230615060671,,0.0,0.00146230615060671
2013-03-04,260.94556759048197,0.08487701416015625,0.0,0.001403813904582442,,0.0,0.001403813904582442
2013-03-05,259.1841819907098,0.08249282836914062,0.0,0.0013476613483991444,,0.0,0.0013476613483991444
2013-03-06,262.91383821019224,0.0,0.0,0.0012937548944631785,,0.35213280181888096,0.35342655671334416
2013-03-07,265.85059434422544,0.0,0.0,0.0012420046986846513,,6.295504809570422,6.296746814269106
2013-03-08,262.9681378826369,0.018596649169921875,0.0,0.0011923245107372652,,0.4023335815429921,0.40352590605372934
2013-03-09,262.221332055814,0.362396240234375,0.0,0.0011446315303077748,,0.024319860839844182,0.025464492370151956
2013-03-10,259.98055853693376,1.8286705017089844,0.0,0.001098846269095464,,0.0,0.001098846269095464
2013-03-11,259.5870140219598,0.10776519775390625,0.0,0.0010548924183316453,,0.0,0.0010548924183316453
2013-03-12,261.3334841554234,0.0,0.0,0.0010126967215983794,,0.0,0.0010126967215983794
2013-03-13,262.5944297934442,0.030040740966796875,0.0,0.000972188852734444,,0.12377437744142526,0.1247465662941597
2013-03-14,263.05575384943376,3.6416053771972656,0.0,0.0009333012986250662,,0.49222756347658586,0.4931608647752109
2013-03-15,263.58456244318376,1.9617080688476562,0.0,0.0008959692466800638,,1.1330451993723634,1.1339411686190435
2013-03-16,262.4351585532098,0.0,0.0,0.0008601304768128613,,0.0790841959635526,0.07994432644036546
2013-03-17,261.86784313369486,0.0,0.0,0.0008257252577403468,,0.0,0.0008257252577403468
2013-03-18,263.30186031509135,0.0,0.0,0.000792696247430733,,0.7937074910481821,0.7945001872956128
2013-03-19,264.57386094578794,0.0,0.0,0.0007609883975335036,,3.2462943047740693,3.247055293171603
2013-03-20,265.04241766779313,0.24700164794921875,0.0,0.0007305488616321635,,4.634714295257165,4.635444844118798
2013-03-21,264.0364769125848,1.0962486267089844,0.0,0.0007013269071668772,,2.2687698821485727,2.2694712090557396
2013-03-22,265.7524294679234,0.0057220458984375,0.0,0.0006732738308802022,,6.967431878520883,6.968105152351764
2013-03-23,265.58988267430357,0.0,0.0,0.0006463428776449941,,6.684898288475012,6.685544631352657
2013-03-24,265.2236615642775,0.02193450927734375,0.0,0.0006204891625391942,,5.741863432206612,5.742483921369152
2013-03-25,265.6994916424025,0.0,0.0,0.0005956695960376264,,7.398220003850424,7.398815673446462
2013-03-26,266.5752138917515,0.23794174194335938,0.0,0.0005718428121961213,,10.37337322074448,10.373945063556675
2013-03-27,265.9809044028192,0.9622573852539062,0.0,0.0005489690997082764,,8.519755104413955,8.520304073513664
2013-03-28,266.4801007732619,0.17690658569335938,0.0,0.0005270103357199453,,10.169468127441482,10.169995137777201
2013-03-29,267.7792747641473,0.0,0.0,0.0005059299222911474,,14.53427793341994,14.53478386334223
2013-03-30,267.151263696439,0.049114227294921875,0.0,0.0004856927253995016,,12.532752281216144,12.533237973941544
2013-03-31,267.68185248224626,0.16021728515625,0.0,0.00046626501638352154,,14.370758379692841,14.371224644709224
2013-04-01,268.5629865154494,0.6995201110839844,0.04565813374236097,0.0004476144157281807,,17.40609445800789,17.406542072423616
2013-04-02,264.7293581788609,2.453327178955078,0.0,0.00042970983909905344,,4.412012201314167,4.412441911153266
2013-04-03,260.0417971437046,0.8435249328613281,0.0,0.0004125214455350913,,0.0,0.0004125214455350913
2013-04-04,259.0280858501662,0.07104873657226562,0.0,0.0003960205877136877,,0.0,0.0003960205877136877
2013-04-05,262.91769232599626,0.0,0.0,0.0003801797642051402,,0.42503848298727875,0.4254186627514839
2013-04-06,263.0226931397984,0.04482269287109375,0.0,0.0003649725736369346,,0.5862221072478511,0.5865870798214879
2013-04-07,264.2167849366734,0.09059906005859375,0.0,0.00035037367069145725,,2.92031258708496,2.9206629607556516
2013-04-08,263.55591660985044,0.2837181091308594,0.0,0.000336358723863799,,1.39506863451264,1.3954049932365038
2013-04-09,265.7256045167515,1.2717247009277344,0.0,0.00032290437490924704,,7.65238317539448,7.652706079769389
2013-04-10,265.3197512452671,0.8473396301269531,0.0,0.0003099881999128772,,6.343945153710032,6.344255141909945
2013-04-11,266.2912783448765,0.00095367431640625,0.0,0.0002975886719163621,,9.653066483396579,9.653364072068495
2013-04-12,269.11629055190775,0.0,0.10682921016192383,0.00028568512503970763,,19.289541398111993,19.289827083237032
2013-04-13,270.7024111573765,0.022411346435546875,0.2821843465329054,0.0002742577200381193,,24.68869593912762,24.688970196847656
2013-04-14,270.53751451024107,0.13113021850585938,0.26395403419356944,0.00026328741123659454,,24.127387752278793,24.12765103969003
2013-04-15,270.6948529705275,0.12969970703125,0.28134874369094404,0.00025275591478713077,,24.662967871093834,24.66322062700862
2013-04-16,270.8583254640171,1.934051513671875,0.2994216073117437,0.00024264567819564555,,25.219428238932306,25.2196708846105
2013-04-17,266.3519066000848,18.343448638916016,0.0,0.00023293985106781972,,9.784399554921263,9.784632494772332
2013-04-18,261.5936770265171,9.97781753540039,0.0,0.00022362225702510688,,0.0,0.00022362225702510688
2013-04-19,258.53159664321635,4.928112030029297,0.0,0.0002146773667441026,,0.0,0.0002146773667441026
2013-04-20,257.6304259126255,0.0457763671875,0.0,0.00020609027207433848,,0.0,0.00020609027207433848
2013-04-21,259.049404921618,0.0,0.0,0.00019784666119136495,,0.0,0.00019784666119136495
2013-04-22,260.4959495688348,0.0,0.0,0.00018993279474371035,,0.0,0.00018993279474371035
2013-04-23,263.3785179282098,0.0,0.0,0.00018233548295396195,,0.8458448852539587,0.8460272207369127
2013-04-24,265.59585394709,0.0,0.0,0.00017504206363580348,,5.99455082108355,5.994725863147186
2013-04-25,266.13198675959,0.0,0.0,0.0001680403810903713,,8.743687181118164,8.743855221499254
2013-04-26,265.54032212742857,0.240325927734375,0.0,0.00016131876584675643,,7.07323567384674,7.073396992612587
2013-04-27,266.2015871827671,0.4730224609375,0.0,0.00015486601521288619,,9.320919744406526,9.32107461042174
2013-04-28,268.4939964438348,2.403736114501953,0.038030867962883595,0.00014867137460437076,,17.134427117728215,17.13457578910282
2013-04-29,267.4319338624546,8.830547332763672,0.0,0.00014272451962019594,,13.555991227213555,13.556133951733175
2013-04-30,267.33379950373063,2.6159286499023438,0.0,0.0001370155388353881,,13.221941870117266,13.222078885656101
2013-05-01,267.7653994386265,2.6984214782714844,0.0,0.0001315349172819726,,14.69110804850262,14.691239583419902
2013-05-02,266.85226263849626,0.5373954772949219,0.0,0.0001262735205906937,,11.581762273535968,11.58188854705656
2013-05-03,267.5455304607619,2.09808349609375,0.0,0.00012122257976706595,,13.94267404785164,13.942795270431406
2013-05-04,266.4946067953973,10.608196258544922,0.0,0.00011637367657638329,,10.313184909941358,10.313301283617934
2013-05-05,264.30621161310563,13.397216796875,0.0,0.00011171872951332794,,2.9185561970276397,2.918667915757153
2013-05-06,261.43595201024107,0.15497207641601562,0.0,0.00010724998033279483,,0.0,0.00010724998033279483
2013-05-07,262.3049807374546,0.0476837158203125,0.0,0.00010295998111948305,,0.04381101921401712,0.04391397919513661
2013-05-08,264.6887392823765,0.0,0.0,9.884158187470372e-05,,4.136897875045173,4.136996716627047
2013-05-09,268.22342759617857,0.5464553833007812,0.0081178607080038,9.488791859971557e-05,,15.813360875868794,15.813455763787394
2013-05-10,267.4637942140171,1.4786720275878906,0.0,9.109240185572695e-05,,13.664443863932306,13.664534956334162
2013-05-11,268.080707055814,6.647586822509766,0.0,8.744870578149787e-05,,15.764415177408866,15.764502626114647
2013-05-12,268.1564211671421,2.6731491088867188,0.0007098985007762861,8.395075755023795e-05,,16.022146012369802,16.02222996312735
2013-05-13,267.0134259685744,4.416942596435547,0.0,8.059272724822841e-05,,12.127186289664174,12.127266882391421
2013-05-14,266.58758368341813,1.5473365783691406,0.0,7.736901815829927e-05,,10.675504454535526,10.675581823553683
2013-05-15,265.9212628826369,1.018524169921875,0.0,7.427425743196732e-05,,8.401606393676252,8.401680667933684
2013-05-16,268.1797162517775,0.01049041748046875,0.0032853096825780485,7.130328713468864e-05,,16.101442480468826,16.101513783755962
2013-05-17,268.33369777847025,1.5797615051269531,0.020308890057689967,6.845115564930109e-05,,16.62559559733074,16.62566404848639
2013-05-18,270.1036257569859,0.20074844360351562,0.2159850328234539,6.571310942332903e-05,,22.65043043619793,22.650496149307354
2013-05-19,273.8504519288609,0.0400543212890625,0.6302191156934202,0.00013508096715005946,,35.404626725260435,35.40476180622758
2013-05-20,273.4548220460484,0.4558563232421875,0.5864798616834651,0.0012299553081117466,,34.05790260416668,34.05913255947479
2013-05-21,272.7897728110223,0.8473396301269531,0.5129546840271627,0.004861691099619253,,31.79407500813816,31.79893669923778
2013-05-22,269.55267157404313,1.2903213500976562,0.15507374678947936,0.010105021120193958,,20.774982397461017,20.78508741858121
2013-05-23,271.94343898940775,0.438690185546875,0.4193874091346358,0.01373926419994057,,28.91315467936199,28.926893943561932
2013-05-24,272.6383547608921,1.6393661499023438,0.4962145113454262,0.014311881550454436,,31.2786479654948,31.292959847045257
2013-05-25,270.9655031983921,3.5562515258789062,0.3112707480154588,0.013046716124698716,,25.58426124674481,25.597307962869507
2013-05-26,269.0061729575067,4.503726959228516,0.09465505031779535,0.011630169066100138,,18.914701106770977,18.92633127583708
2013-05-27,267.8042279705275,1.6551017761230469,0.0,0.010823462984519382,,14.823280371093828,14.834103834078347
2013-05-28,270.0246462647984,0.06532669067382812,0.2072533767467983,0.010508553536709958,,22.381584244791682,22.39209279832839
2013-05-29,272.6042361085484,0.5240440368652344,0.49244248990272865,0.010306322892031011,,31.16250807291668,31.17281439580871
2013-05-30,272.7476280356317,0.31566619873046875,0.5082953265921313,0.009999743932586663,,31.650614192708478,31.660613936641063
2013-05-31,273.37704291193376,2.514362335205078,0.5778809123838591,0.01414935527576004,,33.7931424316407,33.807291786916466
2013-06-01,273.8116946046421,1.5177726745605469,0.6259342612817693,0.03406106958725766,,35.27269679361981,35.30675786320707
2013-06-02,274.778949243314,1.3623237609863281,0.7328700570119085,0.07363397624819806,,38.56523158365887,38.63886555990707
2013-06-03,273.0850812420119,7.512092590332031,0.5456028004497925,0.11905608181693202,,32.79930490722664,32.91836098904357
2013-06-04,275.0699445232619,2.0570755004882812,0.7650413287441058,0.18076429978171196,,39.55577951660164,39.73654381638335
2013-06-05,274.1742434327671,5.3577423095703125,0.6660162064868191,0.33502300014846736,,36.50681300455731,36.841836004705776
2013-06-06,272.7688987875848,5.236625671386719,0.510646935666872,0.6132732014169285,,31.72301983235691,32.33629303377384
2013-06-07,269.92078477391294,8.988380432128906,0.19577086663053472,0.8851080662193983,,22.028039729817852,22.91314779603725
2013-06-08,270.6781700278192,0.09870529174804688,0.27950434441663974,0.995127397710741,1.2573804573804577,24.606179134114726,25.60130653182547
2013-06-09,274.3149701580275,0.027179718017578125,0.6815743891458121,0.9488814397792101,1.7449361449361451,36.98584677734383,37.93472821712304
2013-06-10,278.0673810466994,0.8378028869628906,1.0964258959191895,0.9460091072748057,5.1065043065043065,49.75905344238289,50.7050625496577
2013-06-11,275.8620486085484,0.629425048828125,0.8526131813614393,1.2550387223493757,6.3125631125631125,42.252101822916686,43.50714054526606
2013-06-12,274.1112042888869,1.2187957763671875,0.659046851424085,1.896273703202428,4.516305316305317,36.29222775878914,38.188501461991564
2013-06-13,271.5705040121942,2.9211044311523438,0.3781572129179576,2.5346093569621506,2.2581526581526585,27.643684016927228,30.178293373889378
2013-06-14,271.20121079930357,1.4920234680175781,0.3373296355672583,2.8313608443017704,1.7449361449361451,26.386609920247537,29.217970764549307
2013-06-15,269.43579942235044,12.32147216796875,0.14215283016600172,2.751354368433188,1.2573804573804577,20.3771495930991,23.12850396153229
2013-06-16,270.35519232599626,4.298686981201172,0.24379722431954637,2.491014620050839,1.2573804573804577,23.506763037109454,25.99777765716029
2013-06-17,272.0030296469598,1.8453598022460938,0.42597551337176004,2.2443662503477517,1.7449361449361451,29.11600127766941,31.360367528017164
2013-06-18,273.2303957765171,11.138439178466797,0.5616681929092281,2.109504157516527,1.7449361449361451,33.2939555826823,35.40345974019883
2013-06-19,270.5971153403192,10.222911834716797,0.27054326306439963,2.116239771245996,1.7449361449361451,24.330268977864726,26.446508749110723
2013-06-20,271.6823000733921,5.009651184082031,0.3905169373232206,2.195138264933415,1.2573804573804577,28.024237809244806,30.21937607417822
2013-06-21,273.4483421469598,0.08344650268554688,0.5857634700141136,2.214140938736595,2.797029997029997,34.03584502766941,36.24998596640601
2013-06-22,276.0107709392775,0.22220611572265625,0.8690553261116547,2.156484836656779,3.926106326106325,42.758352636718826,44.914837473375606
2013-06-23,275.53340480972025,1.4963150024414062,0.8162796402913062,2.182263179904991,4.516305316305317,41.13339833170574,43.315661511610735
2013-06-24,274.45698879409525,7.102489471435547,0.697275400285202,2.45136053396058,4.516305316305317,37.46927821451825,39.92063874847883
2013-06-25,275.77877631037126,0.9703636169433594,0.8434069298617566,2.949130093931814,4.516305316305317,41.96864291992195,44.91777301385376
2013-06-26,277.34976019709,0.7047653198242188,1.0170886112814164,3.5699834903128584,5.696703296703298,47.31627207031258,50.886255560625436
2013-06-27,276.0906049236525,7.884502410888672,0.8778814514194333,4.285391932669568,6.3125631125631125,43.03010751953133,47.315499452200896
2013-06-28,274.40524115412126,13.319969177246094,0.6915543886337362,5.098136955958381,5.696703296703298,37.29312924804695,42.39126620400533
2013-06-29,274.39835435399107,3.3578872680664062,0.6907930116162349,5.896457803260593,5.696703296703298,37.269686580403786,43.16614438366438
2013-06-30,274.861224633939,3.6644935607910156,0.74196609440861,6.488939275041704,6.928422928422928,38.84529701334637,45.33423628838807
2013-07-01,275.4155052328973,4.105091094970703,0.8032451356637359,6.77193427369217,6.3125631125631125,40.73206817220066,47.50400244589283
2013-07-02,275.03772813328794,13.057708740234375,0.7614796138040294,6.80552544814447,6.3125631125631125,39.44611492513035,46.251640373274824
2013-07-03,277.44010240086607,1.1196136474609375,1.0270764832052692,6.735583782689507,10.161686961686963,47.62379693196629,54.3593807146558
2013-07-04,278.37447943537126,1.8887519836425781,1.1303774628045782,6.6319418560155485,10.161686961686963,50.80441635742196,57.43635821343751
2013-07-05,276.8597292726109,2.1729469299316406,0.9629127564997801,6.459877202121295,11.496049896049895,45.648206803385435,52.10808400550673
2013-07-06,275.2107119386265,1.1906623840332031,0.7806040099379224,6.2076478923796685,8.211464211464211,40.03495179850262,46.24259969088229
2013-07-07,273.7823265219598,1.1615753173828125,0.6226874437787656,5.917884191972098,4.516305316305317,35.172727840169415,41.090612032141514
2013-07-08,271.4927960857619,4.778861999511719,0.3695661360542806,5.627203105179572,2.2581526581526585,27.37916623535164,33.006369340531215
2013-07-09,270.7798139080275,9.192466735839844,0.29074168438546083,5.343303731635658,1.2573804573804577,24.95217490234383,30.29547863397949
2013-07-10,273.0864748780796,0.1201629638671875,0.5457568752672234,5.060233020774605,2.797029997029997,32.80404884440105,37.864281865175656
2013-07-11,274.28202134617857,4.760265350341797,0.677931700579059,4.810630813310672,4.516305316305317,36.873689021810044,41.68431983512072
2013-07-12,274.3008812094598,5.793571472167969,0.6800167714659884,4.691839741153675,5.696703296703298,36.93788799641941,41.62972773757309
2013-07-13,274.58548814305357,4.597663879394531,0.7114817732321748,4.750820709747384,5.1065043065043065,37.90668999837254,42.65751070811993
2013-07-14,277.2920209392775,0.1239776611328125,1.01070519037839,4.869526892074354,6.3125631125631125,47.119727636718835,51.98925452879319
2013-07-15,277.4388308351109,2.463817596435547,1.0269359039922905,4.874937027616667,7.56994356994357,47.61946852213543,52.494405549752095
2013-07-16,275.19756903498063,3.9839744567871094,0.7791509831925499,4.729316397820427,11.496049896049895,39.99021335449227,44.719529752312695
2013-07-17,275.16019517430357,0.19311904907226562,0.7750190789646242,4.524789534698481,8.211464211464211,39.86299273274754,44.38778226744603
2013-07-18,275.1402570232619,2.437114715576172,0.7728147969050851,4.33682429417694,6.3125631125631125,39.79512326660164,44.131947560778585
2013-07-19,273.886625431465,4.230976104736328,0.6342183131442902,4.183374785412733,8.211464211464211,35.52776132812508,39.71113611353781
2013-07-20,274.8156517172723,0.8630752563476562,0.7369277354153807,4.066103831256601,7.56994356994357,38.69016680501317,42.756270636269775
2013-07-21,276.68081488459,1.3976097106933594,0.943132698916543,3.962888977617733,7.56994356994357,45.03918222656258,49.00207120418031
2013-07-22,275.58374864110044,5.642890930175781,0.8218454524916348,3.851863369772005,5.696703296703298,41.3047687337241,45.15663210349611
2013-07-23,273.83444037287126,9.257316589355469,0.6284489422435633,3.7751905935268293,5.1065043065043065,35.35012338867195,39.12531398219878
2013-07-24,274.28425930190775,3.4637451171875,0.678179119993907,3.7925357538871833,5.1065043065043065,36.881307023111994,40.67384277699918
2013-07-25,273.83706488459,3.673076629638672,0.6287390977391555,3.8719711024230445,5.1065043065043065,35.359057226562584,39.23102832898563
2013-07-26,274.14202704279313,3.143310546875,0.6624544915467366,3.9188097907273254,5.1065043065043065,36.397148413086015,40.31595820381334
2013-07-27,275.43157782404313,3.0808448791503906,0.8050220569158095,3.8887552175232964,5.1065043065043065,40.78677927246102,44.675534489984315
2013-07-28,276.90414252130876,4.132270812988281,0.9678229072507649,3.8102866593719398,6.928422928422928,45.79938950195321,49.60967616132515
2013-07-29,277.3042991782098,0.10585784912109375,1.0120626232589334,3.723443384873816,10.161686961686963,47.16152276204441,50.88496614691823
2013-07-30,276.86593451349626,1.1200904846191406,0.9635987830591216,3.6268454397969356,10.803207603207602,45.66932944335946,49.2961748831564
2013-07-31,277.4304690187046,1.1887550354003906,1.0260114550877297,3.5001704691044773,12.163231363231366,47.59100489908856,51.091175368193035
2013-08-01,278.2601809327671,2.2249221801757812,1.1177410785081754,3.3540642752959333,12.830412830412829,50.41534425455731,53.769408529853244
2013-08-02,279.12398098159525,0.7963180541992188,1.2132393494702072,3.2180178348346153,12.830412830412829,53.35571962076825,56.57373745560287
2013-08-03,278.34966864435563,3.6382675170898438,1.1276344812008992,3.1079295300678798,14.216097416097414,50.71996042480477,53.827889954872646
2013-08-04,275.63278021662126,8.896350860595703,0.8272661869441675,3.0478548102682237,16.32028512028512,41.47167221679696,44.51952702706519
2013-08-05,275.0804222250848,4.643917083740234,0.7661997014590687,3.076395889393626,10.161686961686963,39.591445613606915,42.66784150300054
2013-08-06,275.972552758939,1.1258125305175781,0.8648300772863117,3.16889261080404,8.852984852984852,42.62825795084636,45.7971505616504
2013-08-07,277.96497422703794,0.1926422119140625,1.0851042084225802,3.220045389311233,11.496049896049895,49.41046062825535,52.63050601756658
2013-08-08,278.2120343670119,10.118961334228516,1.112418187187871,3.1820446548080223,9.494505494505496,50.25145334472664,53.433497999534666
2013-08-09,276.35782701024107,1.1124610900878906,0.9074244541857501,3.132169592561593,12.163231363231366,43.93973150227879,47.071901094840385
2013-08-10,276.69490383315775,0.7042884826660156,0.9446903165963731,3.122100188217793,10.161686961686963,45.08714100748699,48.209241195704784
2013-08-11,278.10775580255876,3.7851333618164062,1.100889567089752,3.103658367023413,12.163231363231366,49.89648911132821,53.00014747835162
2013-08-12,276.4441205486525,0.6308555603027344,0.9169647218954685,3.042557003121756,10.803207603207602,44.23347470703133,47.276031710153084
2013-08-13,274.9245079184442,7.709503173828125,0.7489624406802302,2.969976991773055,7.56994356994357,39.060713313802225,42.03069030557528
2013-08-14,273.11370673029313,8.855342864990234,0.5487675196924133,2.9316195896571924,6.928422928422928,32.89674606933601,35.82836565899321
2013-08-15,274.2212405030796,0.24747848510742188,0.6712120141985848,2.932218558702145,6.928422928422928,36.666791031901056,39.5990095906032
2013-08-16,273.0711143637567,2.8543472290039062,0.5440586783744148,2.9397551960435826,6.3125631125631125,32.75176165364598,35.69151684968956
2013-08-17,274.19446641453794,1.361846923828125,0.6682519782900618,2.923372558401665,5.696703296703298,36.57565203450535,39.49902459290702
2013-08-18,274.25508449722025,4.67681884765625,0.6749536705312784,2.8820218230657524,5.1065043065043065,36.781995987955746,39.664017811021495
2013-08-19,274.4732444907098,0.00286102294921875,0.6990725649439448,2.8410176683048642,4.516305316305317,37.52461260579442,40.36563027409928
2013-08-20,276.2475059653192,0.5202293395996094,0.8952278016675468,2.7948261260168574,4.516305316305317,43.56419866536473,46.359024791381586
2013-08-21,276.8339724366734,8.579254150390625,0.9600651839616435,2.733170486474927,5.696703296703298,45.56053053385418,48.2937010203291
2013-08-22,276.3559044028192,6.948947906494141,0.9072118984157234,2.7165885425715457,6.3125631125631125,43.93318694661473,46.649775489186275
2013-08-23,276.5656211996942,2.521514892578125,0.9303973468542,2.794506803005527,7.56994356994357,44.64706292317723,47.441569726182756
