,T2,RRR,PE,Q_HBV,Qobs,Q_DDM,Q_Total
2011-04-20,267.04158352065775,0.40149688720703125,0.0,1.0449117986990675e-07,,12.226898098371548,12.226898202862728
2011-04-21,267.5205263917515,2.3527145385742188,0.0,1.0031153267511047e-07,,13.857560196940119,13.857560297251652
2011-04-22,266.7633038982619,0.3256797790527344,0.0,9.629907136810605e-08,,11.27915691527356,11.279157011572632
2011-04-23,267.21517767755876,0.00286102294921875,0.0,9.24471085133818e-08,,12.818152228253942,12.81815232070105
2011-04-24,270.04977240412126,0.24652481079101562,0.21003122199529223,8.874922417284652e-08,,22.467113623046952,22.467113711796177
2011-04-25,273.2092064047723,0.4773139953613281,0.559325580904116,8.568412671477571e-08,,33.22182696126316,33.22182704694729
2011-04-26,274.7224306886265,0.7410049438476562,0.7266215921533435,3.382539343052761e-05,,38.37284242350262,38.37287624889605
2011-04-27,273.7964154705275,0.7781982421875,0.6242450614585894,0.000529592055883577,,35.220686621093826,35.22121621314971
2011-04-28,269.5063458904494,2.888202667236328,0.14995216490216742,0.0021599996934572323,,20.61728977050789,20.61944977020135
2011-04-29,269.09395168472025,0.9121894836425781,0.10435951454827934,0.0045062670620740364,,19.213499894205743,19.218006161267816
2011-04-30,268.696429712064,14.042377471923828,0.06041107866940903,0.00612915670713107,,17.860335099283866,17.866464255990998
2011-05-01,265.7083620851109,7.1163177490234375,0.0,0.006383144194580398,,7.5958488985173,7.60223204271188
2011-05-02,264.4146202231317,0.08392333984375,0.0,0.005817206038225292,,3.5603808333320113,3.5661980393702364
2011-05-03,269.4577619060744,0.0,0.1445809143326018,0.005184869259507499,,20.42464221176454,20.429827081024047
2011-05-04,271.3920880779494,0.02765655517578125,0.35843226238621123,0.004825397347538933,,27.03635617675789,27.04118157410543
2011-05-05,271.73258286961607,0.659942626953125,0.39607600172132634,0.0046854311129274516,,28.195400447591293,28.200085878704222
2011-05-06,272.77320176610044,2.0279884338378906,0.5111226557235986,0.004595485450904345,,31.737667171224103,31.742262656675006
2011-05-07,270.85042141128275,0.18072128295898438,0.2985477669238559,0.004458770264440503,,25.192522843424495,25.196981613688937
2011-05-08,268.9493187094598,3.3516883850097656,0.08836947254700343,0.004274744684959621,,18.721169246419414,18.725443991104374
2011-05-09,266.88233262547544,2.0427703857421875,0.0,0.0040811629654315205,,11.6816069327278,11.68568809569323
2011-05-10,266.5488060141473,0.7839202880859375,0.0,0.0039043978400587834,,10.546350797010568,10.550255194850626
2011-05-11,268.4069297934442,2.6350021362304688,0.028405128091670867,0.003747727365459539,,16.874877376302223,16.878625103667684
2011-05-12,270.57349473485044,0.5049705505371094,0.26793186360407056,0.0036028220410756788,,24.2498644368491,24.253467258890176
2011-05-13,269.899554712064,5.973339080810547,0.19342375609061147,0.0034623966493973154,,21.95577259928387,21.959234995933265
2011-05-14,271.84625067560563,0.18072128295898438,0.40864265872809263,0.003324494236985604,,28.58232565917977,28.585650153416754
2011-05-15,273.84026923029313,1.4257431030273438,0.6290933573558668,0.003360522263922846,,35.36996481933602,35.373325341599944
2011-05-16,274.99419989435563,1.0972023010253906,0.756667306185273,0.005351554119955844,,39.29794479980477,39.30329635392472
2011-05-17,273.03531724461607,8.112430572509766,0.5401010923705829,0.01195803648818558,,32.62990826009129,32.64186629657948
2011-05-18,271.5578799073765,1.1034011840820312,0.3767615424914876,0.021372522196109835,,27.600711564127614,27.622084086323724
2011-05-19,268.6426068767775,8.679389953613281,0.05446064174235886,0.02777530283928446,,17.67712216796883,17.704897470808113
2011-05-20,268.43340887873063,8.217334747314453,0.03133254962277833,0.02863271998719088,,16.965012182617265,16.993644902604455
2011-05-21,267.2977989340692,6.66046142578125,0.0,0.02620864072951026,,13.09883586687588,13.125044507605391
2011-05-22,263.5601076905796,0.01049041748046875,0.0,0.023547828741903462,,1.414322140463558,1.4378699692054615
2011-05-23,266.0298952882359,0.118255615234375,0.0,0.022002383518494033,,8.781557221315822,8.803559604834316
2011-05-24,268.20126166193376,0.0,0.0056672838673225935,0.021343331781298054,,16.174783056640702,16.196126388422
2011-05-25,271.1510500733921,0.6046295166015625,0.33178406677359873,0.02088377344272311,,26.215862809244808,26.23674658268753
2011-05-26,273.08944525568376,0.514984130859375,0.5460852683087422,0.020236334198416535,,32.8141600097657,32.834396343964116
2011-05-27,271.1689232016473,1.4805793762207031,0.33376004819125304,0.0194021327991514,,26.276702937825668,26.29610507062482
2011-05-28,270.25152411310563,0.9737014770507812,0.23233608224365793,0.018534449954832437,,23.153876440429766,23.172410890384597
2011-05-29,272.3237999106317,0.2589225769042969,0.46143858795511683,0.017738950058813527,,30.207903255208475,30.225642205267288
2011-05-30,274.1220990642775,0.9307861328125,0.6602513341209035,0.017243946837582805,,36.32931357421883,36.34655752105641
2011-05-31,274.65249457209,2.7008056640625,0.7188897354394023,0.019975035466010916,,38.13477988281258,38.15475491827859
2011-06-01,272.73209458836607,4.456520080566406,0.5065780109263593,0.030628026738104587,0.7698247698247698,31.597738338216285,31.62836636495439
2011-06-02,273.0549603924025,2.574920654296875,0.5422727600527062,0.04633941445178056,1.7449361449361451,32.696773535156325,32.743112949608104
2011-06-03,272.1042361085484,8.508682250976562,0.4371644940913199,0.05707657808216701,1.2573804573804577,29.46050807291668,29.51758465099885
2011-06-04,274.03414740412126,0.3943443298339844,0.6505277511174562,0.05974928075883418,1.2573804573804577,36.029926123046955,36.08967540380579
2011-06-05,274.3540530030796,2.7403831481933594,0.6858952318359903,0.0647553204479604,1.2573804573804577,37.11888478190106,37.18364010234902
2011-06-06,274.72330552586607,1.3456344604492188,0.7267183106518722,0.08911542658761334,1.2573804573804577,38.37582036946629,38.4649357960539
2011-06-07,273.3471865480015,5.063056945800781,0.574580112463077,0.14075357628789925,0.7698247698247698,33.69151136881512,33.83226494510302
2011-06-08,273.34298529474626,3.4079551696777344,0.5741156387433847,0.20642787842074484,0.7698247698247698,33.67721030273446,33.883638181155206
2011-06-09,273.2953880453973,4.476070404052734,0.5688534776430942,0.2638902230320367,1.2573804573804577,33.51518926595066,33.779079488982696
2011-06-10,273.12994208185563,4.505157470703125,0.5505624350837506,0.3018890220186265,1.2573804573804577,32.95201120605477,33.2539002280734
2011-06-11,275.7739036703973,0.3285408020019531,0.8428682303176167,0.3322592836121181,0.7698247698247698,41.952056453450666,42.284315737062784
2011-06-12,278.05610988784525,0.80108642578125,1.0951798017753331,0.415606243284374,3.361568161568161,49.72068641764324,50.136292660927616
2011-06-13,277.14678778498063,3.421783447265625,0.9946487949885889,0.6286772738516928,14.908939708939707,46.62535397949227,47.25403125334396
2011-06-14,276.05404486505876,10.773658752441406,0.8738395178878131,0.9504237195781506,11.496049896049895,42.90565708007821,43.856080799656354
2011-06-15,274.24121934422544,5.667209625244141,0.6734207947929352,1.2560373999251888,6.3125631125631125,36.7347990071616,37.99083640708679
2011-06-16,274.5589581951369,7.808685302734375,0.708548728532544,1.4483513435458901,7.56994356994357,37.81638205566414,39.26473339921003
2011-06-17,274.11604641128275,7.158756256103516,0.6595821770671196,1.5346867500002277,6.3125631125631125,36.308710343424494,37.84339709342472
2011-06-18,274.04315008966813,10.302543640136719,0.6515230519453593,1.5883067742338504,6.928422928422928,36.060571264648516,37.648878038882366
2011-06-19,273.744525415189,9.923458099365234,0.6185083049352782,1.6763256327503624,6.3125631125631125,35.044052872721366,36.72037850547173
2011-06-20,273.86341172703794,5.436897277832031,0.6316518990321172,1.810903299019897,6.3125631125631125,35.44874187825535,37.259645177275246
2011-06-21,274.9201439047723,1.2149810791015625,0.7484799728212805,1.9385762832185582,5.696703296703298,39.045858211263166,40.984434494481725
2011-06-22,275.2923362875848,1.2984275817871094,0.7896280707775759,1.9883250266072885,5.696703296703298,40.31280108235692,42.30112610896421
2011-06-23,273.9613528077671,1.4142990112304688,0.6424798723327426,1.942288817766159,5.696703296703298,35.78213331705731,37.72442213482347
2011-06-24,275.19050930190775,1.1830329895019531,0.7783704874020855,1.8435153313118944,7.56994356994357,39.96618202311199,41.80969735442388
2011-06-25,278.461810571439,0.09918212890625001,1.140032443152095,1.741223625622401,10.161686961686963,51.10169154459637,52.842915170218774
2011-06-26,278.5601585532098,1.2159347534179688,1.1509054018008702,1.6534037081245534,11.496049896049895,51.43646807454442,53.08987178266897
2011-06-27,274.4693077231317,7.1563720703125,0.6986373317005564,1.5890958898335295,5.696703296703298,37.511211848958474,39.100307738792004
2011-06-28,275.30291571466813,0.44345855712890625,0.7907976898295729,1.5649797718876148,8.211464211464211,40.34881345214851,41.91379322403613
2011-06-29,274.2150149171421,8.1024169921875,0.6705237383718313,1.5799915863651166,6.928422928422928,36.64559913736981,38.225590723734925
2011-06-30,273.7373537843296,6.130218505859375,0.6177154381740672,1.6250873242800479,6.928422928422928,35.019640641276055,36.6447279655561
2011-07-01,275.02112657078794,4.897117614746094,0.7596442115993538,1.6979024574741164,7.56994356994357,39.38960320638035,41.087505663854465
2011-07-02,272.24947943537126,13.52548599243164,0.4532220141148202,1.770028576439439,6.928422928422928,29.954916357421954,31.724944933861394
2011-07-03,271.00589829930357,8.265972137451172,0.3157366684534268,1.788541674125027,4.516305316305317,25.721766170247538,27.510307844372566
