,T2,RRR,PE,Q_HBV,HBV_snowpack,HBV_soil_moisture,HBV_AET,HBV_upper_gw,HBV_lower_gw,Qobs,Q_DDM,Q_Total
2012-12-21,248.54819967173157,0.0,0.0,0.028482044676096652,54.37040328979492,185.01647861082535,0.0,0.0,0.6369215263928563,0.0,0.0,0.028482044676096652
2012-12-22,251.7509479936987,0.0,0.0,0.027342762889052786,54.37040328979492,185.01647861082535,0.0,0.0,0.611444665337142,0.0,0.0,0.027342762889052786
2012-12-23,259.9961624319786,0.19073486328125,0.0,0.026249052373490674,54.5039176940918,185.01647861082535,0.0,0.0,0.5869868787236564,0.0,0.0,0.026249052373490674
2012-12-24,255.74358521008924,0.34332275390625,0.0,0.02519909027855105,54.74424362182617,185.01647861082535,0.0,0.0,0.5635074035747102,0.0,0.0,0.02519909027855105
2012-12-25,252.970428332128,0.023365020751953125,0.0,0.02419112666740901,54.76059913635254,185.01647861082535,0.0,0.0,0.5409671074317218,0.0,0.0,0.02419112666740901
2012-12-26,255.48582611395685,0.7123947143554688,0.0,0.02322348160071265,55.25927543640137,185.01647861082535,0.0,0.0,0.5193284231344529,0.0,0.0,0.02322348160071265
2012-12-27,250.16998952526765,0.030517578125,0.0,0.022294542336684143,55.28063774108887,185.01647861082535,0.0,0.0,0.4985552862090748,0.0,0.0,0.022294542336684143
2012-12-28,250.2760288134548,0.000476837158203125,0.0,0.02140276064321678,55.28097152709961,185.01647861082535,0.0,0.0,0.4786130747607118,0.0,0.0,0.02140276064321678
2012-12-29,252.7961793219428,0.0,0.0,0.020546650217488104,55.28097152709961,185.01647861082535,0.0,0.0,0.45946855177028334,0.0,0.0,0.020546650217488104
2012-12-30,255.7228691736311,0.0,0.0,0.01972478420878858,55.28097152709961,185.01647861082535,0.0,0.0,0.441089809699472,0.0,0.0,0.01972478420878858
2012-12-31,257.30140648841626,0.0,0.0,0.018935792840437036,55.28097152709961,185.01647861082535,0.0,0.0,0.4234462173114931,0.0,0.0,0.018935792840437036
2013-01-01,257.6011916881322,0.0,0.0,0.018178361126819555,55.28097152709961,185.01647861082535,0.0,0.0,0.4065083686190334,0.0,0.0,0.018178361126819555
2013-01-02,255.9786377080736,0.003814697265625,0.0,0.017451226681746774,55.28364181518555,185.01647861082535,0.0,0.0,0.39024803387427204,0.0,0.0,0.017451226681746774
2013-01-03,255.56921571459364,0.0,0.0,0.016753177614476904,55.28364181518555,185.01647861082535,0.0,0.0,0.3746381125193012,0.0,0.0,0.016753177614476904
2013-01-04,256.02000558265956,0.019073486328125,0.0,0.016083050509897827,55.296993255615234,185.01647861082535,0.0,0.0,0.3596525880185291,0.0,0.0,0.016083050509897827
2013-01-05,253.20951799035606,0.10251998901367188,0.0,0.015439728489501913,55.368757247924805,185.01647861082535,0.0,0.0,0.34526648449778796,0.0,0.0,0.015439728489501913
2013-01-06,251.88666705236687,0.010967254638671875,0.0,0.014822139349921838,55.376434326171875,185.01647861082535,0.0,0.0,0.33145582511787647,0.0,0.0,0.014822139349921838
2013-01-07,254.24793949902082,0.0,0.0,0.014229253775924964,55.376434326171875,185.01647861082535,0.0,0.0,0.3181975921131614,0.0,0.0,0.014229253775924964
2013-01-08,255.16724353114793,0.0,0.0,0.013660083624887966,55.376434326171875,185.01647861082535,0.0,0.0,0.3054696884286349,0.0,0.0,0.013660083624887966
2013-01-09,256.0344278475884,0.0,0.0,0.013113680279892447,55.376434326171875,185.01647861082535,0.0,0.0,0.29325090089148953,0.0,0.0,0.013113680279892447
2013-01-10,254.5135373724288,0.010013580322265625,0.0,0.01258913306869675,55.38344383239746,185.01647861082535,0.0,0.0,0.28152086485582994,0.0,0.0,0.01258913306869675
2013-01-11,256.42181200116426,0.0,0.0,0.012085567745948881,55.38344383239746,185.01647861082535,0.0,0.0,0.27026003026159673,0.0,0.0,0.012085567745948881
2013-01-12,258.6798008849773,0.04339218139648438,0.0,0.011602145036110924,55.413818359375,185.01647861082535,0.0,0.0,0.25944962905113284,0.0,0.0,0.011602145036110924
2013-01-13,257.6019213954874,3.3888816833496094,0.0,0.011138059234666486,57.78603553771973,185.01647861082535,0.0,0.0,0.24907164388908754,0.0,0.0,0.011138059234666486
2013-01-14,252.84434333486573,0.02384185791015625,0.0,0.010692536865279828,57.802724838256836,185.01647861082535,0.0,0.0,0.23910877813352405,0.0,0.0,0.010692536865279828
2013-01-15,255.34099008802642,0.0,0.0,0.010264835390668636,57.802724838256836,185.01647861082535,0.0,0.0,0.2295444270081831,0.0,0.0,0.010264835390668636
2013-01-16,257.03337091415847,0.08440017700195312,0.0,0.00985424197504189,57.8618049621582,185.01647861082535,0.0,0.0,0.22036264992785576,0.0,0.0,0.00985424197504189
2013-01-17,254.94660411686084,0.07009506225585938,0.0,0.009460072296040213,57.910871505737305,185.01647861082535,0.0,0.0,0.21154814393074153,0.0,0.0,0.009460072296040213
2013-01-18,255.98268748722845,0.00667572021484375,0.0,0.009081669404198602,57.915544509887695,185.01647861082535,0.0,0.0,0.20308621817351188,0.0,0.0,0.009081669404198602
2013-01-19,255.69973846030086,0.0,0.0,0.008718402628030657,57.915544509887695,185.01647861082535,0.0,0.0,0.1949627694465714,0.0,0.0,0.008718402628030657
2013-01-20,255.2416180912866,0.0,0.0,0.00836966652290943,57.915544509887695,185.01647861082535,0.0,0.0,0.18716425866870853,0.0,0.0,0.00836966652290943
2013-01-21,256.1983623944922,0.14162063598632812,0.0,0.008034879861993055,58.014678955078125,185.01647861082535,0.0,0.0,0.17967768832196018,0.0,0.0,0.008034879861993055
2013-01-22,255.81547600078397,0.00476837158203125,0.0,0.007713484667513334,58.01801681518555,185.01647861082535,0.0,0.0,0.17249058078908178,0.0,0.0,0.007713484667513334
2013-01-23,257.55087210806545,0.030040740966796875,0.0,0.007404945280812801,58.039045333862305,185.01647861082535,0.0,0.0,0.16559095755751851,0.0,0.0,0.007404945280812801
2013-01-24,257.6692464663596,0.00095367431640625,0.0,0.007108747469580289,58.03971290588379,185.01647861082535,0.0,0.0,0.1589673192552178,0.0,0.0,0.007108747469580289
2013-01-25,258.79913473811433,0.0,0.0,0.0068243975707970765,58.03971290588379,185.01647861082535,0.0,0.0,0.15260862648500909,0.0,0.0,0.0068243975707970765
2013-01-26,259.3940923535068,0.020503997802734375,0.0,0.0065514216679651936,58.0540657043457,185.01647861082535,0.0,0.0,0.14650428142560873,0.0,0.0,0.0065514216679651936
2013-01-27,257.98442622691255,0.017642974853515625,0.0,0.006289364801246587,58.066415786743164,185.01647861082535,0.0,0.0,0.14064411016858439,0.0,0.0,0.006289364801246587
2013-01-28,259.00451550956393,0.026702880859375,0.0,0.0060377902091967245,58.08510780334473,185.01647861082535,0.0,0.0,0.13501834576184102,0.0,0.0,0.0060377902091967245
2013-01-29,257.7084142251368,0.10442733764648438,0.0,0.0057962786008288565,58.158206939697266,185.01647861082535,0.0,0.0,0.12961761193136737,0.0,0.0,0.0057962786008288565
2013-01-30,257.3822451033702,0.10156631469726562,0.0,0.005564427456795701,58.22930335998535,185.01647861082535,0.0,0.0,0.12443290745411267,0.0,0.0,0.005564427456795701
2013-01-31,256.16988368327515,0.012874603271484375,0.0,0.0053418503585238725,58.23831558227539,185.01647861082535,0.0,0.0,0.11945559115594817,0.0,0.0,0.0053418503585238725
2013-02-01,256.1704149588286,0.0095367431640625,0.0,0.005128176344182917,58.244991302490234,185.01647861082535,0.0,0.0,0.11467736750971025,0.0,0.0,0.005128176344182917
2013-02-02,260.1899278653772,0.00095367431640625,0.0,0.004923049290415601,58.24565887451172,185.01647861082535,0.0,0.0,0.11009027280932183,0.0,0.0,0.004923049290415601
2013-02-03,260.81004545857235,0.23221969604492188,0.0,0.004726127318798978,58.408212661743164,185.01647861082535,0.0,0.0,0.10568666189694896,0.0,0.0,0.004726127318798978
2013-02-04,258.42122616733127,0.00858306884765625,0.0,0.004537082226047018,58.41422080993652,185.01647861082535,0.0,0.0,0.101459195421071,0.0,0.0,0.004537082226047018
2013-02-05,261.83566770610315,0.07581710815429688,0.0,0.004355598937005137,58.46729278564453,185.01647861082535,0.0,0.0,0.09740082760422816,0.0,0.0,0.004355598937005137
2013-02-06,260.7032355499247,3.2491683959960938,0.0,0.0041813749795249315,60.7417106628418,185.01647861082535,0.0,0.0,0.09350479450005904,0.0,0.0,0.0041813749795249315
2013-02-07,258.7944072754032,0.23555755615234375,0.0,0.004014119980343934,60.90660095214844,185.01647861082535,0.0,0.0,0.08976460272005668,0.0,0.0,0.004014119980343934
2013-02-08,258.11553813758024,0.00095367431640625,0.0,0.0038535551811301767,60.90726852416992,185.01647861082535,0.0,0.0,0.08617401861125441,0.0,0.0,0.0038535551811301767
2013-02-09,257.2640357492707,0.005245208740234375,0.0,0.0036994129738849705,60.910940170288086,185.01647861082535,0.0,0.0,0.08272705786680423,0.0,0.0,0.0036994129738849705
2013-02-10,252.52181042999635,0.011444091796875,0.0,0.003551436454929572,60.9189510345459,185.01647861082535,0.0,0.0,0.07941797555213206,0.0,0.0,0.003551436454929572
2013-02-11,253.07715183410713,0.00476837158203125,0.0,0.003409378996732389,60.92228889465332,185.01647861082535,0.0,0.0,0.07624125653004678,0.0,0.0,0.003409378996732389
2013-02-12,254.73150976157888,0.0,0.0,0.003273003836863093,60.92228889465332,185.01647861082535,0.0,0.0,0.07319160626884491,0.0,0.0,0.003273003836863093
2013-02-13,254.8481230236783,0.013828277587890625,0.0,0.003142083683388569,60.931968688964844,185.01647861082535,0.0,0.0,0.07026394201809111,0.0,0.0,0.003142083683388569
2013-02-14,255.54344915083144,0.0,0.0,0.0030164003360530264,60.931968688964844,185.01647861082535,0.0,0.0,0.06745338433736746,0.0,0.0,0.0030164003360530264
2013-02-15,255.37059954560786,0.0019073486328125,0.0,0.0028957443226109054,60.93330383300781,185.01647861082535,0.0,0.0,0.06475524896387276,0.0,0.0,0.0028957443226109054
2013-02-16,254.1412318059869,0.00858306884765625,0.0,0.0027799145497064692,60.93931198120117,185.01647861082535,0.0,0.0,0.06216503900531785,0.0,0.0,0.0027799145497064692
2013-02-17,253.49685015841501,0.0095367431640625,0.0,0.0026687179677182104,60.945987701416016,185.01647861082535,0.0,0.0,0.059678437445105134,0.0,0.0,0.0026687179677182104
2013-02-18,254.52018183585093,0.008106231689453125,0.0,0.002561969249009482,60.95166206359863,185.01647861082535,0.0,0.0,0.05729129994730093,0.0,0.0,0.002561969249009482
2013-02-19,255.63127631458985,0.0,0.0,0.002459490479049103,60.95166206359863,185.01647861082535,0.0,0.0,0.05499964794940889,0.0,0.0,0.002459490479049103
2013-02-20,257.2322062613761,0.008106231689453125,0.0,0.002361110859887139,60.95733642578125,185.01647861082535,0.0,0.0,0.052799662031432534,0.0,0.0,0.002361110859887139
2013-02-21,258.54842221092116,0.00476837158203125,0.0,0.002266666425491653,60.96067428588867,185.01647861082535,0.0,0.0,0.05068767555017523,0.0,0.0,0.002266666425491653
2013-02-22,261.17732376540147,0.00762939453125,0.0,0.0021759997684719866,60.96601486206055,185.01647861082535,0.0,0.0,0.04866016852816822,0.0,0.0,0.0021759997684719866
2013-02-23,260.35916574949215,0.2655982971191406,0.0,0.0020889597777331076,61.151933670043945,185.01647861082535,0.0,0.0,0.046713761787041494,0.0,0.0,0.0020889597777331076
2013-02-24,260.38499189991495,0.36334991455078125,0.0,0.0020054013866237833,61.40627861022949,185.01647861082535,0.0,0.0,0.04484521131555983,0.0,0.0,0.0020054013866237833
2013-02-25,260.4516936437389,0.044345855712890625,0.0,0.0019251853311588317,61.437320709228516,185.01647861082535,0.0,0.0,0.04305140286293744,0.0,0.0,0.0019251853311588317
2013-02-26,259.9872041807412,0.010967254638671875,0.0,0.0018481779179124781,61.444997787475586,185.01647861082535,0.0,0.0,0.04132934674841994,0.0,0.0,0.0018481779179124781
2013-02-27,259.9567491579906,0.6756782531738281,0.0,0.001774250801195979,61.917972564697266,185.01647861082535,0.0,0.0,0.03967617287848314,0.0,0.0,0.001774250801195979
2013-02-28,260.87963025257994,0.9522438049316406,0.0,0.0017032807691481399,62.584543228149414,185.01647861082535,0.0,0.0,0.038089125963343816,0.0,0.0,0.0017032807691481399
2013-03-01,260.16387461949205,0.18644332885742188,0.0,0.0016351495383822145,62.71505355834961,185.01647861082535,0.0,0.0,0.036565560924810066,0.0,0.0,0.0016351495383822145
2013-03-02,260.2572831067921,0.0,0.0,0.001569743556846926,62.71505355834961,185.01647861082535,0.0,0.0,0.03510293848781766,0.0,0.0,0.001569743556846926
2013-03-03,262.75014645974176,0.0,0.0,0.0015069538145730489,62.71505355834961,185.01647861082535,0.0,0.0,0.03369882094830495,0.0,0.0,0.0015069538145730489
2013-03-04,264.7179123743227,0.08487701416015625,0.0,0.001446675661990127,62.77446746826172,185.01647861082535,0.0,0.0,0.03235086811037276,0.0,0.0,0.001446675661990127
2013-03-05,263.49478701778554,0.08249282836914062,0.0,0.0013888086355105217,62.83221244812012,185.01647861082535,0.0,0.0,0.031056833385957848,0.0,0.0,0.0013888086355105217
2013-03-06,266.0785116320397,0.0,0.0,0.001333256290090101,62.83221244812012,185.01647861082535,0.0,0.0,0.029814560050519533,0.0,0.0,0.001333256290090101
2013-03-07,268.11281240160775,0.0,0.0,0.001279926038486497,62.83221244812012,185.01647861082535,0.0,0.0,0.02862197764849875,0.0,0.0,0.001279926038486497
2013-03-08,266.1224228567999,0.018596649169921875,0.0,0.001228728996947037,62.84523010253906,185.01647861082535,0.0,0.0,0.027477098542558802,0.0,0.0,0.001228728996947037
2013-03-09,265.6033195730693,0.362396240234375,0.0,0.0011795798370691556,63.098907470703125,185.01647861082535,0.0,0.0,0.02637801460085645,0.0,0.0,0.0011795798370691556
2013-03-10,264.0491771496053,1.8286705017089844,0.0,0.0011323966435863894,64.37897682189941,185.01647861082535,0.0,0.0,0.02532289401682219,0.0,0.0,0.0011323966435863894
2013-03-11,263.77525915962013,0.10776519775390625,0.0,0.0010871007778429336,64.45441246032715,185.01647861082535,0.0,0.0,0.024309978256149303,0.0,0.0,0.0010871007778429336
2013-03-12,264.9867100693286,0.0,0.0,0.0010436167467292163,64.45441246032715,185.01647861082535,0.0,0.0,0.02333757912590333,0.0,0.0,0.0010436167467292163
2013-03-13,265.86053817292566,0.030040740966796875,0.0,0.0010018720768600476,64.4754409790039,185.01647861082535,0.0,0.0,0.022404075960867197,0.0,0.0,0.0010018720768600476
2013-03-14,266.18235821738057,3.6416053771972656,0.0,0.0009617971937856458,67.02456474304199,185.01647861082535,0.0,0.0,0.02150791292243251,0.0,0.0,0.0009617971937856458
2013-03-15,266.54950811744993,1.9617080688476562,0.0,0.0009233253060342199,68.39776039123535,185.01647861082535,0.0,0.0,0.02064759640553521,0.0,0.0,0.0009233253060342199
2013-03-16,265.7511586060165,0.0,0.0,0.000886392293792851,68.39776039123535,185.01647861082535,0.0,0.0,0.0198216925493138,0.0,0.0,0.000886392293792851
2013-03-17,265.3540283880447,0.0,0.0,0.0008509366020411369,68.39776039123535,185.01647861082535,0.0,0.0,0.01902882484734125,0.0,0.0,0.0008509366020411369
2013-03-18,266.3499763280117,0.0,0.0,0.0008168991379594915,68.39776039123535,185.01647861082535,0.0,0.0,0.0182676718534476,0.0,0.0,0.0008168991379594915
2013-03-19,267.23096838019006,0.0,0.0,0.0007842231724411119,68.39776039123535,185.01647861082535,0.0,0.0,0.017536964979309694,0.0,0.0,0.0007842231724411119
2013-03-20,267.55750416302874,0.24700164794921875,0.0,0.0007528542455434674,68.5706615447998,185.01647861082535,0.0,0.0,0.016835486380137307,0.0,0.0,0.0007528542455434674
2013-03-21,266.86032825943755,1.0962486267089844,0.0,0.0007227400757217286,69.3380355834961,185.01647861082535,0.0,0.0,0.016162066924931814,0.0,0.0,0.0007227400757217286
2013-03-22,268.0471571430104,0.0057220458984375,0.0,0.0006938304726928595,69.342041015625,185.01647861082535,0.0,0.0,0.015515584247934542,0.0,0.0,0.0006938304726928595
2013-03-23,267.9340827664393,0.0,0.0,0.0006660772537851451,69.342041015625,185.01647861082535,0.0,0.0,0.01489496087801716,0.0,0.0,0.0006660772537851451
2013-03-24,267.6821648224476,0.02193450927734375,0.0,0.0006394341636337393,69.35739517211914,185.01647861082535,0.0,0.0,0.014299162442896474,0.0,0.0,0.0006394341636337393
2013-03-25,268.00704377911046,0.0,0.0,0.0006138567970883896,69.35739517211914,185.01647861082535,0.0,0.0,0.013727195945180615,0.0,0.0,0.0006138567970883896
2013-03-26,268.6154172446965,0.23794174194335938,0.051454665005785424,0.0005893025252048541,69.52395439147949,184.9445899023071,0.07188870851826545,0.0,0.01317810810737339,0.0,0.0,0.0005893025252048541
2013-03-27,268.2034743065304,0.9622573852539062,0.005911904984811348,0.00056573042419666,70.19753456115723,184.9369814135177,0.007608488789378126,0.0,0.012650983783078456,0.0,0.0,0.00056573042419666
2013-03-28,268.54810209471947,0.17690658569335938,0.044012571848834156,0.0005431012072287937,70.32136917114258,184.8788237134087,0.05815770010900359,0.0,0.012144944431755317,0.0,0.0,0.0005431012072287937
2013-03-29,269.4437516026327,0.0,0.14303199134266878,0.0005213771589396421,70.32136917114258,184.66259177640518,0.21623193700354085,0.0,0.011659146654485104,0.0,0.0,0.0005213771589396421
2013-03-30,269.01272027491245,0.049114227294921875,0.09537889548605864,0.0005005220725820565,70.35574913024902,184.52358952339293,0.13900225301223704,0.0,0.0111927807883057,0.0,0.0,0.0005005220725820565
2013-03-31,269.37406980262386,0.16021728515625,0.13532825084463052,0.00048050118967877403,70.4679012298584,184.3380714260553,0.1855180973376127,0.0,0.010745069556773472,0.0,0.0,0.00048050118967877403
2013-04-01,269.98596670528457,0.6995201110839844,0.20297711968921528,0.00046128114209162294,70.95756530761719,184.05960126188555,0.27847016416976483,0.0,0.010315266774502533,0.0,0.0,0.00046128114209162294
2013-04-02,267.3396248643698,2.453327178955078,0.0,0.000442829896407958,72.67489433288574,184.05960126188555,0.0,0.0,0.009902656103522431,0.0,0.0,0.000442829896407958
2013-04-03,264.09088685342874,0.8435249328613281,0.0,0.00042511670055163977,73.26536178588867,184.05960126188555,0.0,0.0,0.009506549859381534,0.0,0.0,0.00042511670055163977
2013-04-04,263.38192452009355,0.07104873657226562,0.0,0.00040811203252957417,73.31509590148926,184.05960126188555,0.0,0.0,0.009126287865006273,0.0,0.0,0.00040811203252957417
2013-04-05,266.0821885808029,0.0,0.0,0.00039178755122839116,73.31509590148926,184.05960126188555,0.0,0.0,0.008761236350406022,0.0,0.0,0.00039178755122839116
2013-04-06,266.1574693299926,0.04482269287109375,0.0,0.0003761160491792555,73.34647178649902,184.05960126188555,0.0,0.0,0.008410786896389782,0.0,0.0,0.0003761160491792555
2013-04-07,266.98249518067945,0.09059906005859375,0.0,0.00036107140721208537,73.40989112854004,184.05960126188555,0.0,0.0,0.008074355420534191,0.0,0.0,0.00036107140721208537
2013-04-08,266.5252307769814,0.2837181091308594,0.0,0.00034662855092360196,73.60849380493164,184.05960126188555,0.0,0.0,0.007751381203712823,0.0,0.0,0.00034662855092360196
2013-04-09,268.0292709698219,1.2717247009277344,0.0,0.0003327634088866579,74.49870109558105,184.05960126188555,0.0,0.0,0.00744132595556431,0.0,0.0,0.0003327634088866579
2013-04-10,267.7476091579735,0.8473396301269531,0.0,0.0003194528725311916,75.09183883666992,184.05960126188555,0.0,0.0,0.0071436729173417375,0.0,0.0,0.0003194528725311916
2013-04-11,268.4157564189424,0.00095367431640625,0.02938096442630937,0.00030667475762994386,75.0925064086914,184.01945285270986,0.04014840917568896,0.0,0.006857926000648068,0.0,0.0,0.00030667475762994386
2013-04-12,270.36296565618323,0.0,0.24465661254657933,0.00029440776732474617,75.0925064086914,183.63552691073778,0.38392594197206914,0.0,0.0065836089606221455,0.0,0.0,0.00029440776732474617
2013-04-13,271.45263175823897,0.022411346435546875,0.365125728997121,0.0002826314566317563,75.10819435119629,183.04680351709183,0.5887233936459441,0.0,0.00632026460219726,0.0,0.0016857024548109808,0.0019683339114427373
2013-04-14,271.33843276622383,0.13113021850585938,0.35250034619256165,0.000271326198366486,75.19998550415039,182.51394358655907,0.5328599305327614,0.0,0.00606745401810937,0.0,0.0,0.000271326198366486
2013-04-15,271.4450931636424,0.12969970703125,0.36429229219605663,0.00026047315043182655,75.29077529907227,181.9292009909659,0.5847425955931598,0.0,0.005824755857384995,0.0,0.01925433678720571,0.019514809937637538
2013-04-16,271.5630245215398,1.934051513671875,0.3773303104118248,0.00025005422441455355,76.64461135864258,181.31630342583793,0.6128975651279686,0.0,0.005591765623089595,0.0,0.00011827476351962052,0.00036832898793417404
2013-04-17,268.46257417924954,18.343448638916016,0.03455694834262411,0.00024005205543797145,89.48502540588379,181.2737908509097,0.042512574928220206,0.0,0.005368094998166011,0.0,0.0,0.00024005205543797145
2013-04-18,265.1687954044689,9.97781753540039,0.0,0.00023044997322045258,96.46949768066406,181.2737908509097,0.0,0.0,0.005153371198239371,0.0,0.0,0.00023044997322045258
2013-04-19,263.0378568823287,4.928112030029297,0.0,0.00022123197429163447,99.91917610168457,181.2737908509097,0.0,0.0,0.004947236350309796,0.0,0.0,0.00022123197429163447
2013-04-20,262.41062671104766,0.0457763671875,0.0,0.00021238269531996908,99.95121955871582,181.2737908509097,0.0,0.0,0.004749346896297404,0.0,0.0,0.00021238269531996908
2013-04-21,263.39772473856794,0.0,0.0,0.00020388738750717032,99.95121955871582,181.2737908509097,0.0,0.0,0.004559373020445508,0.0,0.0,0.00020388738750717032
2013-04-22,264.40345627160536,0.0,0.0,0.0001957318920068835,99.95121955871582,181.2737908509097,0.0,0.0,0.004376998099627688,0.0,0.0,0.0001957318920068835
2013-04-23,266.40515737309653,0.0,0.0,0.00018790261632660818,99.95121955871582,181.2737908509097,0.0,0.0,0.00420191817564258,0.0,0.0,0.00018790261632660818
2013-04-24,267.9387818883802,0.0,0.0,0.00018038651167354386,99.95121955871582,181.2737908509097,0.0,0.0,0.004033841448616877,0.0,0.0,0.00018038651167354386
2013-04-25,268.30868081456794,0.0,0.01754311480607708,0.00017317105120660207,99.95121955871582,181.25735378647013,0.016437064439573493,0.0,0.0038724877906722017,0.0,0.0,0.00017317105120660207
2013-04-26,267.89649249639615,0.240325927734375,0.0,0.00016624420915833796,100.11944770812988,181.25735378647013,0.0,0.0,0.0037175882790453137,0.0,0.0,0.00016624420915833796
2013-04-27,268.355244481954,0.4730224609375,0.022691007227538793,0.00015959444079200445,100.45056343078613,181.238430069818,0.018923716652137147,0.0,0.0035688847478835013,0.0,0.0,0.00015959444079200445
2013-04-28,269.93785476076897,2.403736114501953,0.19765805595439148,0.0001532106631603243,102.1331787109375,181.01756957566525,0.2208604941527498,0.0,0.003426129357968161,0.0,0.0,0.0001532106631603243
2013-04-29,269.20796570456923,8.830547332763672,0.11696444757158697,0.00014708223663391134,108.31456184387207,180.88898217836854,0.12858739729670446,0.0,0.003289084183649435,0.0,0.0,0.00014708223663391134
2013-04-30,269.1375135461183,2.6159286499023438,0.10917553933207928,0.0001411989471685549,110.14571189880371,180.770171900531,0.1188102778375313,0.0,0.0031575208163034576,0.0,0.0,0.0001411989471685549
2013-05-01,269.4374031240546,2.6984214782714844,0.14233012899817027,0.0001355509892818127,112.03460693359375,180.60330590191433,0.1668659986166916,0.0,0.003031219983651319,0.0,0.0,0.0001355509892818127
2013-05-02,268.8055011499224,0.5373954772949219,0.0724695796395714,0.0001301289497105402,112.4107837677002,180.52248064414485,0.0808252577694672,0.0,0.0029099711843052663,0.0,0.0,0.0001301289497105402
2013-05-03,269.2791885879638,2.09808349609375,0.12483856407150982,0.0001249237917221186,113.87944221496582,180.40141506290962,0.12106558123523031,0.0,0.0027935723369330555,0.0,0.0,0.0001249237917221186
2013-05-04,268.5585807059472,10.608196258544922,0.04517104510394374,0.00011992684005323385,121.30517959594727,180.36396657579797,0.0374484871116394,0.0,0.0026818294434557332,0.0,0.0,0.00011992684005323385
2013-05-05,267.0489889473178,13.397216796875,0.0,0.00011512976645110446,130.68323135375977,180.36396657579797,0.0,0.0,0.002574556265717504,0.0,0.0,0.00011512976645110446
2013-05-06,265.05321478539383,0.15497207641601562,0.0,0.00011052457579306026,130.79171180725098,180.36396657579797,0.0,0.0,0.0024715740150888037,0.0,0.0,0.00011052457579306026
2013-05-07,265.65692639337396,0.0476837158203125,0.0,0.00010610359276133787,130.8250904083252,180.36396657579797,0.0,0.0,0.0023727110544852514,0.0,0.0,0.00010610359276133787
2013-05-08,267.3022576429502,0.0,0.0,0.00010185944905088436,130.8250904083252,180.36396657579797,0.0,0.0,0.0022778026123058412,0.0,0.0,0.00010185944905088436
2013-05-09,269.7507002160964,0.5464553833007812,0.17696699968139745,9.778507108884899e-05,131.20760917663574,180.17204439552413,0.1919221802738574,0.0,0.0021866905078136074,0.0,0.0,9.778507108884899e-05
2013-05-10,269.2230883418259,1.4786720275878906,0.11863634572945309,9.387366824529502e-05,132.24267959594727,180.06664493392776,0.10539946159637088,0.0,0.002099222887501063,0.0,0.0,9.387366824529502e-05
2013-05-11,269.6539955318839,6.647586822509766,0.16627571742371178,9.011872151548322e-05,136.8959903717041,179.91547552177101,0.15116941215674823,0.0,0.0020152539720010207,0.0,0.0,9.011872151548322e-05
2013-05-12,269.705361151259,2.6731491088867188,0.17195449440904984,8.651397265486387e-05,138.7671947479248,179.74850656635033,0.16696895542069268,0.0,0.0019346438131209798,0.0,0.0,8.651397265486387e-05
2013-05-13,268.91819786519306,4.416942596435547,0.08492887674895337,8.305341374866931e-05,141.8590545654297,179.67554847155736,0.07295809479296675,0.0,0.0018572580605961406,0.0,0.0,8.305341374866931e-05
2013-05-14,268.6249967855001,1.5473365783691406,0.05251374063861863,7.973127719872255e-05,142.9421901702881,179.6384972008099,0.03705127074746452,0.0,0.0017829677381722949,0.0,0.0,7.973127719872255e-05
2013-05-15,268.1646011767644,1.018524169921875,0.0016142475760499897,7.654202611077366e-05,143.6551570892334,179.6375575110339,0.0009396897759914066,0.0,0.001711649028645403,0.0,0.0,7.654202611077366e-05
2013-05-16,269.7171420370394,0.01049041748046875,0.1732569419186983,7.348034506634271e-05,143.66250038146973,179.51669627905193,0.12086123198195871,0.0,0.001643183067499587,0.0,0.0,7.348034506634271e-05
2013-05-17,269.82392900315125,1.5797615051269531,0.1850628808495835,7.054113126368898e-05,144.7683334350586,179.38217232645889,0.1345239525930485,0.0,0.0015774557447996035,0.0,0.0,7.054113126368898e-05
2013-05-18,271.03727916706407,0.20074844360351562,0.3192060114066737,6.771948601314141e-05,144.90885734558105,179.07804437009474,0.3041279563641511,0.0,0.0015143575150076193,0.0,0.0,6.771948601314141e-05
2013-05-19,273.60898430513146,0.0400543212890625,0.6035234231072087,0.00013829533664498053,142.61393581992365,178.23898489797443,0.850422395309297,0.0,0.028997525390471696,0.0,3.880553390802137,3.880691686138782
2013-05-20,273.3420227832942,0.4558563232421875,0.5740092273353571,0.0012535352213231877,141.6538219034524,177.522928609341,0.8469071386195715,0.0,0.3398428787006528,0.0,2.4691371388155,2.470390674036823
2013-05-21,272.8840871470357,0.8473396301269531,0.5233816989693699,0.00495339040643776,142.31343785778233,176.77543994767117,0.7474886616698272,0.0,0.3262491635526267,0.0,1.2470456758387454,1.2519990662451832
2013-05-22,270.6672641116275,1.2903213500976562,0.2782986300375122,0.010295391381389286,143.8373467749438,176.44187357169648,0.33356637597468497,0.0,0.3131991970105216,0.0,0.0,0.010295391381389286
2013-05-23,272.30363838304874,0.438690185546875,0.4592096102805522,0.013998175531640504,144.35602030906443,175.7903449569691,0.6515286147273711,0.0,0.30067122913010075,0.0,0.43157839307598506,0.44557656860762557
2013-05-24,272.78245515088014,1.6393661499023438,0.5121456728537854,0.014581680867707607,145.59546282627605,175.03420224910866,0.7561427078604339,0.0,0.2886443799648967,0.0,1.158922143076069,1.1735038239437765
