,T2,RRR,PE,Q_HBV,HBV_snowpack,HBV_soil_moisture,HBV_AET,HBV_upper_gw,HBV_lower_gw,Qobs,Q_DDM,Q_Total
2011-02-08,261.4667101292985,4.090309143066406,0.0,1.8959268031846124e-06,9.82385608215332,0.0001,0.0,0.0,4.2397168306276076e-05,0.0,0.0,1.8959268031846124e-06
2011-02-09,257.7040991096738,0.02765655517578125,0.0,1.82009095085919e-06,9.843215670776367,0.0001,0.0,0.0,4.070128157402503e-05,0.0,0.0,1.82009095085919e-06
2011-02-10,260.0000388831317,1.1644363403320312,0.0,1.7472884651570522e-06,10.658321109008789,0.0001,0.0,0.0,3.9073230311064026e-05,0.0,0.0,1.7472884651570522e-06
2011-02-11,257.001720983697,0.087738037109375,0.0,1.6773972480552553e-06,10.719737734985351,0.0001,0.0,0.0,3.7510301098621464e-05,0.0,0.0,1.6773972480552553e-06
2011-02-12,258.360552682465,0.0,0.0,1.610301126555717e-06,10.719737734985351,0.0001,0.0,0.0,3.6009889054676606e-05,0.0,0.0,1.610301126555717e-06
2011-02-13,260.5244606374499,0.25653839111328125,0.0,1.5458887926849616e-06,10.899314608764648,0.0001,0.0,0.0,3.456949349248954e-05,0.0,0.0,1.5458887926849616e-06
2011-02-14,260.49331252111466,0.19598007202148438,0.0,1.4840531310642854e-06,11.036500659179687,0.0001,0.0,0.0,3.318671375278996e-05,0.0,0.0,1.4840531310642854e-06
2011-02-15,256.7520442660462,0.11658668518066406,0.0,1.4246910433911565e-06,11.118111338806152,0.0001,0.0,0.0,3.185924520267836e-05,0.0,0.0,1.4246910433911565e-06
2011-02-16,257.70420025923397,0.0019073486328125,0.0,1.3677034713610159e-06,11.11944648284912,0.0001,0.0,0.0,3.058487539457123e-05,0.0,0.0,1.3677034713610159e-06
2011-02-17,258.3974734693046,0.003337860107421875,0.0,1.3129953662844397e-06,11.121782984924316,0.0001,0.0,0.0,2.936148037878838e-05,0.0,0.0,1.3129953662844397e-06
2011-02-18,257.91785438981384,0.000476837158203125,0.0,1.2604755476245339e-06,11.122116770935058,0.0001,0.0,0.0,2.8187021163636845e-05,0.0,0.0,1.2604755476245339e-06
2011-02-19,258.2643491694428,0.0,0.0,1.2100565095576943e-06,11.122116770935058,0.0001,0.0,0.0,2.705954031709137e-05,0.0,0.0,1.2100565095576943e-06
2011-02-20,258.8643772503149,0.6232261657714844,0.0,1.161654239483167e-06,11.558375086975097,0.0001,0.0,0.0,2.5977158704407718e-05,0.0,0.0,1.161654239483167e-06
2011-02-21,258.6269695516236,1.7638206481933594,0.0,1.1151880695349315e-06,12.793049540710449,0.0001,0.0,0.0,2.493807235623141e-05,0.0,0.0,1.1151880695349315e-06
2011-02-22,260.15411635434793,0.03910064697265625,0.0,1.070580550330932e-06,12.820419993591308,0.0001,0.0,0.0,2.3940549461982154e-05,0.0,0.0,1.070580550330932e-06
2011-02-23,258.6689447680637,0.0057220458984375,0.0,1.0277573309600751e-06,12.824425425720214,0.0001,0.0,0.0,2.2982927483502866e-05,0.0,0.0,1.0277573309600751e-06
2011-02-24,259.20703198257024,2.8657913208007812,0.0,9.866470381501687e-07,14.830479350280761,0.0001,0.0,0.0,2.206361038416275e-05,0.0,0.0,9.866470381501687e-07
2011-02-25,255.34185414898738,0.08821487426757812,0.0,9.471811558776929e-07,14.892229762268066,0.0001,0.0,0.0,2.118106596879624e-05,0.0,0.0,9.471811558776929e-07
2011-02-26,255.1279952900501,0.040531158447265625,0.0,9.092939089521369e-07,14.920601573181152,0.0001,0.0,0.0,2.033382333004439e-05,0.0,0.0,9.092939089521369e-07
2011-02-27,255.46897111195332,0.12350082397460938,0.0,8.729221524075841e-07,15.007052149963378,0.0001,0.0,0.0,1.9520470396842615e-05,0.0,0.0,8.729221524075841e-07
2011-02-28,255.07534385385506,0.1049041748046875,0.0,8.380052664543418e-07,15.08048507232666,0.0001,0.0,0.0,1.873965158096891e-05,0.0,0.0,8.380052664543418e-07
2011-03-01,256.4131683604407,0.0,0.0,8.044850559697784e-07,15.08048507232666,0.0001,0.0,0.0,1.7990065517730153e-05,0.0,0.0,8.044850559697784e-07
2011-03-02,257.5102172062239,0.09059906005859375,0.0,7.723056537955342e-07,15.143904414367675,0.0001,0.0,0.0,1.7270462897020945e-05,0.0,0.0,7.723056537955342e-07
2011-03-03,258.71068815848554,1.2793540954589844,0.0,7.414134276200648e-07,16.039452281188964,0.0001,0.0,0.0,1.6579644381140106e-05,0.0,0.0,7.414134276200648e-07
2011-03-04,256.7634153894499,0.030040740966796875,0.0,7.11756890473221e-07,16.060480799865722,0.0001,0.0,0.0,1.5916458605894503e-05,0.0,0.0,7.11756890473221e-07
2011-03-05,258.3154368106475,0.5741119384765625,0.0,6.832866148343112e-07,16.462359156799316,0.0001,0.0,0.0,1.5279800261658722e-05,0.0,0.0,6.832866148343112e-07
2011-03-06,257.3134809449955,0.4372596740722656,0.0,6.559551502436294e-07,16.768440928649902,0.0001,0.0,0.0,1.4668608251192373e-05,0.0,0.0,6.559551502436294e-07
2011-03-07,258.90687916196316,0.048160552978515625,0.0,6.297169442436677e-07,16.802153315734863,0.0001,0.0,0.0,1.4081863921144678e-05,0.0,0.0,6.297169442436677e-07
2011-03-08,258.88345041300727,0.07104873657226562,0.0,6.045282664796835e-07,16.85188743133545,0.0001,0.0,0.0,1.351858936429889e-05,0.0,0.0,6.045282664796835e-07
2011-03-09,260.3399723264485,0.25844573974609375,0.0,5.803471358206464e-07,17.032799449157714,0.0001,0.0,0.0,1.2977845789726934e-05,0.0,0.0,5.803471358206464e-07
2011-03-10,259.6819896720273,0.00667572021484375,0.0,5.571332503856454e-07,17.037472453308105,0.0001,0.0,0.0,1.2458731958137857e-05,0.0,0.0,5.571332503856454e-07
2011-03-11,262.46998052895367,0.011920928955078125,0.0,5.348479203686423e-07,17.04581710357666,0.0001,0.0,0.0,1.1960382679812342e-05,0.0,0.0,5.348479203686423e-07
2011-03-12,258.00048232220416,1.09100341796875,0.0,5.134540035536566e-07,17.809519496154785,0.0001,0.0,0.0,1.1481967372619849e-05,0.0,0.0,5.134540035536566e-07
2011-03-13,254.79594193921844,0.05435943603515625,0.0,4.929158434119668e-07,17.847571101379394,0.0001,0.0,0.0,1.1022688677715055e-05,0.0,0.0,4.929158434119668e-07
2011-03-14,258.2925072982502,0.0,0.0,4.7319920967590166e-07,17.847571101379394,0.0001,0.0,0.0,1.0581781130606452e-05,0.0,0.0,4.7319920967590166e-07
2011-03-15,263.12250389792797,0.0591278076171875,0.0,4.5427124128897355e-07,17.888960566711425,0.0001,0.0,0.0,1.0158509885382194e-05,0.0,0.0,4.5427124128897355e-07
2011-03-16,259.74044456718843,3.1518936157226562,0.0,4.361003916373263e-07,20.095286097717285,0.0001,0.0,0.0,9.752169489966906e-06,0.0,0.0,4.361003916373263e-07
2011-03-17,256.4743176109196,0.0152587890625,0.0,4.1865637597172895e-07,20.105967250061035,0.0001,0.0,0.0,9.36208271036823e-06,0.0,0.0,4.1865637597172895e-07
2011-03-18,257.72278717727244,0.12493133544921875,0.0,4.0191012093282197e-07,20.193419184875488,0.0001,0.0,0.0,8.9875994019535e-06,0.0,0.0,4.0191012093282197e-07
2011-03-19,256.76930426034295,0.37670135498046875,0.0,3.858337160955239e-07,20.457110133361816,0.0001,0.0,0.0,8.628095425875361e-06,0.0,0.0,3.858337160955239e-07
2011-03-20,254.28794336099796,0.20742416381835938,0.0,3.7040036745172827e-07,20.602307048034668,0.0001,0.0,0.0,8.282971608840346e-06,0.0,0.0,3.7040036745172827e-07
2011-03-21,254.80382848788054,0.0,0.0,3.5558435275367093e-07,20.602307048034668,0.0001,0.0,0.0,7.951652744486732e-06,0.0,0.0,3.5558435275367093e-07
2011-03-22,256.35049265146415,0.0,0.0,3.413609786435223e-07,20.602307048034668,0.0001,0.0,0.0,7.633586634707262e-06,0.0,0.0,3.413609786435223e-07
2011-03-23,257.12361050362557,0.0,0.0,3.277065394977755e-07,20.602307048034668,0.0001,0.0,0.0,7.328243169318971e-06,0.0,0.0,3.277065394977755e-07
2011-03-24,259.19266843011934,0.0,0.0,3.1459827791786107e-07,20.602307048034668,0.0001,0.0,0.0,7.035113442546213e-06,0.0,0.0,3.1459827791786107e-07
2011-03-25,261.76486704065945,0.0,0.0,3.0201434680114656e-07,20.602307048034668,0.0001,0.0,0.0,6.753708904844364e-06,0.0,0.0,3.0201434680114656e-07
2011-03-26,265.44542517615196,0.0,0.0,2.89933772929102e-07,20.602307048034668,0.0001,0.0,0.0,6.48356054865059e-06,0.0,0.0,2.89933772929102e-07
2011-03-27,265.67704066808295,0.0,0.0,2.7833642201193886e-07,20.602307048034668,0.0001,0.0,0.0,6.224218126704566e-06,0.0,0.0,2.7833642201193886e-07
2011-03-28,265.8180613989905,0.044345855712890625,0.0,2.6720296513146144e-07,20.63334914703369,0.0001,0.0,0.0,5.975249401636383e-06,0.0,0.0,2.6720296513146144e-07
2011-03-29,265.8324041757746,0.4115104675292969,0.0,2.565148465262027e-07,20.9214064743042,0.0001,0.0,0.0,5.736239425570928e-06,0.0,0.0,2.565148465262027e-07
2011-03-30,264.75093731024987,0.12493133544921875,0.0,2.462542526651544e-07,21.008858409118652,0.0001,0.0,0.0,5.50678984854809e-06,0.0,0.0,2.462542526651544e-07
2011-03-31,265.1060439643307,0.42819976806640625,0.0,2.364040825585482e-07,21.308598246765136,0.0001,0.0,0.0,5.286518254606167e-06,0.0,0.0,2.364040825585482e-07
2011-04-01,266.0330049673939,0.5960464477539062,0.0,2.269479192562063e-07,21.72583076019287,0.0001,0.0,0.0,5.07505752442192e-06,0.0,0.0,2.269479192562063e-07
2011-04-02,266.7571143884247,0.00762939453125,0.0,2.1787000248595803e-07,21.731171336364746,0.0001,0.0,0.0,4.872055223445043e-06,0.0,0.0,2.1787000248595803e-07
2011-04-03,267.1812134876365,0.5846023559570312,0.0,2.0915520238651968e-07,22.140392985534668,0.0001,0.0,0.0,4.677173014507241e-06,0.0,0.0,2.0915520238651968e-07
2011-04-04,260.84329792636737,14.935493469238281,0.0,2.0078899429105885e-07,32.595238414001464,0.0001,0.0,0.0,4.490086093926951e-06,0.0,0.0,2.0078899429105885e-07
2011-04-05,259.26495810330863,3.5033226013183594,0.0,1.9275743451941648e-07,35.047564234924316,0.0001,0.0,0.0,4.310482650169873e-06,0.0,0.0,1.9275743451941648e-07
2011-04-06,259.668793342137,0.13971328735351562,0.0,1.8504713713863983e-07,35.14536353607178,0.0001,0.0,0.0,4.138063344163079e-06,0.0,0.0,1.8504713713863983e-07
2011-04-07,259.9133106755781,0.003337860107421875,0.0,1.7764525165309426e-07,35.14770003814697,0.0001,0.0,0.0,3.9725408103965555e-06,0.0,0.0,1.7764525165309426e-07
