,T2,RRR,PE,HBV_snowpack,HBV_soil_moisture,HBV_AET,HBV_upper_gw,HBV_lower_gw,Q_HBV,DDM_smb,DDM_accumulation_rate,DDM_ice_melt_rate,DDM_snow_melt_rate,DDM_total_melt,Q_DDM,Qobs,Q_Total
2011-02-19,-14.886,0.0,0.0,78.067,133.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-20,-14.286,0.623,0.0,78.373,133.165,0.0,0.0,0.0,0.0,0.623,0.623,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-21,-14.523,1.764,0.0,79.237,133.165,0.0,0.0,0.0,0.0,1.764,1.764,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-22,-12.996,0.039,0.0,79.256,133.165,0.0,0.0,0.0,0.0,0.039,0.039,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-23,-14.481,0.006,0.0,79.259,133.165,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-24,-13.943,2.866,0.0,80.663,133.165,0.0,0.0,0.0,0.0,2.866,2.866,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-25,-17.808,0.088,0.0,80.706,133.165,0.0,0.0,0.0,0.0,0.088,0.088,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-26,-18.022,0.041,0.0,80.726,133.165,0.0,0.0,0.0,0.0,0.041,0.041,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-27,-17.681,0.124,0.0,80.787,133.165,0.0,0.0,0.0,0.0,0.124,0.124,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-28,-18.075,0.105,0.0,80.838,133.165,0.0,0.0,0.0,0.0,0.105,0.105,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,-16.737,0.0,0.0,80.838,133.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-02,-15.64,0.091,0.0,80.882,133.165,0.0,0.0,0.0,0.0,0.091,0.091,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-03,-14.439,1.279,0.0,81.509,133.165,0.0,0.0,0.0,0.0,1.279,1.279,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-04,-16.387,0.03,0.0,81.524,133.165,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-05,-14.835,0.574,0.0,81.805,133.165,0.0,0.0,0.0,0.0,0.574,0.574,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-06,-15.837,0.437,0.0,82.02,133.165,0.0,0.0,0.0,0.0,0.437,0.437,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-07,-14.243,0.048,0.0,82.043,133.165,0.0,0.0,0.0,0.0,0.048,0.048,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-08,-14.267,0.071,0.0,82.078,133.165,0.0,0.0,0.0,0.0,0.071,0.071,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-09,-12.81,0.258,0.0,82.205,133.165,0.0,0.0,0.0,0.0,0.258,0.258,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-10,-13.468,0.007,0.0,82.208,133.165,0.0,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-11,-10.68,0.012,0.0,82.214,133.165,0.0,0.0,0.0,0.0,0.012,0.012,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-12,-15.15,1.091,0.0,82.748,133.165,0.0,0.0,0.0,0.0,1.091,1.091,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-13,-18.354,0.054,0.0,82.775,133.165,0.0,0.0,0.0,0.0,0.054,0.054,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-14,-14.857,0.0,0.0,82.775,133.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-15,-10.027,0.059,0.0,82.804,133.165,0.0,0.0,0.0,0.0,0.059,0.059,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-16,-13.41,3.152,0.0,84.348,133.165,0.0,0.0,0.0,0.0,3.152,3.152,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-17,-16.676,0.015,0.0,84.356,133.165,0.0,0.0,0.0,0.0,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-18,-15.427,0.125,0.0,84.417,133.165,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-19,-16.381,0.377,0.0,84.602,133.165,0.0,0.0,0.0,0.0,0.377,0.377,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-20,-18.862,0.207,0.0,84.703,133.165,0.0,0.0,0.0,0.0,0.207,0.207,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-21,-18.346,0.0,0.0,84.703,133.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-22,-16.8,0.0,0.0,84.703,133.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-23,-16.026,0.0,0.0,84.703,133.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-24,-13.957,0.0,0.0,84.703,133.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-25,-11.385,0.0,0.0,84.703,133.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-26,-7.705,0.0,0.0,84.703,133.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-27,-7.473,0.0,0.0,84.703,133.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-28,-7.332,0.044,0.0,84.725,133.165,0.0,0.0,0.0,0.0,0.044,0.044,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-29,-7.318,0.412,0.0,84.927,133.165,0.0,0.0,0.0,0.0,0.412,0.412,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-30,-8.399,0.125,0.0,84.988,133.165,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-31,-8.044,0.428,0.0,85.198,133.165,0.0,0.0,0.0,0.0,0.428,0.428,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,-7.117,0.596,0.0,85.49,133.165,0.0,0.0,0.0,0.0,0.596,0.596,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-02,-6.393,0.008,0.0,85.494,133.165,0.0,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-03,-5.969,0.585,0.0,85.78,133.165,0.0,0.0,0.0,0.0,0.585,0.585,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-04,-12.307,14.935,0.0,93.098,133.165,0.0,0.0,0.0,0.0,14.935,14.935,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-05,-13.885,3.503,0.0,94.815,133.165,0.0,0.0,0.0,0.0,3.503,3.503,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-06,-13.481,0.14,0.0,94.883,133.165,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-07,-13.237,0.003,0.0,94.885,133.165,0.0,0.0,0.0,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-08,-11.57,0.0,0.0,94.885,133.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-09,-9.745,0.0,0.0,94.885,133.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-10,-8.733,0.0,0.0,94.885,133.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-11,-6.599,0.009,0.0,94.889,133.165,0.0,0.0,0.0,0.0,0.009,0.009,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-12,-5.222,1.804,0.0,95.773,133.165,0.0,0.0,0.0,0.0,1.804,1.804,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-13,-6.623,0.002,0.0,95.774,133.165,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-14,-4.612,0.002,0.047,95.776,133.129,0.036,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-15,-3.738,0.018,0.181,95.784,132.991,0.138,0.0,0.0,0.0,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-16,-2.813,0.0,0.348,95.784,132.726,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-17,-2.17,0.0,0.503,95.784,132.345,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-18,-3.108,0.077,0.313,95.822,132.108,0.237,0.0,0.0,0.0,0.077,0.077,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-19,-4.23,1.835,0.128,96.721,132.011,0.096,0.0,0.0,0.0,1.835,1.835,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-20,-4.215,0.401,0.122,96.918,131.919,0.092,0.0,0.0,0.0,0.401,0.401,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-21,-3.883,2.353,0.166,98.071,131.795,0.125,0.0,0.0,0.0,2.353,2.353,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-22,-4.406,0.326,0.076,98.23,131.738,0.057,0.0,0.0,0.0,0.326,0.326,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-23,-4.099,0.003,0.123,98.232,131.645,0.093,0.0,0.0,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-24,-2.145,0.247,0.47,98.353,131.291,0.354,0.0,0.0,0.0,0.247,0.247,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-25,0.023,0.477,0.926,98.519,130.822,0.696,0.0,0.241,0.001,0.477,0.477,0.0,0.0,0.0,0.0,0.0,0.001
2011-04-26,1.059,0.741,1.138,95.725,130.323,0.853,0.0,0.603,0.004,-2.217,0.395,0.0,2.612,2.612,2.612,0.0,2.616
2011-04-27,0.422,0.778,0.969,94.845,129.972,0.724,0.0,0.969,0.013,-0.165,0.663,0.0,0.828,0.828,0.828,0.0,0.841
2011-04-28,-2.517,2.888,0.335,96.613,129.723,0.249,0.0,0.93,0.026,2.888,2.888,0.0,0.0,0.0,0.0,0.0,0.026
2011-04-29,-2.807,0.912,0.308,97.453,129.494,0.228,0.0,0.893,0.037,0.912,0.912,0.0,0.0,0.0,0.0,0.0,0.037
2011-04-30,-3.071,14.042,0.262,104.763,129.3,0.194,0.0,0.857,0.041,14.042,14.042,0.0,0.0,0.0,0.0,0.0,0.041
2011-05-01,-5.132,7.116,0.0,108.969,129.3,0.0,0.0,0.823,0.04,7.116,7.116,0.0,0.0,0.0,0.0,0.0,0.04
2011-05-02,-6.032,0.084,0.0,109.854,129.3,0.0,0.0,0.79,0.036,0.084,0.084,0.0,0.0,0.0,0.0,0.0,0.036
2011-05-03,-2.552,0.0,0.316,110.212,129.067,0.234,0.0,0.758,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033
2011-05-04,-1.224,0.028,0.557,110.397,128.656,0.411,0.0,0.728,0.032,0.028,0.028,0.0,0.0,0.0,0.0,0.0,0.032
2011-05-05,-0.989,0.66,0.601,110.858,128.215,0.441,0.0,0.699,0.031,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.031
2011-05-06,-0.273,2.028,0.774,111.89,127.648,0.567,0.0,0.671,0.03,2.028,2.028,0.0,0.0,0.0,0.0,0.0,0.03
2011-05-07,-1.591,0.181,0.506,112.202,127.278,0.369,0.0,0.644,0.029,0.181,0.181,0.0,0.0,0.0,0.0,0.0,0.029
2011-05-08,-2.899,3.352,0.286,114.25,127.071,0.208,0.0,0.618,0.028,3.352,3.352,0.0,0.0,0.0,0.0,0.0,0.028
2011-05-09,-4.322,2.043,0.071,115.389,127.019,0.051,0.0,0.593,0.027,2.043,2.043,0.0,0.0,0.0,0.0,0.0,0.027
2011-05-10,-4.556,0.784,0.039,115.773,126.991,0.028,0.0,0.57,0.025,0.784,0.784,0.0,0.0,0.0,0.0,0.0,0.025
2011-05-11,-3.273,2.635,0.18,117.064,126.86,0.131,0.0,0.547,0.024,2.635,2.635,0.0,0.0,0.0,0.0,0.0,0.024
2011-05-12,-1.783,0.505,0.434,117.312,126.546,0.315,0.0,0.525,0.023,0.505,0.505,0.0,0.0,0.0,0.0,0.0,0.023
2011-05-13,-2.245,5.973,0.353,120.239,126.291,0.255,0.0,0.504,0.023,5.973,5.973,0.0,0.0,0.0,0.0,0.0,0.023
2011-05-14,-0.915,0.181,0.563,120.327,125.884,0.406,0.0,0.484,0.022,0.181,0.181,0.0,0.0,0.0,0.0,0.0,0.022
2011-05-15,0.451,1.426,0.842,119.607,125.983,0.609,0.0,1.154,0.023,0.286,1.194,0.0,0.909,0.909,0.909,0.0,0.932
2011-05-16,1.243,1.097,0.966,116.33,125.829,0.698,0.0,1.638,0.03,-2.643,0.484,0.0,3.128,3.128,3.128,0.0,3.158
2011-05-17,-0.093,8.112,0.657,120.318,125.356,0.473,0.0,1.573,0.046,8.112,8.112,0.0,0.0,0.0,0.0,0.0,0.046
2011-05-18,-1.106,1.103,0.475,121.014,125.016,0.34,0.0,1.51,0.062,1.103,1.103,0.0,0.0,0.0,0.0,0.0,0.062
2011-05-19,-3.108,8.679,0.183,125.702,124.886,0.131,0.0,1.45,0.069,8.679,8.679,0.0,0.0,0.0,0.0,0.0,0.069
2011-05-20,-3.252,8.217,0.185,130.184,124.753,0.132,0.0,1.392,0.067,8.217,8.217,0.0,0.0,0.0,0.0,0.0,0.067
2011-05-21,-4.035,6.66,0.092,134.012,124.688,0.066,0.0,1.336,0.061,6.66,6.66,0.0,0.0,0.0,0.0,0.0,0.061
2011-05-22,-6.627,0.01,0.0,134.945,124.688,0.0,0.0,1.282,0.057,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.057
2011-05-23,-4.915,0.118,0.008,135.691,124.682,0.005,0.0,1.231,0.054,0.118,0.118,0.0,0.0,0.0,0.0,0.0,0.054
2011-05-24,-3.42,0.0,0.178,136.17,124.556,0.127,0.0,1.182,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052
2011-05-25,-1.389,0.605,0.52,136.661,124.185,0.37,0.0,1.135,0.051,0.605,0.605,0.0,0.0,0.0,0.0,0.0,0.051
2011-05-26,-0.058,0.515,0.742,136.921,123.658,0.527,0.0,1.089,0.049,0.515,0.515,0.0,0.0,0.0,0.0,0.0,0.049
2011-05-27,-1.374,1.481,0.429,137.839,123.355,0.303,0.0,1.046,0.047,1.481,1.481,0.0,0.0,0.0,0.0,0.0,0.047
2011-05-28,-2.006,0.974,0.304,138.597,123.141,0.214,0.0,1.004,0.045,0.974,0.974,0.0,0.0,0.0,0.0,0.0,0.045
2011-05-29,-0.587,0.259,0.53,138.806,122.768,0.373,0.0,0.964,0.043,0.259,0.259,0.0,0.0,0.0,0.0,0.0,0.043
2011-05-30,0.647,0.931,0.7,137.302,122.749,0.493,0.0,1.364,0.042,-0.772,0.688,0.0,1.46,1.46,1.46,0.0,1.502
2011-05-31,1.013,2.701,0.864,135.12,123.51,0.613,0.0,2.582,0.049,-0.979,1.503,0.0,2.483,2.483,2.483,0.0,2.532
2011-06-01,-0.304,4.457,0.624,137.346,123.07,0.44,0.0,2.479,0.068,4.457,4.457,0.0,0.0,0.0,0.0,0.7698247698247698,0.068
2011-06-02,-0.079,2.575,0.657,138.619,122.608,0.462,0.0,2.38,0.092,2.575,2.575,0.0,0.0,0.0,0.0,1.7449361449361451,0.092
2011-06-03,-0.73,8.509,0.521,142.89,122.243,0.365,0.0,2.285,0.106,8.509,8.509,0.0,0.0,0.0,0.0,1.2573804573804577,0.106
2011-06-04,0.582,0.394,0.735,141.397,121.931,0.514,0.0,2.378,0.106,-0.973,0.304,0.0,1.278,1.278,1.278,1.2573804573804577,1.3840000000000001
2011-06-05,0.808,2.74,0.764,139.936,122.796,0.538,0.0,3.566,0.104,-0.103,1.806,0.0,1.909,1.909,1.909,1.2573804573804577,2.013
2011-06-06,1.06,1.346,0.846,137.279,122.884,0.597,0.0,4.058,0.114,-1.897,0.717,0.0,2.614,2.614,2.614,1.2573804573804577,2.7279999999999998
2011-06-07,0.121,5.063,0.633,139.27,125.004,0.454,0.934,5.336,0.146,5.063,5.063,0.0,0.0,0.0,0.0,0.7698247698247698,0.146
2011-06-08,0.117,3.408,0.627,140.514,126.254,0.454,1.076,6.563,0.202,3.408,3.408,0.0,0.0,0.0,0.0,0.7698247698247698,0.202
2011-06-09,0.084,4.476,0.577,142.379,128.046,0.424,1.735,7.74,0.277,4.476,4.476,0.0,0.0,0.0,0.0,1.2573804573804577,0.277
2011-06-10,-0.029,4.505,0.494,144.591,127.685,0.361,0.222,8.87,0.353,4.505,4.505,0.0,0.0,0.0,0.0,1.2573804573804577,0.353
2011-06-11,1.772,0.329,0.83,139.647,128.95,0.614,0.647,9.956,0.406,-4.551,0.058,0.0,4.609,4.609,4.609,0.7698247698247698,5.015
2011-06-12,3.335,0.801,1.218,130.31,133.376,0.935,4.591,10.997,0.449,-8.984,0.0,0.0,8.984,8.984,8.984,3.361568161568161,9.433
2011-06-13,2.714,3.422,1.068,122.712,138.024,0.848,8.86,11.997,0.549,-7.246,0.0,0.0,7.246,7.246,7.246,14.908939708939707,7.795000000000001
2011-06-14,1.971,10.774,0.865,117.267,144.846,0.72,15.74,12.958,0.767,-4.335,0.832,0.0,5.167,5.167,5.167,11.496049896049895,5.934
2011-06-15,0.734,5.667,0.615,116.97,147.586,0.521,17.701,13.879,1.091,2.242,3.945,0.0,1.702,1.702,1.702,6.3125631125631125,2.793
2011-06-16,0.949,7.809,0.692,116.326,151.298,0.601,21.184,14.764,1.435,2.294,4.597,0.0,2.303,2.303,2.303,7.56994356994357,3.738
2011-06-17,0.647,7.159,0.639,116.887,154.252,0.565,23.699,15.614,1.716,3.835,5.294,0.0,1.459,1.459,1.459,6.3125631125631125,3.175
2011-06-18,0.598,10.303,0.621,118.751,158.205,0.563,27.853,16.429,1.93,6.549,7.871,0.0,1.322,1.322,1.322,6.928422928422928,3.252
2011-06-19,0.394,9.923,0.591,121.555,161.602,0.548,31.329,17.212,2.127,7.846,8.596,0.0,0.749,0.749,0.749,6.3125631125631125,2.876
2011-06-20,0.474,5.437,0.554,122.261,163.45,0.519,32.277,17.963,2.337,3.517,4.491,0.0,0.974,0.974,0.974,6.3125631125631125,3.311
2011-06-21,1.192,1.215,0.692,119.163,164.481,0.653,32.089,18.685,2.529,-2.419,0.567,0.0,2.986,2.986,2.986,5.696703296703298,5.515000000000001
2011-06-22,1.444,1.298,0.737,115.296,165.739,0.701,32.469,19.377,2.651,-3.248,0.443,0.0,3.691,3.691,3.691,5.696703296703298,6.342
2011-06-23,0.538,1.414,0.548,114.295,166.235,0.523,31.158,20.042,2.695,-0.031,1.123,0.0,1.154,1.154,1.154,5.696703296703298,3.8489999999999998
2011-06-24,1.376,1.183,0.737,110.623,167.338,0.708,31.422,20.681,2.691,-3.057,0.444,0.0,3.5,3.5,3.5,7.56994356994357,6.191
2011-06-25,3.608,0.099,1.292,100.522,169.782,1.262,35.368,21.293,2.693,-9.749,0.0,0.0,9.749,9.749,9.749,10.161686961686963,12.442
2011-06-26,3.678,1.216,1.321,90.224,172.495,1.312,40.055,21.882,2.775,-9.945,0.0,0.0,9.945,9.945,9.945,11.496049896049895,12.72
2011-06-27,0.889,7.156,0.603,89.681,174.9,0.603,42.76,22.446,2.972,2.287,4.425,0.0,2.137,2.137,2.137,5.696703296703298,5.109
