,T2,RRR,PE,HBV_snowpack,HBV_soil_moisture,HBV_AET,HBV_upper_gw,HBV_lower_gw,Q_HBV,DDM_smb,DDM_accumulation_rate,DDM_ice_melt_rate,DDM_snow_melt_rate,DDM_total_melt,Q_DDM,Qobs,Q_Total
2011-01-01,252.76757300652946,0.01049041748046875,0.0,0.0,208.4245670549486,0.0001,0.0001,0.0001,6.385592453247639e-06,0.01049041748046875,0.01049041748046875,0.0,0.0,0.0,0.0,0.0,6.385592453247639e-06
2011-01-02,248.84452528197323,0.004291534423828125,0.0,0.0,208.42529737472844,0.0,0.0,0.003706766058214196,3.5186310244089044e-05,0.004291534423828125,0.004291534423828125,0.0,0.0,0.0,0.0,0.0,3.5186310244089044e-05
2011-01-03,248.9911249281122,0.0,0.0,0.0,208.42529737472844,0.0,0.0,0.003558495415885628,8.847380444189774e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.847380444189774e-05
2011-01-04,253.45251793099283,0.032901763916015625,0.0,0.0,208.43076889893106,0.0,0.0,0.029749185724109086,0.00020915150308171423,0.05817413330078125,0.05817413330078125,0.0,0.0,0.0,0.0,0.0,0.00020915150308171423
2011-01-05,252.38901074202178,0.20456314086914062,0.0,0.0,208.46478302884125,0.0,0.0,0.19228626881572838,0.0009415089968446497,0.18453598022460938,0.18453598022460938,0.0,0.0,0.0,0.0,0.0,0.0009415089968446497
2011-01-06,248.13036471639103,0.0209808349609375,0.0,0.0,208.4682688029706,0.0,0.0,0.201390076461419,0.0031143932108760233,0.015735626220703125,0.015735626220703125,0.0,0.0,0.0,0.0,0.0,0.0031143932108760233
2011-01-07,249.27697183121913,0.0,0.0,0.0,208.4682688029706,0.0,0.0,0.19333447340296223,0.006217298112937577,0.00095367431640625,0.00095367431640625,0.0,0.0,0.0,0.0,0.0,0.006217298112937577
2011-01-08,247.8124297194163,0.005245208740234375,0.0,0.0,208.4691401733685,0.0,0.0,0.1897999792754973,0.00845706394195296,0.004291534423828125,0.004291534423828125,0.0,0.0,0.0,0.0,0.0,0.00845706394195296
2011-01-09,247.61488564120225,0.0,0.0,0.0,208.4691401733685,0.0,0.0,0.18220798010447742,0.008954168058940637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008954168058940637
2011-01-10,252.12146477029546,0.0,0.0,0.0,208.4691401733685,0.0,0.0,0.1749196609002983,0.008328598902676156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008328598902676156
2011-01-11,253.4638834098062,0.0,0.0,0.0,208.4691401733685,0.0,0.0,0.1679228744642864,0.007525460714323294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007525460714323294
2011-01-12,251.91326460267112,0.0,0.0,0.0,208.4691401733685,0.0,0.0,0.16120595948571492,0.007014897095347233,0.001430511474609375,0.001430511474609375,0.0,0.0,0.0,0.0,0.0,0.007014897095347233
2011-01-13,251.51157572724603,0.01430511474609375,0.0,0.0,208.47151658822978,0.0,0.0,0.16620927299569258,0.006807885622540738,0.012874603271484375,0.012874603271484375,0.0,0.0,0.0,0.0,0.0,0.006807885622540738
2011-01-14,252.76224020227167,0.0,0.0,0.0,208.47151658822978,0.0,0.0,0.15956090207586487,0.0067703055857524655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067703055857524655
2011-01-15,254.9645554732482,0.0,0.0,0.0,208.47151658822978,0.0,0.0,0.15317846599283028,0.006752513325200571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006752513325200571
2011-01-16,255.4447971680404,0.0,0.0,0.0,208.47151658822978,0.0,0.0,0.14705132735311707,0.0066282770639825486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066282770639825486
2011-01-17,255.7377337211045,0.0,0.0,0.0,208.47151658822978,0.0,0.0,0.1411692742589924,0.006381484085661935,0.000476837158203125,0.000476837158203125,0.0,0.0,0.0,0.0,0.0,0.006381484085661935
2011-01-18,255.43983866891475,0.7567405700683594,0.0,0.0,208.59722174107418,0.0,0.0,0.7413165038236437,0.007697586755197853,0.766754150390625,0.766754150390625,0.0,0.0,0.0,0.0,0.0,0.007697586755197853
2011-01-19,252.1214970508294,0.22172927856445312,0.0,0.0,208.63394257368984,0.0,0.0,0.8892719517815368,0.0142200497818293,0.21123886108398438,0.21123886108398438,0.0,0.0,0.0,0.0,0.0,0.0142200497818293
2011-01-20,250.06491263002556,0.01049041748046875,0.0,0.0,208.63567836253753,0.0,0.0,0.862105517197741,0.025609746054706835,0.01049041748046875,0.01049041748046875,0.0,0.0,0.0,0.0,0.0,0.025609746054706835
2011-01-21,250.06187280355792,0.012874603271484375,0.0,0.0,208.63780855946024,0.0,0.0,0.8379359266046589,0.03544555741404763,0.012874603271484375,0.012874603271484375,0.0,0.0,0.0,0.0,0.0,0.03544555741404763
2011-01-22,253.1485709768102,0.0133514404296875,0.0,0.0,208.6400175388005,0.0,0.0,0.8151152521863433,0.0389233145919674,0.02384185791015625,0.02384185791015625,0.0,0.0,0.0,0.0,0.0,0.0389233145919674
2011-01-23,254.85663240758754,0.1125335693359375,0.0,0.0,208.6586350846166,0.0,0.0,0.8726700246779122,0.03746456317944925,0.10251998901367188,0.10251998901367188,0.0,0.0,0.0,0.0,0.0,0.03746456317944925
2011-01-24,254.19470981814877,0.16927719116210938,0.0,0.0,208.68662768514335,0.0,0.0,0.9733964307007547,0.03555313866664263,0.17452239990234375,0.17452239990234375,0.0,0.0,0.0,0.0,0.0,0.03555313866664263
2011-01-25,252.8741608065893,0.7562637329101562,0.0,0.0,208.81160290580712,0.0,0.0,1.5404975452292626,0.03763730421501491,0.7505416870117188,0.7505416870117188,0.0,0.0,0.0,0.0,0.0,0.03763730421501491
2011-01-26,250.38040930589082,0.3361701965332031,0.0,0.0,208.86698815199128,0.0,0.0,1.7484311957551641,0.04664614516247457,0.33855438232421875,0.33855438232421875,0.0,0.0,0.0,0.0,0.0,0.04664614516247457
2011-01-27,250.3115437451173,0.006198883056640625,0.0,0.0,208.86800806691213,0.0,0.0,1.6834657573353138,0.060211198575867264,0.003814697265625,0.003814697265625,0.0,0.0,0.0,0.0,0.0,0.060211198575867264
2011-01-28,252.7086177720662,0.0,0.0,0.0,208.86800806691213,0.0,0.0,1.6161271270419013,0.07075493117909742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07075493117909742
2011-01-29,253.96514074591346,0.0,0.0,0.0,208.86800806691213,0.0,0.0,1.5514820419602253,0.07331453862687602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07331453862687602
