Date,Qobs
2013-06-23,10.3
2013-06-24,11.1
2013-06-25,12.0
2013-06-26,12.5
2013-06-27,14.1
2013-06-28,13.0
2013-06-29,11.1
2013-06-30,9.55
2013-07-01,10.0
2013-07-02,10.5
2013-07-03,10.9
2013-07-04,11.4
2013-07-05,11.9
2013-07-06,12.3
2013-07-07,12.8
2013-07-08,13.2
2013-07-09,13.7
2013-07-10,13.0
2013-07-11,12.3
2013-07-12,13.0
2013-07-13,13.4
2013-07-14,13.0
2013-07-15,12.7
2013-07-16,11.9
2013-07-17,11.6
2013-07-18,12.7
2013-07-19,13.4
2013-07-20,14.1
2013-07-21,15.0
2013-07-22,16.3
2013-07-23,13.7
2013-07-24,12.7
2013-07-25,12.3
2013-07-26,13.0
2013-07-27,14.1
2013-07-28,15.0
2013-07-29,15.9
2013-07-30,17.2
2013-07-31,17.7
2013-08-01,17.7
2013-08-02,15.9
2013-08-03,22.8
2013-08-04,22.8
2013-08-05,24.7
2013-08-06,24.7
2013-08-07,26.2
2013-08-08,24.3
2013-08-09,26.6
2013-08-10,26.6
2013-08-11,27.6
2013-08-12,29.6
2013-08-13,28.6
2013-08-14,24.7
2013-08-15,22.6
2013-08-16,22.2
2013-08-17,23.0
2013-08-18,23.4
2013-08-19,22.2
2013-08-20,20.9
2013-08-21,20.9
2013-08-22,20.9
2013-08-23,20.5
2013-08-24,23.0
2013-08-25,23.0
2013-08-26,22.2
2013-08-27,20.9
2013-08-28,20.5
2013-08-29,20.5
2013-08-30,20.1
2013-08-31,20.9
2013-09-01,20.5
2013-09-02,20.5
2013-09-03,21.3
2013-09-04,20.9
2013-09-05,20.9
2013-09-06,18.5
2013-09-07,16.1
2013-09-08,13.6
2013-09-09,11.2
2013-09-10,8.8
2013-09-11,8.8
2013-09-12,8.28
2013-09-13,8.8
2013-09-14,8.02
2013-09-15,7.5
2013-09-16,7.5
2013-09-17,7.06
2013-09-18,7.06
2013-09-19,7.06
2013-09-20,6.84
2013-09-21,6.84
2013-09-22,6.62
2013-09-23,6.84
2013-09-24,6.84
2013-09-25,6.62
2013-09-26,6.62
2013-09-27,6.4
2013-09-28,6.84
2013-09-29,6.04
2013-09-30,5.86
2013-10-01,6.04
2013-10-02,5.68
2013-10-03,5.68
2013-10-04,5.68
2013-10-05,5.68
2013-10-06,5.86
2013-10-07,5.68
2013-10-08,5.68
2013-10-09,5.5
2013-10-10,5.5
2013-10-11,5.68
2013-10-12,5.5
2013-10-13,5.5
2013-10-14,5.36
2013-10-15,5.5
2013-10-16,5.5
2013-10-17,5.36
2013-10-18,5.36
2013-10-19,5.22
2013-10-20,5.22
2013-10-21,5.08
2013-10-22,5.08
2013-10-23,5.08
2013-10-24,5.08
2013-10-25,4.94
2013-10-26,4.94
2013-10-27,4.8
2013-10-28,4.94
2013-10-29,4.8
2013-10-30,4.8
2013-10-31,4.64
2013-11-01,4.47
2013-11-02,4.31
2013-11-03,4.15
2013-11-04,3.9
2013-11-05,3.82
2013-11-06,3.66
2013-11-07,3.5
2013-11-08,3.33
2013-11-09,3.6
2013-11-10,3.6
2013-11-11,2.6
2013-11-12,2.4
2013-11-13,2.5
2013-11-14,2.5
2013-11-15,2.4
2013-11-16,2.4
2013-11-17,2.4
2013-11-18,2.4
2013-11-19,2.4
2013-11-20,2.4
2013-11-21,2.2
2013-11-22,2.2
2013-11-23,2.3
2013-11-24,2.3
2013-11-25,2.3
2013-11-26,2.2
2013-11-27,2.3
2013-11-28,2.2
2013-11-29,2.3
2013-11-30,2.3
2013-12-01,2.3
2013-12-02,2.3
2013-12-03,2.3
2013-12-04,2.2
2013-12-05,2.4
2013-12-06,2.4
2013-12-07,2.4
2013-12-08,2.4
2013-12-09,2.2
2013-12-10,2.2
2013-12-11,2.3
2013-12-12,2.3
2013-12-13,2.3
2013-12-14,2.3
2013-12-15,2.4
2013-12-16,2.4
2013-12-17,2.3
2013-12-18,2.2
2013-12-19,2.2
2013-12-20,2.2
2013-12-21,2.4
2013-12-22,2.2
2013-12-23,2.3
2013-12-24,2.3
2013-12-25,2.3
2013-12-26,2.2
2013-12-27,2.3
2013-12-28,2.3
2013-12-29,2.4
2013-12-30,2.4
2013-12-31,2.4
