,T2,RRR,PE,HBV_snowpack,HBV_soil_moisture,HBV_AET,HBV_upper_gw,HBV_lower_gw,Q_HBV,DDM_smb,DDM_accumulation_rate,DDM_ice_melt_rate,DDM_snow_melt_rate,DDM_total_melt,Q_DDM,Qobs,Q_Total,Q_COSIPY
2011-01-23,254.85663240758754,0.1125335693359375,0.0,66.36381818030296,191.56964398627704,0.0,0.0,8.146988861265242e-05,3.646971312792281e-06,0.10251998901367188,0.10251998901367188,0.0,0.0,0.0,0.0,0.0,3.646971312792281e-06,0.0
2011-01-24,254.19470981814877,0.16927719116210938,0.0,66.48231221411643,191.56964398627704,0.0,0.0,7.821109306814632e-05,3.4991004681761076e-06,0.17452239990234375,0.17452239990234375,0.0,0.0,0.0,0.0,0.0,3.4991004681761076e-06,0.0
2011-01-25,252.8741608065893,0.7562637329101562,0.0,67.01169682715354,191.56964398627704,0.0,0.0,7.508264934542046e-05,3.357213798292244e-06,0.7505416870117188,0.7505416870117188,0.0,0.0,0.0,0.0,0.0,3.357213798292244e-06,0.0
2011-01-26,250.38040930589082,0.3361701965332031,0.0,67.24701596472678,191.56964398627704,0.0,0.0,7.207934337160364e-05,3.222371715365516e-06,0.33855438232421875,0.33855438232421875,0.0,0.0,0.0,0.0,0.0,3.222371715365516e-06,0.0
2011-01-27,250.3115437451173,0.006198883056640625,0.0,67.25135518286643,191.56964398627704,0.0,0.0,6.919616963673949e-05,3.093851294085437e-06,0.003814697265625,0.003814697265625,0.0,0.0,0.0,0.0,0.0,3.093851294085437e-06,0.0
2011-01-28,252.7086177720662,0.0,0.0,67.25135518286643,191.56964398627704,0.0,0.0,6.642832285126991e-05,2.9705775537499145e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9705775537499145e-06,0.0
2011-01-29,253.96514074591346,0.0,0.0,67.25135518286643,191.56964398627704,0.0,0.0,6.377118993721912e-05,2.8519414733512474e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8519414733512474e-06,0.0
2011-01-30,255.04284695035042,0.0,0.0,67.25135518286643,191.56964398627704,0.0,0.0,6.122034233973036e-05,2.7378042833834754e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7378042833834754e-06,0.0
2011-01-31,258.65779628465594,0.0,0.0,67.25135518286643,191.56964398627704,0.0,0.0,5.877152864614115e-05,2.628176572254949e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.628176572254949e-06,0.0
2011-02-01,258.957635524306,0.030517578125,0.0,67.27271748755393,191.56964398627704,0.0,0.0,5.64206675002955e-05,2.522992436281506e-06,0.030994415283203125,0.030994415283203125,0.0,0.0,0.0,0.0,0.0,2.522992436281506e-06,0.0
2011-02-02,257.29598447160413,0.006198883056640625,0.0,67.27705670569358,191.56964398627704,0.0,0.0,5.416384080028368e-05,2.4220786260857496e-06,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,2.4220786260857496e-06,0.0
2011-02-03,262.3744178307886,0.415802001953125,0.0,67.56811810706077,191.56964398627704,0.0,0.0,5.199728716827233e-05,2.3252221709444514e-06,0.7619857788085938,0.7619857788085938,0.0,0.0,0.0,0.0,0.0,2.3252221709444514e-06,0.0
2011-02-04,261.7305646698629,1.1935234069824219,0.0,68.40358449194846,191.56964398627704,0.0,0.0,4.991739568154144e-05,2.232229579777332e-06,0.8482933044433594,0.8482933044433594,0.0,0.0,0.0,0.0,0.0,2.232229579777332e-06,0.0
2011-02-05,261.4624838173509,2.41851806640625,0.0,70.09654713843284,191.56964398627704,0.0,0.0,4.792069985427978e-05,2.1429412080481062e-06,3.2329559326171875,3.2329559326171875,0.0,0.0,0.0,0.0,0.0,2.1429412080481062e-06,0.0
2011-02-06,261.1888202385641,2.0008087158203125,0.0,71.49711323950706,191.56964398627704,0.0,0.0,4.600387186010859e-05,2.0572176784270147e-06,1.1897087097167969,1.1897087097167969,0.0,0.0,0.0,0.0,0.0,2.0572176784270147e-06,0.0
2011-02-07,259.9339162926674,1.2001991271972656,0.0,72.33725262854514,191.56964398627704,0.0,0.0,4.4163716985704244e-05,1.9749245460760257e-06,1.6870498657226562,1.6870498657226562,0.0,0.0,0.0,0.0,0.0,1.9749245460760257e-06,0.0
2011-02-08,261.4667101292985,4.090309143066406,0.0,75.20046902869163,191.56964398627704,0.0,0.0,4.2397168306276076e-05,1.8959268031846124e-06,3.6039352416992188,3.6039352416992188,0.0,0.0,0.0,0.0,0.0,1.8959268031846124e-06,0.0
2011-02-09,257.7040991096738,0.02765655517578125,0.0,75.21982861731468,191.56964398627704,0.0,0.0,4.070128157402503e-05,1.82009095085919e-06,0.02384185791015625,0.02384185791015625,0.0,0.0,0.0,0.0,0.0,1.82009095085919e-06,0.0
2011-02-10,260.0000388831317,1.1644363403320312,0.0,76.0349340555471,191.56964398627704,0.0,0.0,3.9073230311064026e-05,1.7472884651570522e-06,1.2035369873046875,1.2035369873046875,0.0,0.0,0.0,0.0,0.0,1.7472884651570522e-06,0.0
2011-02-11,257.001720983697,0.087738037109375,0.0,76.09635068152366,191.56964398627704,0.0,0.0,3.7510301098621464e-05,1.6773972480552553e-06,0.0476837158203125,0.0476837158203125,0.0,0.0,0.0,0.0,0.0,1.6773972480552553e-06,0.0
2011-02-12,258.360552682465,0.0,0.0,76.09635068152366,191.56964398627704,0.0,0.0,3.6009889054676606e-05,1.610301126555717e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.610301126555717e-06,0.0
2011-02-13,260.5244606374499,0.25653839111328125,0.0,76.27592755530296,191.56964398627704,0.0,0.0,3.456949349248954e-05,1.5458887926849616e-06,0.25653839111328125,0.25653839111328125,0.0,0.0,0.0,0.0,0.0,1.5458887926849616e-06,0.0
2011-02-14,260.49331252111466,0.19598007202148438,0.0,76.413113605718,191.56964398627704,0.0,0.0,3.318671375278996e-05,1.4840531310642854e-06,0.21505355834960938,0.21505355834960938,0.0,0.0,0.0,0.0,0.0,1.4840531310642854e-06,0.0
2011-02-15,256.7520442660462,0.11658668518066406,0.0,76.49472428534446,191.56964398627704,0.0,0.0,3.185924520267836e-05,1.4246910433911565e-06,0.09894371032714844,0.09894371032714844,0.0,0.0,0.0,0.0,0.0,1.4246910433911565e-06,0.0
2011-02-16,257.70420025923397,0.0019073486328125,0.0,76.49605942938743,191.56964398627704,0.0,0.0,3.058487539457123e-05,1.3677034713610159e-06,0.000476837158203125,0.000476837158203125,0.0,0.0,0.0,0.0,0.0,1.3677034713610159e-06,0.0
2011-02-17,258.3974734693046,0.003337860107421875,0.0,76.49839593146262,191.56964398627704,0.0,0.0,2.936148037878838e-05,1.3129953662844397e-06,0.003337860107421875,0.003337860107421875,0.0,0.0,0.0,0.0,0.0,1.3129953662844397e-06,0.0
2011-02-18,257.91785438981384,0.000476837158203125,0.0,76.49872971747337,191.56964398627704,0.0,0.0,2.8187021163636845e-05,1.2604755476245339e-06,0.000476837158203125,0.000476837158203125,0.0,0.0,0.0,0.0,0.0,1.2604755476245339e-06,0.0
2011-02-19,258.2643491694428,0.0,0.0,76.49872971747337,191.56964398627704,0.0,0.0,2.705954031709137e-05,1.2100565095576943e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2100565095576943e-06,0.0
2011-02-20,258.8643772503149,0.6232261657714844,0.0,76.9349880335134,191.56964398627704,0.0,0.0,2.5977158704407718e-05,1.161654239483167e-06,1.15966796875,1.15966796875,0.0,0.0,0.0,0.0,0.0,1.161654239483167e-06,0.0
2011-02-21,258.6269695516236,1.7638206481933594,0.0,78.16966248724876,191.56964398627704,0.0,0.0,2.493807235623141e-05,1.1151880695349315e-06,1.2273788452148438,1.2273788452148438,0.0,0.0,0.0,0.0,0.0,1.1151880695349315e-06,0.0
2011-02-22,260.15411635434793,0.03910064697265625,0.0,78.19703294012962,191.56964398627704,0.0,0.0,2.3940549461982154e-05,1.070580550330932e-06,0.03910064697265625,0.03910064697265625,0.0,0.0,0.0,0.0,0.0,1.070580550330932e-06,0.0
2011-02-23,258.6689447680637,0.0057220458984375,0.0,78.20103837225852,191.56964398627704,0.0,0.0,2.2982927483502866e-05,1.0277573309600751e-06,0.006198883056640625,0.006198883056640625,0.0,0.0,0.0,0.0,0.0,1.0277573309600751e-06,0.0
2011-02-24,259.20703198257024,2.8657913208007812,0.0,80.20709229681907,191.56964398627704,0.0,0.0,2.206361038416275e-05,9.866470381501687e-07,2.8944015502929688,2.8944015502929688,0.0,0.0,0.0,0.0,0.0,9.866470381501687e-07,0.0
2011-02-25,255.34185414898738,0.08821487426757812,0.0,80.26884270880637,191.56964398627704,0.0,0.0,2.118106596879624e-05,9.471811558776929e-07,0.09298324584960938,0.09298324584960938,0.0,0.0,0.0,0.0,0.0,9.471811558776929e-07,0.0
2011-02-26,255.1279952900501,0.040531158447265625,0.0,80.29721451971946,191.56964398627704,0.0,0.0,2.033382333004439e-05,9.092939089521369e-07,0.01049041748046875,0.01049041748046875,0.0,0.0,0.0,0.0,0.0,9.092939089521369e-07,0.0
2011-02-27,255.46897111195332,0.12350082397460938,0.0,80.38366509650169,191.56964398627704,0.0,0.0,1.9520470396842615e-05,8.729221524075841e-07,0.1735687255859375,0.1735687255859375,0.0,0.0,0.0,0.0,0.0,8.729221524075841e-07,0.0
2011-02-28,255.07534385385506,0.1049041748046875,0.0,80.45709801886497,191.56964398627704,0.0,0.0,1.873965158096891e-05,8.380052664543418e-07,0.051021575927734375,0.051021575927734375,0.0,0.0,0.0,0.0,0.0,8.380052664543418e-07,0.0
2011-03-01,256.4131683604407,0.0,0.0,80.45709801886497,191.56964398627704,0.0,0.0,1.7990065517730153e-05,8.044850559697784e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.044850559697784e-07,0.0
2011-03-02,257.5102172062239,0.09059906005859375,0.0,80.52051736090598,191.56964398627704,0.0,0.0,1.7270462897020945e-05,7.723056537955342e-07,0.09059906005859375,0.09059906005859375,0.0,0.0,0.0,0.0,0.0,7.723056537955342e-07,0.0
2011-03-03,258.71068815848554,1.2793540954589844,0.0,81.41606522772727,191.56964398627704,0.0,0.0,1.6579644381140106e-05,7.414134276200648e-07,1.2831687927246094,1.2831687927246094,0.0,0.0,0.0,0.0,0.0,7.414134276200648e-07,0.0
2011-03-04,256.7634153894499,0.030040740966796875,0.0,81.43709374640403,191.56964398627704,0.0,0.0,1.5916458605894503e-05,7.11756890473221e-07,0.028133392333984375,0.028133392333984375,0.0,0.0,0.0,0.0,0.0,7.11756890473221e-07,0.0
2011-03-05,258.3154368106475,0.5741119384765625,0.0,81.83897210333762,191.56964398627704,0.0,0.0,1.5279800261658722e-05,6.832866148343112e-07,0.5736351013183594,0.5736351013183594,0.0,0.0,0.0,0.0,0.0,6.832866148343112e-07,0.0
2011-03-06,257.3134809449955,0.4372596740722656,0.0,82.14505387518821,191.56964398627704,0.0,0.0,1.4668608251192373e-05,6.559551502436294e-07,0.4372596740722656,0.4372596740722656,0.0,0.0,0.0,0.0,0.0,6.559551502436294e-07,0.0
2011-03-07,258.90687916196316,0.048160552978515625,0.0,82.17876626227317,191.56964398627704,0.0,0.0,1.4081863921144678e-05,6.297169442436677e-07,0.04863739013671875,0.04863739013671875,0.0,0.0,0.0,0.0,0.0,6.297169442436677e-07,0.0
2011-03-08,258.88345041300727,0.07104873657226562,0.0,82.22850037787376,191.56964398627704,0.0,0.0,1.351858936429889e-05,6.045282664796835e-07,0.125885009765625,0.125885009765625,0.0,0.0,0.0,0.0,0.0,6.045282664796835e-07,0.0
2011-03-09,260.3399723264485,0.25844573974609375,0.0,82.40941239569602,191.56964398627704,0.0,0.0,1.2977845789726934e-05,5.803471358206464e-07,0.20170211791992188,0.20170211791992188,0.0,0.0,0.0,0.0,0.0,5.803471358206464e-07,0.0
2011-03-10,259.6819896720273,0.00667572021484375,0.0,82.41408539984641,191.56964398627704,0.0,0.0,1.2458731958137857e-05,5.571332503856454e-07,0.00667572021484375,0.00667572021484375,0.0,0.0,0.0,0.0,0.0,5.571332503856454e-07,0.0
2011-03-11,262.46998052895367,0.011920928955078125,0.0,82.42243005011497,191.56964398627704,0.0,0.0,1.1960382679812342e-05,5.348479203686423e-07,0.018596649169921875,0.018596649169921875,0.0,0.0,0.0,0.0,0.0,5.348479203686423e-07,0.0
2011-03-12,258.00048232220416,1.09100341796875,0.0,83.1861324426931,191.56964398627704,0.0,0.0,1.1481967372619849e-05,5.134540035536566e-07,1.1157989501953125,1.1157989501953125,0.0,0.0,0.0,0.0,0.0,5.134540035536566e-07,0.0
2011-03-13,254.79594193921844,0.05435943603515625,0.0,83.2241840479177,191.56964398627704,0.0,0.0,1.1022688677715055e-05,4.929158434119668e-07,0.02288818359375,0.02288818359375,0.0,0.0,0.0,0.0,0.0,4.929158434119668e-07,0.0
2011-03-14,258.2925072982502,0.0,0.0,83.2241840479177,191.56964398627704,0.0,0.0,1.0581781130606452e-05,4.7319920967590166e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7319920967590166e-07,0.0
2011-03-15,263.12250389792797,0.0591278076171875,0.0,83.26557351324973,191.56964398627704,0.0,0.0,1.0158509885382194e-05,4.5427124128897355e-07,0.0591278076171875,0.0591278076171875,0.0,0.0,0.0,0.0,0.0,4.5427124128897355e-07,0.0
2011-03-16,259.74044456718843,3.1518936157226562,0.0,85.4718990442556,191.56964398627704,0.0,0.0,9.752169489966906e-06,4.361003916373263e-07,3.159046173095703,3.159046173095703,0.0,0.0,0.0,0.0,0.0,4.361003916373263e-07,0.0
2011-03-17,256.4743176109196,0.0152587890625,0.0,85.48258019659934,191.56964398627704,0.0,0.0,9.36208271036823e-06,4.1865637597172895e-07,0.008106231689453125,0.008106231689453125,0.0,0.0,0.0,0.0,0.0,4.1865637597172895e-07,0.0
2011-03-18,257.72278717727244,0.12493133544921875,0.0,85.5700321314138,191.56964398627704,0.0,0.0,8.9875994019535e-06,4.0191012093282197e-07,0.133514404296875,0.133514404296875,0.0,0.0,0.0,0.0,0.0,4.0191012093282197e-07,0.0
2011-03-19,256.76930426034295,0.37670135498046875,0.0,85.83372307990012,191.56964398627704,0.0,0.0,8.628095425875361e-06,3.858337160955239e-07,0.42724609375,0.42724609375,0.0,0.0,0.0,0.0,0.0,3.858337160955239e-07,0.0
2011-03-20,254.28794336099796,0.20742416381835938,0.0,85.97891999457298,191.56964398627704,0.0,0.0,8.282971608840346e-06,3.7040036745172827e-07,0.14829635620117188,0.14829635620117188,0.0,0.0,0.0,0.0,0.0,3.7040036745172827e-07,0.0
2011-03-21,254.80382848788054,0.0,0.0,85.97891999457298,191.56964398627704,0.0,0.0,7.951652744486732e-06,3.5558435275367093e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5558435275367093e-07,0.0
2011-03-22,256.35049265146415,0.0,0.0,85.97891999457298,191.56964398627704,0.0,0.0,7.633586634707262e-06,3.413609786435223e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.413609786435223e-07,0.0
2011-03-23,257.12361050362557,0.0,0.0,85.97891999457298,191.56964398627704,0.0,0.0,7.328243169318971e-06,3.277065394977755e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.277065394977755e-07,0.0
2011-03-24,259.19266843011934,0.0,0.0,85.97891999457298,191.56964398627704,0.0,0.0,7.035113442546213e-06,3.1459827791786107e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1459827791786107e-07,0.0
2011-03-25,261.76486704065945,0.0,0.0,85.97891999457298,191.56964398627704,0.0,0.0,6.753708904844364e-06,3.0201434680114656e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0201434680114656e-07,0.0
2011-03-26,265.44542517615196,0.0,0.0,85.97891999457298,191.56964398627704,0.0,0.0,6.48356054865059e-06,2.89933772929102e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89933772929102e-07,0.0
2011-03-27,265.67704066808295,0.0,0.0,85.97891999457298,191.56964398627704,0.0,0.0,6.224218126704566e-06,2.7833642201193886e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7833642201193886e-07,0.0
2011-03-28,265.8180613989905,0.044345855712890625,0.0,86.009962093572,191.56964398627704,0.0,0.0,5.975249401636383e-06,2.6720296513146144e-07,0.04673004150390625,0.04673004150390625,0.0,0.0,0.0,0.0,0.0,2.6720296513146144e-07,0.0
2011-03-29,265.8324041757746,0.4115104675292969,0.0,86.29801942084251,191.56964398627704,0.0,0.0,5.736239425570928e-06,2.565148465262027e-07,0.41294097900390625,0.41294097900390625,0.0,0.0,0.0,0.0,0.0,2.565148465262027e-07,0.0
2011-03-30,264.75093731024987,0.12493133544921875,0.0,86.38547135565696,191.56964398627704,0.0,0.0,5.50678984854809e-06,2.462542526651544e-07,0.12159347534179688,0.12159347534179688,0.0,0.0,0.0,0.0,0.0,2.462542526651544e-07,0.0
2011-03-31,265.1060439643307,0.42819976806640625,0.0,86.68521119330345,191.56964398627704,0.0,0.0,5.286518254606167e-06,2.364040825585482e-07,0.4296302795410156,0.4296302795410156,0.0,0.0,0.0,0.0,0.0,2.364040825585482e-07,0.0
2011-04-01,266.0330049673939,0.5960464477539062,0.0,87.10244370673118,191.56964398627704,0.0,0.0,5.07505752442192e-06,2.269479192562063e-07,0.5941390991210938,0.5941390991210938,0.0,0.0,0.0,0.0,0.0,2.269479192562063e-07,0.0
2011-04-02,266.7571143884247,0.00762939453125,0.0,87.10778428290305,191.56964398627704,0.0,0.0,4.872055223445043e-06,2.1787000248595803e-07,0.00858306884765625,0.00858306884765625,0.0,0.0,0.0,0.0,0.0,2.1787000248595803e-07,0.0
2011-04-03,267.1812134876365,0.5846023559570312,0.0,87.51700593207298,191.56964398627704,0.0,0.0,4.677173014507241e-06,2.0915520238651968e-07,1.0628700256347656,1.0628700256347656,0.0,0.0,0.0,0.0,0.0,2.0915520238651968e-07,0.0
2011-04-04,260.84329792636737,14.935493469238281,0.0,97.97185136053977,191.56964398627704,0.0,0.0,4.490086093926951e-06,2.0078899429105885e-07,15.897274017333984,15.897274017333984,0.0,0.0,0.0,0.0,0.0,2.0078899429105885e-07,0.0
2011-04-05,259.26495810330863,3.5033226013183594,0.0,100.42417718146262,191.56964398627704,0.0,0.0,4.310482650169873e-06,1.9275743451941648e-07,2.0623207092285156,2.0623207092285156,0.0,0.0,0.0,0.0,0.0,1.9275743451941648e-07,0.0
2011-04-06,259.668793342137,0.13971328735351562,0.0,100.52197648261009,191.56964398627704,0.0,0.0,4.138063344163079e-06,1.8504713713863983e-07,0.13971328735351562,0.13971328735351562,0.0,0.0,0.0,0.0,0.0,1.8504713713863983e-07,0.0
2011-04-07,259.9133106755781,0.003337860107421875,0.0,100.52431298468528,191.56964398627704,0.0,0.0,3.9725408103965555e-06,1.7764525165309426e-07,0.003337860107421875,0.003337860107421875,0.0,0.0,0.0,0.0,0.0,1.7764525165309426e-07,0.0
2011-04-08,261.5796379656253,0.0,0.0,100.52431298468528,191.56964398627704,0.0,0.0,3.8136391779806934e-06,1.7053944158697051e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7053944158697051e-07,0.0
2011-04-09,263.40529661254067,0.0,0.0,100.52431298468528,191.56964398627704,0.0,0.0,3.661093610861466e-06,1.637178639234917e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.637178639234917e-07,0.0
2011-04-10,264.4168409959207,0.0,0.0,100.52431298468528,191.56964398627704,0.0,0.0,3.514649866427007e-06,1.5716914936655203e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5716914936655203e-07,0.0
2011-04-11,266.5505315011104,0.00858306884765625,0.0,100.53032113287864,191.56964398627704,0.0,0.0,3.374063871769927e-06,1.5088238339188996e-07,0.08296966552734375,0.08296966552734375,0.0,0.0,0.0,0.0,0.0,1.5088238339188996e-07,0.0
2011-04-12,267.9282248348886,1.8038749694824219,0.0,101.79303361151634,191.56964398627704,0.0,0.0,3.23910131689913e-06,1.4484708805621435e-07,1.7299652099609375,1.7299652099609375,0.0,0.0,0.0,0.0,0.0,1.4484708805621435e-07,0.0
2011-04-13,266.52685918546325,0.002384185791015625,0.0,101.79470254157005,191.56964398627704,0.0,0.0,3.1095372642231645e-06,1.3905320453396575e-07,0.0019073486328125,0.0019073486328125,0.0,0.0,0.0,0.0,0.0,1.3905320453396575e-07,0.0
2011-04-14,268.5377079659892,0.002384185791015625,0.0428634386400072,101.79637147162376,191.52285643528816,0.04678755098887386,0.0,2.985155773654238e-06,1.3349107635260714e-07,0.002384185791015625,0.002384185791015625,0.0,0.0,0.0,0.0,0.0,1.3349107635260714e-07,0.0
2011-04-15,269.41213579780924,0.01811981201171875,0.1395366746894593,101.80905534003196,191.34143040942087,0.18142602586728263,0.0,2.865749542708068e-06,1.2815143329850286e-07,0.01811981201171875,0.01811981201171875,0.0,0.0,0.0,0.0,0.0,1.2815143329850286e-07,0.0
2011-04-16,270.33746829453884,0.0,0.24183772644621734,101.80905534003196,190.99307128731039,0.34835912211046843,0.0,2.7511195609997454e-06,1.2302537596656276e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2302537596656276e-07,0.0
2011-04-17,270.97955217994587,0.0,0.31282394710242345,101.80905534003196,190.49012403260264,0.5029472547077403,0.0,2.6410747785597556e-06,1.1810436092790025e-07,0.00095367431640625,0.00095367431640625,0.0,0.0,0.0,0.0,0.0,1.1810436092790025e-07,0.0
2011-04-18,270.0422903421002,0.07677078247070312,0.2092040352091727,101.86279488776145,190.17668041356492,0.31344361903770235,0.0,2.5354317874173654e-06,1.1338018649078423e-07,0.07867813110351562,0.07867813110351562,0.0,0.0,0.0,0.0,0.0,1.1338018649078423e-07,0.0
2011-04-19,268.91994490144265,1.8353462219238281,0.08512202207392702,103.14753724310813,190.0489173077077,0.12776310585721196,0.0,2.4340145159206708e-06,1.0884497903115286e-07,1.8463134765625,1.8463134765625,0.0,0.0,0.0,0.0,0.0,1.0884497903115286e-07,0.0
2011-04-20,268.9353424319474,0.40149688720703125,0.0868243113274214,103.42858506415305,189.92688853607208,0.12202877163562238,0.0,2.336653935283844e-06,1.0449117986990675e-07,0.4305839538574219,0.4305839538574219,0.0,0.0,0.0,0.0,0.0,1.0449117986990675e-07,0.0
