,DDM_smb,DDM_total_melt,Q_Total,Qobs,Q_COSIPY,COSIPY_smb,COSIPY_melt
2016-09-18,0.803,0.427,3.625,0.0,10.407,-9.635,10.299
2016-09-19,-2.762,3.003,6.082,0.0,8.961,-8.862,8.98
2016-09-20,-1.571,2.258,5.228,0.0,8.949,-8.512,8.638
2016-09-21,-3.059,3.097,5.952,0.0,8.14,-8.012,8.141
2016-09-22,4.999,0.0,2.727,0.0,9.412,-4.821,8.353
2016-09-23,0.025,0.0,2.588,0.0,5.891,-4.697,5.323
2016-09-24,0.921,0.0,2.444,0.0,5.275,-4.015,5.181
2016-09-25,1.072,0.0,2.305,0.0,10.799,-6.686,7.715
2016-09-26,1.254,0.0,2.175,0.0,5.861,-3.541,5.023
2016-09-27,0.652,0.0,2.056,0.0,2.778,-2.097,2.883
2016-09-28,0.01,0.0,1.943,0.0,4.181,-3.503,4.181
2016-09-29,1.687,0.0,1.837,0.0,6.824,-5.137,6.73
2016-09-30,0.42,0.0,1.736,0.0,5.17,-4.4,5.105
2016-10-01,0.813,0.0,1.64,0.0,5.694,-4.897,5.421
2016-10-02,10.561,0.0,1.551,0.0,5.258,5.129,5.262
2016-10-03,4.772,0.0,1.473,0.0,0.0,4.901,0.0
2016-10-04,0.035,0.0,1.408,0.0,0.0,0.05,0.0
2016-10-05,0.146,0.0,1.352,0.0,0.0,0.056,0.02
2016-10-06,0.009,0.0,1.301,0.0,0.0,-0.005,0.022
2016-10-07,0.0,0.0,1.25,0.0,0.0,0.029,0.0
2016-10-08,0.002,0.0,1.2,0.0,0.0,0.043,0.03
2016-10-09,0.042,0.0,1.152,0.0,0.0,-0.196,0.243
2016-10-10,0.148,0.0,1.105,0.0,0.0,-0.064,0.213
2016-10-11,0.005,0.0,1.061,0.0,0.0,-0.076,0.081
2016-10-12,0.001,0.0,1.019,0.0,0.0,0.011,0.0
2016-10-13,0.0,0.0,0.978,0.0,0.0,-0.015,0.0
2016-10-14,5.064,0.0,0.939,0.0,0.0,4.62,0.473
2016-10-15,0.337,0.0,0.901,0.0,0.0,-0.085,0.55
2016-10-16,0.0,0.0,0.865,0.0,0.0,-0.011,0.043
2016-10-17,0.0,0.0,0.831,0.0,0.0,0.118,0.026
2016-10-18,0.002,0.0,0.797,0.0,0.0,-0.175,0.135
2016-10-19,3.83,0.0,0.766,0.0,0.0,3.639,0.0
2016-10-20,0.24,0.0,0.735,0.0,0.0,0.092,0.003
2016-10-21,1.101,0.0,0.706,0.0,0.0,1.007,0.013
2016-10-22,0.66,0.0,0.677,0.0,0.0,0.444,0.005
2016-10-23,0.379,0.0,0.65,0.0,0.0,-0.127,0.23
2016-10-24,0.751,0.0,0.624,0.0,0.0,0.561,0.0
2016-10-25,1.547,0.0,0.599,0.0,0.0,1.145,0.251
2016-10-26,0.697,0.0,0.575,0.0,0.0,0.581,0.0
2016-10-27,0.031,0.0,0.552,0.0,0.0,0.035,0.005
2016-10-28,0.001,0.0,0.53,0.0,0.0,0.024,0.025
2016-10-29,0.0,0.0,0.509,0.0,0.0,0.006,0.0
2016-10-30,0.008,0.0,0.489,0.0,0.0,0.03,0.002
2016-10-31,0.008,0.0,0.469,0.0,0.0,0.0,0.0
2016-11-01,0.006,0.0,0.45,0.0,0.0,0.021,0.0
2016-11-02,0.0,0.0,0.432,0.0,0.0,-0.006,0.005
2016-11-03,0.0,0.0,0.415,0.0,0.0,0.001,0.0
2016-11-04,2.039,0.0,0.398,0.0,0.0,1.929,0.004
2016-11-05,13.021,0.0,0.382,0.0,0.0,13.116,0.0
2016-11-06,0.015,0.0,0.367,0.0,0.0,0.011,0.0
2016-11-07,0.0,0.0,0.352,0.0,0.0,0.001,0.0
2016-11-08,0.011,0.0,0.338,0.0,0.0,0.0,0.0
2016-11-09,0.234,0.0,0.325,0.0,0.0,0.007,0.003
2016-11-10,0.005,0.0,0.312,0.0,0.0,0.003,0.0
2016-11-11,0.021,0.0,0.299,0.0,0.0,-0.274,0.296
2016-11-12,0.057,0.0,0.287,0.0,0.0,0.033,0.008
2016-11-13,0.025,0.0,0.276,0.0,0.0,-0.012,0.047
2016-11-14,0.022,0.0,0.265,0.0,0.0,0.017,0.006
2016-11-15,0.026,0.0,0.254,0.0,0.0,0.029,0.008
2016-11-16,0.006,0.0,0.244,0.0,0.0,0.001,0.016
2016-11-17,0.175,0.0,0.234,0.0,0.0,-0.503,0.565
2016-11-18,0.003,0.0,0.225,0.0,0.0,0.005,0.0
2016-11-19,0.053,0.0,0.216,0.0,0.0,0.008,0.0
2016-11-20,2.313,0.0,0.207,0.0,0.0,2.251,0.0
2016-11-21,0.074,0.0,0.199,0.0,0.0,0.044,0.0
2016-11-22,0.154,0.0,0.191,0.0,0.0,0.039,0.0
2016-11-23,0.101,0.0,0.183,0.0,0.0,0.075,0.0
2016-11-24,0.041,0.0,0.176,0.0,0.0,0.036,0.0
2016-11-25,0.013,0.0,0.169,0.0,0.0,0.006,0.0
2016-11-26,0.239,0.0,0.162,0.0,0.0,0.165,0.0
2016-11-27,4.821,0.0,0.156,0.0,0.0,4.691,0.0
2016-11-28,0.095,0.0,0.15,0.0,0.0,0.041,0.0
2016-11-29,0.0,0.0,0.144,0.0,0.0,-0.0,0.0
2016-11-30,0.0,0.0,0.138,0.0,0.0,-0.0,0.0
2016-12-01,0.0,0.0,0.132,0.0,0.0,-0.0,0.0
2016-12-02,0.0,0.0,0.127,0.0,0.0,-0.0,0.0
2016-12-03,0.003,0.0,0.122,0.0,0.0,0.0,0.0
2016-12-04,0.023,0.0,0.117,0.0,0.0,-0.0,0.0
2016-12-05,0.02,0.0,0.112,0.0,0.0,0.008,0.003
2016-12-06,0.006,0.0,0.108,0.0,0.0,-0.019,0.026
2016-12-07,0.068,0.0,0.104,0.0,0.0,0.008,0.0
2016-12-08,0.21,0.0,0.099,0.0,0.0,0.028,0.0
2016-12-09,0.046,0.0,0.095,0.0,0.0,0.035,0.02
2016-12-10,0.062,0.0,0.092,0.0,0.0,0.098,0.013
2016-12-11,2.312,0.0,0.088,0.0,0.0,1.989,0.0
2016-12-12,0.024,0.0,0.084,0.0,0.0,-0.022,0.064
2016-12-13,0.375,0.0,0.081,0.0,0.0,0.231,0.003
2016-12-14,0.007,0.0,0.078,0.0,0.0,0.01,0.003
2016-12-15,0.0,0.0,0.075,0.0,0.0,0.001,0.0
2016-12-16,0.0,0.0,0.072,0.0,0.0,-0.0,0.0
2016-12-17,0.021,0.0,0.069,0.0,0.0,0.0,0.0
2016-12-18,0.005,0.0,0.066,0.0,0.0,0.001,0.002
2016-12-19,1.634,0.0,0.063,0.0,0.0,1.232,0.0
2016-12-20,0.082,0.0,0.061,0.0,0.0,-0.138,0.156
2016-12-21,0.001,0.0,0.058,0.0,0.0,-0.0,0.0
2016-12-22,0.148,0.0,0.056,0.0,0.0,-0.0,0.0
2016-12-23,0.01,0.0,0.054,0.0,0.0,-0.004,0.003
2016-12-24,2.485,0.0,0.052,0.0,0.0,2.327,0.07
2016-12-25,0.0,0.0,0.05,0.0,0.0,-0.0,0.0
2016-12-26,0.0,0.0,0.048,0.0,0.0,-0.0,0.0
2016-12-27,0.0,0.0,0.046,0.0,0.0,-0.0,0.0
2016-12-28,0.457,0.0,0.044,0.0,0.0,0.298,0.0
2016-12-29,0.011,0.0,0.042,0.0,0.0,-0.0,0.0
2016-12-30,0.645,0.0,0.041,0.0,0.0,0.392,0.0
2016-12-31,0.037,0.0,0.039,0.0,0.0,-0.002,0.0
2017-01-01,0.01,0.0,0.037,0.0,0.0,0.0,0.0
2017-01-02,0.011,0.0,0.036,0.0,0.0,-0.0,0.0
2017-01-03,0.001,0.0,0.034,0.0,0.0,-0.0,0.0
2017-01-04,0.004,0.0,0.033,0.0,0.0,-0.0,0.0
2017-01-05,0.147,0.0,0.032,0.0,0.0,-0.0,0.0
2017-01-06,0.958,0.0,0.03,0.0,0.0,0.651,0.0
2017-01-07,0.048,0.0,0.029,0.0,0.0,0.006,0.0
2017-01-08,0.001,0.0,0.028,0.0,0.0,0.005,0.0
2017-01-09,0.024,0.0,0.027,0.0,0.0,0.037,0.0
2017-01-10,0.0,0.0,0.026,0.0,0.0,-0.0,0.0
2017-01-11,0.0,0.0,0.025,0.0,0.0,0.0,0.0
2017-01-12,0.0,0.0,0.024,0.0,0.0,-0.0,0.0
2017-01-13,0.004,0.0,0.023,0.0,0.0,0.0,0.0
2017-01-14,0.112,0.0,0.022,0.0,0.0,-0.004,0.005
2017-01-15,0.012,0.0,0.021,0.0,0.0,0.0,0.0
2017-01-16,0.0,0.0,0.02,0.0,0.0,-0.0,0.0
2017-01-17,0.0,0.0,0.019,0.0,0.0,-0.0,0.0
2017-01-18,0.0,0.0,0.019,0.0,0.0,-0.0,0.0
2017-01-19,0.0,0.0,0.018,0.0,0.0,0.001,0.0
2017-01-20,0.034,0.0,0.017,0.0,0.0,-0.003,0.012
2017-01-21,0.0,0.0,0.016,0.0,0.0,0.002,0.003
2017-01-22,0.027,0.0,0.016,0.0,0.0,0.011,0.0
2017-01-23,0.002,0.0,0.015,0.0,0.0,0.07,0.011
2017-01-24,0.151,0.0,0.015,0.0,0.0,0.044,0.0
2017-01-25,0.187,0.0,0.014,0.0,0.0,0.104,0.001
2017-01-26,0.008,0.0,0.013,0.0,0.0,-0.197,0.357
2017-01-27,0.019,0.0,0.013,0.0,0.0,0.01,0.086
2017-01-28,0.209,0.0,0.012,0.0,0.0,-0.36,0.508
2017-01-29,0.094,0.0,0.012,0.0,0.0,0.075,0.0
2017-01-30,0.075,0.0,0.011,0.0,0.0,-0.419,0.585
2017-01-31,0.227,0.0,0.011,0.0,0.0,0.177,0.005
2017-02-01,0.296,0.0,0.011,0.0,0.0,0.207,0.007
2017-02-02,0.031,0.0,0.01,0.0,0.0,0.032,0.019
2017-02-03,0.001,0.0,0.01,0.0,0.0,0.008,0.004
2017-02-04,0.062,0.0,0.009,0.0,0.0,-0.001,0.0
2017-02-05,2.68,0.0,0.009,0.0,0.0,2.361,0.0
2017-02-06,1.541,0.0,0.009,0.0,0.0,1.151,0.0
2017-02-07,0.165,0.0,0.008,0.0,0.0,0.094,0.007
2017-02-08,0.03,0.0,0.008,0.0,0.0,0.021,0.015
2017-02-09,0.0,0.0,0.008,0.0,0.0,0.002,0.0
2017-02-10,0.0,0.0,0.007,0.0,0.0,0.006,0.0
2017-02-11,0.001,0.0,0.007,0.0,0.0,0.064,0.0
2017-02-12,0.058,0.0,0.007,0.0,0.0,0.008,0.003
2017-02-13,0.041,0.0,0.006,0.0,0.0,0.078,0.0
2017-02-14,0.0,0.0,0.006,0.0,0.0,0.085,0.003
2017-02-15,0.012,0.0,0.006,0.0,0.0,0.078,0.01
2017-02-16,0.03,0.0,0.006,0.0,0.0,0.11,0.0
2017-02-17,0.001,0.0,0.005,0.0,0.0,0.086,0.0
2017-02-18,0.065,0.0,0.005,0.0,0.0,0.109,0.0
2017-02-19,6.1,0.0,0.005,0.0,0.0,6.122,0.0
2017-02-20,4.448,0.0,0.005,0.0,0.0,4.396,0.0
2017-02-21,0.019,0.0,0.005,0.0,0.0,0.01,0.006
2017-02-22,0.0,0.0,0.004,0.0,0.0,0.0,0.0
2017-02-23,0.026,0.0,0.004,0.0,0.0,0.069,0.0
2017-02-24,0.0,0.0,0.004,0.0,0.0,0.002,0.0
2017-02-25,0.0,0.0,0.004,0.0,0.0,-0.0,0.0
2017-02-26,0.044,0.0,0.004,0.0,0.0,0.131,0.002
2017-02-27,0.423,0.0,0.004,0.0,0.0,0.003,0.123
2017-02-28,0.009,0.0,0.003,0.0,0.0,0.061,0.0
2017-03-01,0.003,0.0,0.003,0.0,0.0,0.061,0.0
2017-03-02,0.01,0.0,0.003,0.0,0.0,0.021,0.004
2017-03-03,0.58,0.0,0.003,0.0,0.0,0.277,0.0
2017-03-04,0.012,0.0,0.003,0.0,0.0,0.169,0.002
2017-03-05,0.051,0.0,0.003,0.0,0.0,0.028,0.0
2017-03-06,0.254,0.0,0.003,0.0,0.0,0.061,0.005
2017-03-07,0.209,0.0,0.003,0.0,0.0,0.037,0.096
2017-03-08,0.488,0.0,0.003,0.0,0.0,0.357,0.0
2017-03-09,1.577,0.0,0.002,0.0,0.0,1.336,0.0
2017-03-10,0.112,0.0,0.002,0.0,0.0,0.047,0.027
2017-03-11,0.03,0.0,0.002,0.0,0.0,0.144,0.0
2017-03-12,0.31,0.0,0.002,0.0,0.0,0.28,0.0
2017-03-13,0.351,0.0,0.002,0.0,0.0,0.304,0.0
2017-03-14,0.595,0.0,0.002,0.0,0.0,0.27,0.0
2017-03-15,1.968,0.0,0.002,0.0,0.0,1.54,0.0
2017-03-16,0.136,0.0,0.002,0.0,0.0,0.132,0.0
2017-03-17,0.031,0.0,0.002,0.0,0.0,0.053,0.0
2017-03-18,1.692,0.0,0.002,0.0,0.0,1.666,0.01
2017-03-19,0.02,0.0,0.002,0.0,0.0,0.064,0.0
2017-03-20,3.192,0.0,0.002,0.0,0.0,3.198,0.017
2017-03-21,0.023,0.0,0.001,0.0,0.0,0.059,0.0
2017-03-22,0.04,0.0,0.001,0.0,0.0,0.049,0.0
2017-03-23,0.0,0.0,0.001,0.0,0.0,0.0,0.0
2017-03-24,0.0,0.0,0.001,0.0,0.0,0.029,0.005
2017-03-25,0.0,0.0,0.001,0.0,0.0,0.16,0.0
2017-03-26,0.0,0.0,0.001,0.0,0.0,0.198,0.005
2017-03-27,0.173,0.0,0.001,0.0,0.0,0.001,0.266
2017-03-28,3.561,0.0,0.001,0.0,0.0,3.311,0.0
2017-03-29,0.014,0.0,0.001,0.0,0.0,0.073,0.018
2017-03-30,0.0,0.0,0.001,0.0,0.0,0.058,0.0
2017-03-31,1.774,0.0,0.001,0.0,0.0,1.457,0.0
2017-04-01,2.02,0.0,0.001,0.0,0.0,2.035,0.03
2017-04-02,0.25,0.0,0.001,0.0,0.0,0.074,0.01
2017-04-03,0.655,0.0,0.001,0.0,0.0,0.559,0.027
2017-04-04,5.754,0.0,0.001,0.0,0.0,5.546,0.0
2017-04-05,2.515,0.0,0.001,0.0,0.0,2.461,0.057
2017-04-06,5.148,0.0,0.001,0.0,0.0,5.027,0.0
2017-04-07,0.838,0.0,0.001,0.0,0.0,0.273,0.019
2017-04-08,0.48,0.0,0.001,0.0,0.0,0.151,0.054
2017-04-09,8.302,0.0,0.001,0.0,0.0,8.326,0.0
2017-04-10,0.795,0.0,0.001,0.0,0.0,0.699,0.002
2017-04-11,0.0,0.0,0.001,0.0,0.0,0.043,0.0
2017-04-12,0.097,0.0,0.001,0.0,0.0,0.198,0.005
2017-04-13,0.797,0.0,0.001,0.0,0.0,-0.067,0.646
2017-04-14,10.029,0.0,0.001,0.0,0.0,10.099,0.0
2017-04-15,0.021,0.0,0.001,0.0,0.0,0.14,0.007
2017-04-16,0.002,0.0,0.001,0.0,0.0,-0.376,0.69
2017-04-17,0.869,0.0,0.0,0.0,0.0,-2.495,2.673
2017-04-18,1.029,0.0,0.0,0.0,0.0,0.772,0.0
2017-04-19,0.007,0.0,0.0,0.0,0.0,0.056,0.002
2017-04-20,0.399,0.0,0.0,0.0,0.0,0.242,0.034
2017-04-21,0.005,0.0,0.0,0.0,0.0,-0.299,0.362
2017-04-22,0.129,0.0,0.0,0.0,0.0,-1.501,1.791
2017-04-23,8.093,0.0,0.0,0.0,0.0,7.939,0.064
2017-04-24,0.014,0.0,0.0,0.0,0.0,-0.451,0.589
2017-04-25,0.004,0.0,0.0,0.0,0.0,0.072,0.021
2017-04-26,2.512,0.0,0.0,0.0,0.0,1.854,0.0
2017-04-27,0.192,0.0,0.0,0.0,0.0,0.037,0.0
2017-04-28,0.159,0.0,0.0,0.0,0.0,0.024,0.0
2017-04-29,0.053,0.0,0.0,0.0,0.0,0.152,0.001
2017-04-30,6.187,0.0,0.0,0.0,0.0,4.748,1.599
2017-05-01,12.345,0.0,0.0,0.0,0.0,12.737,0.0
2017-05-02,2.042,0.0,0.0,0.0,0.0,1.901,0.15
2017-05-03,0.01,0.0,0.0,0.0,0.0,0.109,0.0
2017-05-04,0.0,0.0,0.0,0.0,0.0,0.005,0.0
2017-05-05,0.01,0.0,0.0,0.0,0.0,0.027,0.0
2017-05-06,0.02,0.0,0.0,0.0,0.0,0.086,0.089
2017-05-07,1.111,0.0,0.0,0.0,0.0,0.417,0.806
2017-05-08,0.22,0.0,0.0,0.0,0.0,0.195,0.0
2017-05-09,0.031,0.0,0.0,0.0,0.0,-0.318,0.498
2017-05-10,0.036,0.0,0.0,0.0,0.0,-0.119,0.213
2017-05-11,0.318,0.0,0.0,0.0,0.0,0.104,0.112
2017-05-12,5.711,0.0,0.0,0.0,0.0,5.469,0.003
2017-05-13,0.004,0.0,0.0,0.0,0.0,0.132,0.0
2017-05-14,-0.322,0.322,0.322,0.0,0.0,0.0,0.0
2017-05-15,-2.353,2.355,2.355,0.0,0.0,-0.008,0.04
2017-05-16,-3.278,3.299,3.299,0.0,0.0,-0.302,0.318
2017-05-17,1.501,0.0,0.001,0.0,0.0,-1.664,2.643
2017-05-18,1.658,0.0,0.001,0.0,0.0,-4.349,5.695
2017-05-19,6.536,0.0,0.002,0.0,0.0,5.547,0.945
2017-05-20,0.671,0.0,0.002,0.0,0.0,0.565,0.09
2017-05-21,0.006,0.0,0.002,0.0,0.0,0.357,0.001
2017-05-22,7.941,0.0,0.001,0.0,0.0,7.552,0.124
2017-05-23,0.008,0.0,0.001,0.0,0.0,0.098,0.016
2017-05-24,-1.832,1.832,1.833,0.0,0.0,0.021,0.001
2017-05-25,-3.51,3.529,3.538,0.0,0.0,0.122,0.039
2017-05-26,3.933,0.0,0.038,0.0,0.0,-1.306,4.32
2017-05-27,6.943,0.0,0.08,0.0,0.0,2.581,3.327
2017-05-28,2.795,0.0,0.107,0.0,0.0,0.252,2.419
2017-05-29,1.02,0.0,0.109,0.0,0.0,-1.645,2.201
2017-05-30,0.414,0.0,0.098,0.0,0.0,-0.387,0.527
2017-05-31,3.833,0.0,0.089,0.0,0.0,2.04,0.946
2017-06-01,1.997,0.0,0.087,2.258,0.0,-1.827,2.971
2017-06-02,9.657,0.0,0.088,2.258,0.0,9.509,0.382
2017-06-03,3.804,0.0,0.087,1.745,0.0,2.497,0.823
2017-06-04,0.293,0.0,0.084,1.745,0.0,-0.576,1.017
2017-06-05,0.167,0.159,0.238,1.745,0.0,-4.878,5.251
2017-06-06,2.859,1.036,1.122,2.258,0.153,0.654,2.986
2017-06-07,23.594,0.0,0.122,1.745,0.294,18.791,4.197
2017-06-08,5.432,0.0,0.176,1.745,0.0,5.565,0.214
2017-06-09,0.003,0.0,0.209,2.797,0.0,0.074,0.01
2017-06-10,0.009,0.0,0.206,3.362,0.0,0.04,0.0
2017-06-11,5.865,0.422,0.625,3.362,0.0,2.658,3.297
2017-06-12,3.772,0.297,0.555,3.926,0.0,-1.589,3.343
2017-06-13,-3.546,4.258,4.654,5.107,0.093,-1.867,2.396
2017-06-14,-7.417,7.417,8.029,6.313,0.561,-2.156,2.673
2017-06-15,-7.564,7.564,8.52,5.107,0.755,-7.827,8.087
2017-06-16,-6.838,6.838,8.316,6.928,2.175,-12.793,13.02
2017-06-17,-6.923,6.923,9.033,5.697,3.221,-9.478,9.567
2017-06-18,-5.435,5.471,8.197,5.107,3.575,-6.794,7.278
2017-06-19,-0.991,3.552,6.798,6.313,4.682,-7.195,8.562
2017-06-20,-7.006,7.006,10.681,11.496,6.227,-8.752,8.987
2017-06-21,-8.772,8.772,12.849,9.495,7.671,-10.398,10.633
2017-06-22,-8.433,8.433,12.97,10.162,11.763,-16.635,16.942
2017-06-23,-7.013,7.013,12.115,11.496,16.693,-20.392,21.134
2017-06-24,-5.699,5.699,11.424,11.496,17.787,-14.333,16.484
2017-06-25,-6.751,6.751,13.092,13.523,17.583,-14.749,17.241
2017-06-26,-0.964,4.154,11.148,8.853,13.849,-5.558,11.494
2017-06-27,-5.957,5.957,13.711,10.803,19.382,-15.513,16.267
2017-06-28,-7.119,7.119,15.542,9.495,17.812,-17.355,17.736
2017-06-29,-0.886,3.322,11.923,10.803,10.761,-7.012,10.931
2017-06-30,-4.528,5.094,13.315,10.803,7.244,-2.295,5.977
2017-07-01,-3.815,4.09,11.734,7.57,11.849,-11.225,11.59
2017-07-02,-5.031,5.182,12.371,8.853,14.974,-13.809,14.157
2017-07-03,-6.828,6.828,13.717,12.163,15.654,-15.74,16.426
2017-07-04,-6.294,6.294,12.931,13.523,16.466,-14.503,14.822
2017-07-05,-10.041,10.041,16.398,13.523,16.552,-16.338,16.518
2017-07-06,-10.023,10.023,16.067,13.523,18.348,-20.132,20.374
2017-07-07,-10.321,10.321,16.057,17.039,17.008,-17.847,17.943
2017-07-08,-14.128,14.128,19.588,21.375,16.867,-17.585,17.612
2017-07-09,-16.932,16.932,22.143,21.375,15.492,-16.338,16.445
2017-07-10,-14.1,14.1,19.064,23.608,14.357,-15.206,15.219
2017-07-11,-7.316,7.316,12.072,17.757,20.408,-12.606,17.79
2017-07-12,-7.658,7.658,12.351,19.194,16.331,-9.449,13.4
2017-07-13,-10.726,10.726,15.533,20.657,21.861,-19.239,19.476
2017-07-14,-9.804,9.804,14.797,22.12,22.3,-18.172,18.738
2017-07-15,-9.841,9.841,14.996,19.913,22.525,-17.558,17.91
2017-07-16,6.073,2.916,8.238,14.909,14.575,1.726,13.208
2017-07-17,-7.339,7.339,12.904,20.657,2.874,-6.672,6.946
2017-07-18,-5.852,5.852,11.698,19.194,16.449,-11.016,14.119
2017-07-19,-7.092,7.092,13.128,15.627,22.988,-17.075,17.081
2017-07-20,-1.11,4.271,10.341,12.163,19.663,-11.475,17.868
2017-07-21,0.826,3.478,9.523,12.83,22.292,-11.065,16.303
2017-07-22,-5.534,5.544,11.62,14.909,20.708,-16.982,17.968
2017-07-23,-8.42,8.42,14.52,16.32,15.094,-14.885,14.999
2017-07-24,-7.404,7.404,13.388,15.627,13.652,-14.079,15.265
2017-07-25,-7.058,7.058,12.794,16.32,12.645,-13.802,14.134
2017-07-26,-10.312,10.312,15.77,13.523,15.579,-15.204,15.506
2017-07-27,-13.149,13.149,18.35,13.523,14.463,-14.264,14.506
2017-07-28,-21.849,21.849,26.807,19.913,13.579,-13.563,13.619
2017-07-29,-25.009,25.009,29.734,22.12,18.383,-17.372,17.472
2017-07-30,-9.316,9.787,14.326,16.32,15.249,-11.764,13.56
2017-07-31,-11.348,11.348,15.78,16.32,17.104,-14.65,14.834
2017-08-01,0.045,3.041,7.417,13.523,15.28,-7.542,11.835
2017-08-02,-0.486,1.511,5.838,13.523,9.824,-8.79,9.312
2017-08-03,-12.429,12.429,16.683,15.627,14.128,-13.676,13.999
2017-08-04,-19.267,19.267,23.394,16.32,13.597,-13.346,13.503
2017-08-05,-13.187,13.187,17.16,13.523,13.529,-8.534,13.275
2017-08-06,-5.224,6.575,10.472,14.909,17.992,-15.208,15.788
2017-08-07,-8.27,8.797,12.736,17.757,18.344,-15.093,15.708
2017-08-08,-18.259,18.259,22.258,21.375,15.336,-15.131,15.257
2017-08-09,-16.124,16.124,20.085,20.657,19.122,-20.885,21.071
2017-08-10,-15.295,15.295,19.115,14.909,19.853,-17.645,17.95
2017-08-11,-18.811,18.811,22.461,14.216,16.691,-16.119,16.928
2017-08-12,-1.331,4.474,7.997,12.163,12.001,-3.596,10.26
2017-08-13,-3.651,4.661,8.144,14.216,10.796,-7.529,9.124
2017-08-14,-11.899,11.899,15.415,14.216,15.247,-14.783,15.237
2017-08-15,-12.827,12.827,16.364,16.32,16.426,-17.526,17.936
2017-08-16,-12.777,12.777,16.262,17.039,18.795,-17.445,17.867
2017-08-17,1.719,3.478,6.888,12.163,15.811,-5.206,15.45
2017-08-18,8.44,0.0,3.435,10.162,2.795,-0.914,7.158
2017-08-19,-1.78,1.791,5.391,8.853,7.552,-4.612,5.222
2017-08-20,2.645,0.0,3.772,7.57,6.868,-6.485,8.222
2017-08-21,5.556,0.0,3.793,5.107,7.195,0.017,5.255
2017-08-22,0.118,0.0,3.649,4.516,9.402,-8.098,8.611
2017-08-23,1.778,0.0,3.423,3.926,10.681,-9.718,10.84
2017-08-24,-2.309,2.646,5.858,4.516,12.754,-13.105,13.656
2017-08-25,2.192,0.0,3.087,3.362,7.706,-6.82,7.801
2017-08-26,6.356,0.626,3.697,3.362,16.085,-8.747,13.662
2017-08-27,-0.21,1.654,4.787,5.107,13.641,-10.381,11.054
2017-08-28,0.775,0.497,3.695,3.926,12.263,-11.245,11.643
2017-08-29,-4.325,4.329,7.516,3.362,12.75,-12.745,12.75
2017-08-30,-1.695,2.582,5.661,2.797,9.964,-9.13,9.744
2017-08-31,1.543,0.0,2.926,3.362,12.181,-10.875,11.348
2017-09-01,1.533,0.301,3.094,3.926,11.861,-10.264,11.215
2017-09-02,2.994,0.0,2.698,3.362,11.065,-8.739,10.846
2017-09-03,2.981,0.0,2.613,3.362,13.55,-8.956,10.915
2017-09-04,-2.23,2.296,4.811,4.516,12.551,-12.54,12.548
2017-09-05,-4.657,4.668,7.091,4.516,10.627,-10.164,10.627
2017-09-06,-1.544,2.193,4.548,3.926,8.407,-8.027,8.223
2017-09-07,-0.884,0.984,3.276,3.362,8.759,-8.03,8.759
2017-09-08,0.507,0.0,2.209,2.258,7.754,-6.937,7.674
2017-09-09,0.035,0.0,2.101,2.258,9.673,-8.967,9.673
2017-09-10,0.774,0.944,2.932,2.258,9.367,-7.848,9.148
2017-09-11,1.211,0.652,2.556,2.258,8.562,-6.809,7.895
2017-09-12,1.53,0.0,1.862,1.745,8.492,-6.499,8.11
2017-09-13,1.36,0.0,1.83,1.745,8.629,-6.267,7.755
2017-09-14,3.819,0.0,1.77,1.257,8.509,-4.746,8.138
2017-09-15,3.346,0.0,1.677,1.257,8.117,-3.906,6.954
2017-09-16,5.009,0.0,1.573,1.745,14.486,-4.039,8.339
2017-09-17,0.005,0.0,1.482,2.258,9.707,-9.678,9.7
2017-09-18,2.033,0.0,1.411,2.797,8.826,-7.576,8.873
2017-09-19,0.0,0.0,1.356,2.797,5.015,-4.759,5.055
2017-09-20,0.11,0.0,1.306,1.745,6.691,-6.12,6.689
2017-09-21,0.296,0.0,1.257,1.257,7.865,-7.359,7.755
2017-09-22,1.707,0.0,1.206,1.257,8.002,-6.912,8.02
2017-09-23,0.005,0.0,1.157,1.257,4.678,-3.739,4.668
2017-09-24,0.021,0.0,1.11,0.77,2.254,-0.949,2.254
2017-09-25,0.005,0.0,1.065,0.334,1.32,-0.01,1.32
2017-09-26,0.005,0.0,1.023,0.334,2.52,-1.409,2.52
2017-09-27,0.0,0.0,0.982,0.334,4.064,-3.34,4.064
2017-09-28,0.226,0.0,0.943,0.334,3.306,-2.568,3.306
2017-09-29,5.258,0.0,0.905,0.334,3.976,1.408,4.146
2017-09-30,7.483,0.0,0.869,0.334,0.0,7.003,0.269
2017-10-01,0.03,0.0,0.834,0.0,0.0,-0.139,0.439
2017-10-02,0.0,0.0,0.801,0.0,0.0,-0.007,0.053
2017-10-03,0.0,0.0,0.769,0.0,0.0,0.049,0.039
2017-10-04,0.007,0.0,0.738,0.0,0.0,0.34,0.0
2017-10-05,7.751,0.0,0.709,0.0,0.0,7.31,0.072
2017-10-06,4.231,0.0,0.68,0.0,0.0,4.195,0.0
2017-10-07,0.018,0.0,0.653,0.0,0.0,0.094,0.003
2017-10-08,0.307,0.0,0.627,0.0,0.0,0.104,0.0
2017-10-09,0.321,0.0,0.602,0.0,0.0,0.15,0.014
2017-10-10,0.0,0.0,0.578,0.0,0.0,0.0,0.0
2017-10-11,0.0,0.0,0.555,0.0,0.0,-0.011,0.0
2017-10-12,0.0,0.0,0.533,0.0,0.0,0.0,0.0
