,DDM_smb,DDM_total_melt,Q_Total,Qobs,Q_COSIPY,COSIPY_smb,COSIPY_melt
2017-10-13,0.0,0.0,0.511,0.0,0.0,0.001,0.0
2017-10-14,0.002,0.0,0.491,0.0,0.0,0.003,0.0
2017-10-15,0.0,0.0,0.471,0.0,0.0,-0.02,0.079
2017-10-16,0.031,0.0,0.452,0.0,0.0,0.008,0.077
2017-10-17,0.06,0.0,0.434,0.0,0.0,-0.027,0.177
2017-10-18,0.009,0.0,0.417,0.0,0.0,0.187,0.004
2017-10-19,5.347,0.0,0.4,0.0,0.0,5.184,0.034
2017-10-20,0.019,0.0,0.384,0.0,0.0,0.016,0.003
2017-10-21,0.0,0.0,0.369,0.0,0.0,-0.023,0.002
2017-10-22,0.003,0.0,0.354,0.0,0.0,0.049,0.001
2017-10-23,0.006,0.0,0.34,0.0,0.0,0.017,0.0
2017-10-24,0.098,0.0,0.326,0.0,0.0,0.07,0.001
2017-10-25,0.077,0.0,0.313,0.0,0.0,0.11,0.009
2017-10-26,0.083,0.0,0.301,0.0,0.0,0.298,0.003
2017-10-27,0.085,0.0,0.289,0.0,0.0,0.093,0.02
2017-10-28,0.006,0.0,0.277,0.0,0.0,0.007,0.021
2017-10-29,0.0,0.0,0.266,0.0,0.0,-0.02,0.024
2017-10-30,0.001,0.0,0.255,0.0,0.0,0.148,0.022
2017-10-31,0.813,0.0,0.245,0.0,0.0,0.707,0.02
2017-11-01,0.02,0.0,0.235,0.0,0.0,-0.001,0.0
2017-11-02,0.0,0.0,0.226,0.0,0.0,-0.033,0.0
2017-11-03,0.0,0.0,0.217,0.0,0.0,-0.044,0.003
2017-11-04,0.69,0.0,0.208,0.0,0.0,0.361,0.0
2017-11-05,1.977,0.0,0.2,0.0,0.0,1.814,0.075
2017-11-06,0.072,0.0,0.192,0.0,0.0,0.101,0.0
2017-11-07,1.191,0.0,0.184,0.0,0.0,1.154,0.007
2017-11-08,1.126,0.0,0.177,0.0,0.0,0.967,0.0
2017-11-09,0.0,0.0,0.17,0.0,0.0,-0.023,0.0
2017-11-10,0.033,0.0,0.163,0.0,0.0,-0.017,0.0
2017-11-11,0.021,0.0,0.156,0.0,0.0,0.018,0.0
2017-11-12,0.04,0.0,0.15,0.0,0.0,0.002,0.0
2017-11-13,0.0,0.0,0.144,0.0,0.0,0.003,0.0
2017-11-14,0.0,0.0,0.138,0.0,0.0,0.003,0.0
2017-11-15,0.243,0.0,0.133,0.0,0.0,0.0,0.0
2017-11-16,7.503,0.0,0.128,0.0,0.0,7.508,0.0
2017-11-17,0.696,0.0,0.122,0.0,0.0,0.548,0.002
2017-11-18,0.098,0.0,0.118,0.0,0.0,0.002,0.002
2017-11-19,0.003,0.0,0.113,0.0,0.0,0.002,0.0
2017-11-20,0.016,0.0,0.108,0.0,0.0,0.0,0.0
2017-11-21,0.015,0.0,0.104,0.0,0.0,0.0,0.0
2017-11-22,0.0,0.0,0.1,0.0,0.0,-0.0,0.0
2017-11-23,0.0,0.0,0.096,0.0,0.0,0.001,0.0
2017-11-24,0.0,0.0,0.092,0.0,0.0,-0.0,0.0
2017-11-25,0.0,0.0,0.088,0.0,0.0,0.002,0.0
2017-11-26,0.001,0.0,0.085,0.0,0.0,0.002,0.0
2017-11-27,0.134,0.0,0.081,0.0,0.0,0.0,0.0
2017-11-28,0.227,0.0,0.078,0.0,0.0,0.015,0.0
2017-11-29,0.032,0.0,0.075,0.0,0.0,-0.106,0.149
2017-11-30,0.012,0.0,0.072,0.0,0.0,0.041,0.001
2017-12-01,0.0,0.0,0.069,0.0,0.0,0.013,0.0
2017-12-02,0.055,0.0,0.066,0.0,0.0,0.015,0.006
2017-12-03,0.244,0.0,0.064,0.0,0.0,0.05,0.003
2017-12-04,0.315,0.0,0.061,0.0,0.0,-0.033,0.12
2017-12-05,0.167,0.0,0.059,0.0,0.0,0.06,0.01
2017-12-06,0.021,0.0,0.056,0.0,0.0,0.002,0.0
2017-12-07,0.359,0.0,0.054,0.0,0.0,0.222,0.002
2017-12-08,0.011,0.0,0.052,0.0,0.0,0.005,0.002
2017-12-09,0.0,0.0,0.05,0.0,0.0,-0.0,0.0
2017-12-10,0.025,0.0,0.048,0.0,0.0,0.005,0.0
2017-12-11,0.012,0.0,0.046,0.0,0.0,-0.007,0.0
2017-12-12,0.05,0.0,0.044,0.0,0.0,0.014,0.001
2017-12-13,0.026,0.0,0.042,0.0,0.0,0.029,0.0
2017-12-14,0.027,0.0,0.041,0.0,0.0,-0.001,0.002
2017-12-15,0.027,0.0,0.039,0.0,0.0,-0.036,0.037
2017-12-16,0.11,0.0,0.037,0.0,0.0,0.08,0.0
2017-12-17,0.834,0.0,0.036,0.0,0.0,0.412,0.0
2017-12-18,0.01,0.0,0.035,0.0,0.0,0.002,0.0
2017-12-19,0.0,0.0,0.033,0.0,0.0,-0.003,0.0
2017-12-20,0.0,0.0,0.032,0.0,0.0,-0.002,0.0
2017-12-21,0.019,0.0,0.031,0.0,0.0,-0.002,0.0
2017-12-22,0.023,0.0,0.029,0.0,0.0,-0.001,0.0
2017-12-23,0.013,0.0,0.028,0.0,0.0,-0.003,0.0
2017-12-24,0.06,0.0,0.027,0.0,0.0,0.002,0.0
2017-12-25,0.021,0.0,0.026,0.0,0.0,0.026,0.0
2017-12-26,0.156,0.0,0.025,0.0,0.0,0.025,0.0
2017-12-27,2.866,0.0,0.024,0.0,0.0,2.89,0.0
2017-12-28,1.829,0.0,0.023,0.0,0.0,1.74,0.041
2017-12-29,0.036,0.0,0.022,0.0,0.0,0.002,0.0
2017-12-30,0.009,0.0,0.021,0.0,0.0,0.001,0.0
2017-12-31,0.021,0.0,0.02,0.0,0.0,-0.0,0.0
2018-01-01,0.169,0.0,0.02,0.0,0.0,-0.006,0.018
2018-01-02,0.188,0.0,0.019,0.0,0.0,0.049,0.0
2018-01-03,0.072,0.0,0.018,0.0,0.0,0.047,0.0
2018-01-04,0.006,0.0,0.017,0.0,0.0,0.0,0.0
2018-01-05,0.005,0.0,0.017,0.0,0.0,0.0,0.0
2018-01-06,0.001,0.0,0.016,0.0,0.0,-0.0,0.0
2018-01-07,0.0,0.0,0.015,0.0,0.0,-0.0,0.0
2018-01-08,0.0,0.0,0.015,0.0,0.0,-0.0,0.0
2018-01-09,0.0,0.0,0.014,0.0,0.0,-0.0,0.0
2018-01-10,0.007,0.0,0.014,0.0,0.0,-0.002,0.0
2018-01-11,0.0,0.0,0.013,0.0,0.0,-0.0,0.0
2018-01-12,0.058,0.0,0.012,0.0,0.0,-0.001,0.0
2018-01-13,0.019,0.0,0.012,0.0,0.0,-0.031,0.037
2018-01-14,0.003,0.0,0.011,0.0,0.0,0.033,0.018
2018-01-15,0.292,0.0,0.011,0.0,0.0,0.091,0.0
2018-01-16,0.027,0.0,0.011,0.0,0.0,0.059,0.013
2018-01-17,0.017,0.0,0.01,0.0,0.0,0.001,0.004
2018-01-18,0.133,0.0,0.01,0.0,0.0,0.028,0.009
2018-01-19,0.014,0.0,0.009,0.0,0.0,0.006,0.019
2018-01-20,0.17,0.0,0.009,0.0,0.0,0.081,0.006
2018-01-21,0.093,0.0,0.009,0.0,0.0,-0.086,0.186
2018-01-22,0.02,0.0,0.008,0.0,0.0,-0.004,0.055
2018-01-23,0.014,0.0,0.008,0.0,0.0,0.08,0.006
2018-01-24,0.258,0.0,0.008,0.0,0.0,0.183,0.002
2018-01-25,0.046,0.0,0.007,0.0,0.0,-0.222,0.326
2018-01-26,0.002,0.0,0.007,0.0,0.0,-0.106,0.185
2018-01-27,0.224,0.0,0.007,0.0,0.0,0.083,0.008
2018-01-28,0.144,0.0,0.006,0.0,0.0,0.108,0.008
2018-01-29,0.318,0.0,0.006,0.0,0.0,0.093,0.0
2018-01-30,0.0,0.0,0.006,0.0,0.0,-0.065,0.128
2018-01-31,0.0,0.0,0.006,0.0,0.0,0.011,0.013
2018-02-01,0.001,0.0,0.006,0.0,0.0,0.102,0.001
2018-02-02,0.0,0.0,0.005,0.0,0.0,0.011,0.07
2018-02-03,0.004,0.0,0.005,0.0,0.0,0.023,0.103
2018-02-04,0.523,0.0,0.005,0.0,0.0,0.315,0.0
2018-02-05,0.026,0.0,0.005,0.0,0.0,0.011,0.075
2018-02-06,0.093,0.0,0.004,0.0,0.0,0.096,0.02
2018-02-07,1.173,0.0,0.004,0.0,0.0,0.883,0.0
2018-02-08,0.031,0.0,0.004,0.0,0.0,0.024,0.0
2018-02-09,0.005,0.0,0.004,0.0,0.0,-0.0,0.0
2018-02-10,0.0,0.0,0.004,0.0,0.0,-0.0,0.0
2018-02-11,0.0,0.0,0.004,0.0,0.0,-0.006,0.0
2018-02-12,0.0,0.0,0.004,0.0,0.0,0.002,0.0
2018-02-13,0.004,0.0,0.003,0.0,0.0,0.039,0.0
2018-02-14,0.025,0.0,0.003,0.0,0.0,0.035,0.0
2018-02-15,0.253,0.0,0.003,0.0,0.0,0.306,0.0
2018-02-16,1.097,0.0,0.003,0.0,0.0,0.932,0.181
2018-02-17,0.528,0.0,0.003,0.0,0.0,0.173,0.003
2018-02-18,0.909,0.0,0.003,0.0,0.0,0.658,0.0
2018-02-19,1.157,0.0,0.003,0.0,0.0,1.062,0.0
2018-02-20,0.031,0.0,0.003,0.0,0.0,0.035,0.0
2018-02-21,0.0,0.0,0.002,0.0,0.0,0.001,0.0
2018-02-22,0.826,0.0,0.002,0.0,0.0,0.644,0.0
2018-02-23,0.12,0.0,0.002,0.0,0.0,0.032,0.018
2018-02-24,0.001,0.0,0.002,0.0,0.0,0.013,0.0
2018-02-25,0.014,0.0,0.002,0.0,0.0,0.042,0.0
2018-02-26,0.093,0.0,0.002,0.0,0.0,0.044,0.0
2018-02-27,0.298,0.0,0.002,0.0,0.0,0.153,0.006
2018-02-28,0.674,0.0,0.002,0.0,0.0,-0.017,0.345
2018-03-01,0.026,0.0,0.002,0.0,0.0,-0.385,0.452
2018-03-02,0.068,0.0,0.002,0.0,0.0,0.126,0.002
2018-03-03,2.308,0.0,0.002,0.0,0.0,2.287,0.007
2018-03-04,0.01,0.0,0.002,0.0,0.0,0.064,0.002
2018-03-05,0.001,0.0,0.001,0.0,0.0,0.046,0.0
2018-03-06,0.01,0.0,0.001,0.0,0.0,0.027,0.0
2018-03-07,0.0,0.0,0.001,0.0,0.0,0.032,0.0
2018-03-08,0.0,0.0,0.001,0.0,0.0,0.048,0.003
2018-03-09,0.0,0.0,0.001,0.0,0.0,0.09,0.0
2018-03-10,0.0,0.0,0.001,0.0,0.0,0.085,0.001
2018-03-11,0.0,0.0,0.001,0.0,0.0,0.117,0.0
2018-03-12,0.089,0.0,0.001,0.0,0.0,0.257,0.047
2018-03-13,0.224,0.0,0.001,0.0,0.014,0.165,0.042
2018-03-14,0.272,0.0,0.001,0.0,0.061,0.16,0.275
2018-03-15,0.26,0.0,0.001,0.0,0.067,0.206,0.357
2018-03-16,2.068,0.0,0.001,0.0,0.052,1.326,0.053
2018-03-17,5.774,0.0,0.001,0.0,0.059,5.531,0.06
2018-03-18,9.612,0.0,0.001,0.0,0.0,9.698,0.04
2018-03-19,0.001,0.0,0.001,0.0,0.0,0.013,0.0
2018-03-20,0.031,0.0,0.001,0.0,0.0,0.006,0.0
2018-03-21,0.008,0.0,0.001,0.0,0.0,0.03,0.0
2018-03-22,0.001,0.0,0.001,0.0,0.0,0.004,0.0
2018-03-23,0.0,0.0,0.001,0.0,0.0,0.01,0.0
2018-03-24,0.379,0.0,0.001,0.0,0.0,0.163,0.169
2018-03-25,0.01,0.0,0.001,0.0,0.0,0.322,0.038
2018-03-26,0.0,0.0,0.001,0.0,0.0,0.081,0.138
2018-03-27,0.77,0.0,0.001,0.0,0.066,-0.1,0.584
2018-03-28,14.482,0.0,0.001,0.0,0.102,14.018,0.297
2018-03-29,4.267,0.0,0.001,0.0,0.0,3.637,0.624
2018-03-30,0.013,0.0,0.001,0.0,0.0,0.184,0.0
2018-03-31,0.0,0.0,0.001,0.0,0.0,0.443,0.004
2018-04-01,0.105,0.0,0.0,0.0,0.0,-0.125,0.431
2018-04-02,1.508,0.0,0.0,0.0,0.0,1.222,0.002
2018-04-03,1.052,0.0,0.0,0.0,0.0,0.786,0.242
2018-04-04,0.127,0.0,0.0,0.0,0.0,0.07,0.0
2018-04-05,0.009,0.0,0.0,0.0,0.0,0.054,0.002
2018-04-06,0.005,0.0,0.0,0.0,0.0,0.073,0.0
2018-04-07,0.0,0.0,0.0,0.0,0.0,0.045,0.002
2018-04-08,0.334,0.0,0.0,0.0,0.015,-0.025,0.11
2018-04-09,0.03,0.0,0.0,0.0,0.121,-1.047,1.426
2018-04-10,0.543,0.0,0.0,0.0,0.112,-1.56,1.884
2018-04-11,7.057,0.0,0.0,0.0,0.024,6.845,0.03
2018-04-12,0.047,0.0,0.0,0.0,0.0,0.06,0.004
2018-04-13,0.0,0.0,0.0,0.0,0.0,0.123,0.0
2018-04-14,0.0,0.0,0.0,0.0,0.009,0.046,0.015
2018-04-15,0.0,0.0,0.0,0.0,0.101,-0.033,0.101
2018-04-16,0.111,0.0,0.0,0.0,0.12,0.029,0.236
2018-04-17,0.036,0.0,0.0,0.0,0.146,-3.994,4.317
2018-04-18,2.413,0.0,0.0,0.0,0.111,-0.378,2.37
2018-04-19,14.617,0.0,0.0,0.0,0.0,14.752,0.0
2018-04-20,0.147,0.0,0.0,0.0,0.0,0.166,0.179
2018-04-21,0.106,0.0,0.0,0.0,0.0,-1.931,2.213
2018-04-22,0.003,0.0,0.0,0.0,0.0,0.006,0.049
2018-04-23,0.0,0.0,0.0,0.0,0.101,-1.072,1.274
2018-04-24,0.0,0.0,0.0,0.0,0.205,-0.161,0.332
2018-04-25,0.0,0.0,0.0,0.0,0.207,-0.136,0.227
2018-04-26,0.495,0.0,0.0,0.0,0.225,-0.848,0.956
2018-04-27,9.771,0.0,0.0,0.0,0.238,8.09,1.815
2018-04-28,0.062,0.0,0.0,0.0,0.138,-0.457,0.996
2018-04-29,0.003,0.0,0.0,0.0,0.193,-0.113,0.193
2018-04-30,0.0,0.0,0.0,0.0,0.218,-0.201,0.221
2018-05-01,0.0,0.0,0.0,0.0,0.237,-0.454,0.686
2018-05-02,1.122,0.0,0.0,0.0,0.46,-1.5,2.798
2018-05-03,0.0,0.0,0.0,0.0,0.455,-0.878,1.366
2018-05-04,0.217,0.0,0.0,0.0,0.522,-0.276,0.532
2018-05-05,1.54,0.0,0.0,0.0,0.755,1.22,0.652
2018-05-06,2.248,0.0,0.0,0.0,0.72,1.396,0.6
2018-05-07,8.899,0.0,0.0,0.0,0.0,8.964,0.007
2018-05-08,0.006,0.0,0.0,0.0,0.0,0.095,0.0
2018-05-09,0.0,0.0,0.0,0.0,0.0,0.104,0.001
2018-05-10,0.078,0.0,0.0,0.0,0.0,0.277,0.003
2018-05-11,0.001,0.0,0.0,0.0,0.137,-1.03,1.434
2018-05-12,-1.464,1.464,1.464,0.0,0.801,-0.772,0.946
2018-05-13,1.756,0.0,0.0,0.0,1.089,-2.602,4.134
2018-05-14,8.817,0.0,0.0,0.0,0.883,6.411,2.497
2018-05-15,5.18,0.0,0.0,0.0,0.719,1.983,3.069
2018-05-16,0.523,0.0,0.0,0.0,0.936,-1.487,1.89
2018-05-17,1.479,0.0,0.0,0.0,1.145,-1.446,2.91
2018-05-18,8.376,0.0,0.0,0.0,1.382,4.397,3.81
2018-05-19,0.638,0.0,0.0,0.0,1.849,-3.94,4.815
2018-05-20,1.61,0.0,0.0,0.0,1.121,0.523,1.204
2018-05-21,0.001,0.0,0.0,0.0,1.732,-1.585,1.713
2018-05-22,0.428,0.0,0.0,0.0,1.886,-1.809,2.011
2018-05-23,1.035,0.0,0.0,0.0,1.736,-0.823,1.735
2018-05-24,11.056,0.0,0.0,0.0,0.0,11.096,0.0
2018-05-25,0.029,0.0,0.0,0.0,0.0,0.194,0.009
2018-05-26,0.0,0.0,0.0,0.0,0.0,0.14,0.035
2018-05-27,0.059,0.0,0.0,0.0,0.0,0.144,0.054
2018-05-28,-1.761,1.933,1.933,3.362,0.082,-0.349,0.63
2018-05-29,1.996,0.0,0.002,3.926,2.061,-5.304,6.718
2018-05-30,0.778,0.0,0.004,4.516,1.51,-0.465,1.483
2018-05-31,5.987,0.0,0.005,5.107,2.096,2.529,2.72
2018-06-01,0.001,0.0,0.005,5.697,1.654,-1.651,1.743
2018-06-02,-1.403,1.516,1.521,6.928,1.779,-1.138,1.832
2018-06-03,-4.478,4.582,4.589,9.495,2.609,-2.895,3.223
2018-06-04,0.792,2.942,2.98,8.853,3.093,1.215,6.047
2018-06-05,7.47,0.0,0.145,7.57,0.0,5.571,1.767
2018-06-06,1.576,0.0,0.297,6.928,3.201,-3.436,4.443
2018-06-07,-0.773,0.935,1.328,8.211,3.896,-6.127,6.498
2018-06-08,2.65,0.0,0.392,8.853,3.889,-4.714,6.562
2018-06-09,2.147,1.131,1.482,8.211,5.362,-4.093,5.922
2018-06-10,-1.863,3.528,3.907,7.57,5.627,-5.289,6.27
2018-06-11,-3.4,4.485,5.064,6.928,6.567,-6.492,8.094
2018-06-12,5.511,1.742,2.719,8.211,7.816,-3.325,9.947
2018-06-13,8.441,1.192,2.696,8.211,0.587,5.414,4.827
2018-06-14,-3.389,3.602,5.647,9.495,8.216,-7.724,7.913
2018-06-15,-1.716,2.559,5.041,12.163,8.638,-9.383,9.876
2018-06-16,-1.456,3.872,6.642,13.523,12.452,-13.232,16.25
2018-06-17,-2.978,4.537,7.548,11.496,12.811,-10.332,14.089
2018-06-18,15.054,0.797,4.171,10.162,0.088,10.596,4.859
2018-06-19,1.176,1.731,5.63,10.162,8.169,-7.967,9.043
2018-06-20,-7.029,7.029,11.475,14.216,10.793,-9.955,11.46
2018-06-21,11.554,1.117,5.998,14.216,1.431,8.962,4.969
2018-06-22,8.714,0.0,5.21,9.495,2.827,2.672,5.691
2018-06-23,-2.383,2.657,8.061,10.162,4.46,-4.648,4.787
2018-06-24,-5.161,5.3,10.721,10.803,6.801,-8.563,9.334
2018-06-25,5.691,1.599,6.997,10.803,10.225,-0.153,8.432
2018-06-26,-3.368,4.115,9.632,16.32,10.03,-10.852,11.204
2018-06-27,-9.021,9.021,14.821,22.864,13.72,-15.305,15.456
2018-06-28,-11.08,11.08,17.276,19.913,14.423,-18.169,18.415
2018-06-29,-10.236,10.236,16.955,19.913,19.731,-23.132,23.204
2018-06-30,-5.361,5.427,12.766,12.163,16.201,-16.437,16.769
2018-07-01,3.956,2.108,9.951,11.496,22.009,-12.275,17.643
2018-07-02,1.453,2.955,10.998,10.803,18.924,-12.235,17.109
2018-07-03,5.908,0.769,8.76,8.853,22.194,-10.308,15.554
2018-07-04,4.309,1.886,9.732,7.57,21.545,-12.922,19.128
2018-07-05,9.772,0.0,7.691,8.853,17.883,-4.846,12.0
2018-07-06,-3.445,3.742,11.256,10.803,20.248,-16.387,16.48
2018-07-07,-8.723,8.723,16.024,11.496,16.882,-16.503,16.667
2018-07-08,-7.216,7.216,14.297,12.83,16.852,-13.135,15.998
2018-07-09,-3.115,4.316,11.211,9.495,16.198,-13.002,14.347
2018-07-10,-5.652,5.652,12.41,10.162,15.145,-12.864,13.76
2018-07-11,-7.354,7.354,13.99,10.803,17.349,-15.748,16.083
2018-07-12,-6.88,6.88,13.359,11.496,15.538,-13.812,15.117
2018-07-13,7.273,0.744,7.048,13.523,16.286,-6.772,11.947
2018-07-14,-1.506,2.733,8.904,10.162,18.472,-14.674,15.965
2018-07-15,-3.923,4.199,10.274,7.57,14.804,-14.755,15.29
2018-07-16,-4.976,5.069,11.001,8.853,15.294,-15.162,15.58
2018-07-17,-5.106,5.114,10.81,8.853,14.908,-15.302,15.869
2018-07-18,0.613,2.523,7.935,9.495,18.546,-11.424,14.705
2018-07-19,-2.149,2.842,8.011,6.928,12.297,-9.775,10.945
2018-07-20,-6.693,6.693,11.688,10.803,15.04,-14.526,14.99
2018-07-21,-8.226,8.226,13.062,9.495,16.303,-14.802,15.322
2018-07-22,-8.943,8.943,13.595,12.163,14.013,-13.627,14.133
2018-07-23,-12.715,12.715,17.167,18.476,17.314,-17.088,17.476
2018-07-24,-11.479,11.479,15.743,18.476,16.924,-14.927,15.713
2018-07-25,-5.758,5.758,9.88,14.909,13.389,-7.835,10.187
2018-07-26,-2.457,2.703,6.733,9.495,14.101,-14.902,15.142
2018-07-27,8.28,0.161,4.118,5.107,12.138,-1.39,9.394
2018-07-28,-4.919,5.01,8.915,6.313,18.811,-15.535,15.723
2018-07-29,-4.962,5.274,9.151,6.313,15.302,-12.36,13.915
2018-07-30,-7.262,7.262,11.121,8.853,13.761,-13.336,14.343
2018-07-31,-8.415,8.415,12.267,7.57,17.115,-14.592,16.126
2018-08-01,-8.503,8.503,12.383,11.496,24.574,-18.391,18.748
2018-08-02,-6.064,6.064,10.007,11.496,18.879,-16.865,17.139
2018-08-03,-3.275,4.967,8.993,14.909,18.148,-7.882,14.657
2018-08-04,-8.973,8.973,13.101,17.039,9.593,-6.665,7.532
2018-08-05,-6.853,6.853,11.086,15.627,15.614,-13.487,14.201
2018-08-06,-8.451,8.451,12.725,15.627,18.984,-16.796,17.005
2018-08-07,-10.544,10.544,14.763,14.216,18.619,-15.972,16.653
2018-08-08,-8.674,8.674,12.813,11.496,19.162,-15.96,16.507
2018-08-09,-8.239,8.239,12.367,14.909,19.993,-16.839,17.098
2018-08-10,-7.472,7.472,11.645,14.216,17.029,-14.774,15.229
2018-08-11,-8.655,8.655,12.822,12.163,16.389,-15.669,15.833
2018-08-12,-7.49,7.49,11.565,14.216,18.28,-13.473,17.657
2018-08-13,11.986,0.0,4.003,6.928,1.281,4.816,5.992
2018-08-14,-1.003,1.106,5.164,5.697,6.526,-5.906,6.152
2018-08-15,-5.732,5.732,9.899,8.211,12.083,-11.711,11.851
2018-08-16,-10.039,10.039,14.197,11.496,18.204,-17.146,17.24
2018-08-17,-10.008,10.008,13.992,17.039,15.234,-15.002,15.156
2018-08-18,-10.47,10.47,14.204,15.627,14.468,-14.608,14.949
2018-08-19,-7.873,7.873,11.38,12.163,13.948,-12.384,13.403
2018-08-20,-7.977,7.977,11.314,16.32,14.847,-14.268,14.505
2018-08-21,-10.964,10.964,14.169,15.627,14.887,-14.825,14.94
2018-08-22,-2.389,5.56,8.675,8.211,13.542,-4.004,11.352
2018-08-23,-3.156,3.763,6.891,9.495,8.485,-7.063,7.392
2018-08-24,-8.613,8.632,11.855,10.803,20.926,-18.188,18.529
2018-08-25,2.383,2.601,5.892,4.516,11.759,-5.004,10.352
2018-08-26,-4.892,5.242,8.543,8.211,14.949,-14.157,14.634
2018-08-27,-3.832,5.813,9.111,5.107,14.826,-10.977,14.365
2018-08-28,-9.371,9.716,13.021,5.697,19.58,-14.131,15.039
2018-08-29,3.997,0.913,4.235,6.928,14.719,-11.132,15.761
2018-08-30,2.608,0.0,3.322,6.313,1.871,-1.414,3.186
2018-08-31,5.888,0.0,3.261,4.516,3.891,0.924,4.783
2018-09-01,0.0,0.0,3.125,0.0,6.436,-6.002,6.487
2018-09-02,-1.122,1.203,4.15,0.0,12.102,-12.438,12.758
2018-09-03,9.364,0.0,2.777,0.0,12.145,-3.31,10.806
2018-09-04,0.755,0.0,2.636,0.0,0.017,0.594,0.19
2018-09-05,1.56,0.0,2.51,0.0,0.249,-0.357,0.779
2018-09-06,-1.298,1.733,4.124,0.0,5.407,-5.996,6.119
2018-09-07,-1.997,2.485,4.797,0.0,11.971,-11.939,12.16
2018-09-08,-3.892,4.155,6.485,0.0,9.645,-8.897,9.305
2018-09-09,4.136,0.0,2.451,0.0,10.818,-6.797,9.801
2018-09-10,0.252,0.0,2.597,0.0,4.391,-3.456,4.386
2018-09-11,0.772,0.0,2.652,0.0,4.595,-2.965,4.525
2018-09-12,0.399,0.0,2.571,0.0,4.217,-3.168,4.217
2018-09-13,0.681,0.0,2.407,0.0,4.184,-3.29,4.184
2018-09-14,0.001,0.0,2.235,0.0,9.743,-9.663,9.743
2018-09-15,0.0,0.0,2.094,0.0,8.93,-8.803,8.93
2018-09-16,0.062,0.0,1.982,0.0,9.455,-9.337,9.457
2018-09-17,3.369,0.0,1.882,0.0,9.6,-4.491,7.882
2018-09-18,0.159,0.0,1.784,0.0,1.786,-0.68,1.81
2018-09-19,0.0,0.0,1.685,0.0,5.539,-4.878,5.539
2018-09-20,0.638,0.0,1.591,0.0,7.395,-6.646,7.369
2018-09-21,0.345,0.07,1.576,0.0,9.347,-8.69,9.17
2018-09-22,0.013,0.499,1.936,0.0,8.291,-7.881,8.14
2018-09-23,1.237,0.0,1.389,0.0,7.867,-6.983,7.521
2018-09-24,0.261,0.0,1.354,0.0,4.643,-3.479,4.643
2018-09-25,8.628,0.0,1.317,0.0,0.0,8.314,0.0
2018-09-26,0.04,0.0,1.269,0.0,0.0,0.055,0.0
2018-09-27,0.0,0.0,1.216,0.0,0.0,0.01,0.0
2018-09-28,0.014,0.0,1.163,0.0,0.0,0.01,0.0
2018-09-29,0.875,0.0,1.115,0.0,0.0,0.034,0.415
2018-09-30,0.013,0.0,1.071,0.0,0.0,0.011,0.003
2018-10-01,0.0,0.0,1.029,0.0,0.0,-0.056,0.069
2018-10-02,0.271,0.0,0.988,0.0,0.0,0.009,0.0
2018-10-03,0.025,0.0,0.949,0.0,0.0,0.09,0.046
2018-10-04,0.004,0.0,0.911,0.0,0.0,0.054,0.019
2018-10-05,0.004,0.0,0.874,0.0,0.0,-0.215,0.23
2018-10-06,1.174,0.0,0.839,0.0,0.0,0.824,0.12
2018-10-07,0.309,0.0,0.806,0.0,0.012,0.017,0.073
2018-10-08,0.007,0.0,0.774,0.0,0.048,-0.08,0.191
2018-10-09,0.006,0.0,0.743,0.0,0.072,-0.082,0.09
2018-10-10,0.0,0.0,0.713,0.0,0.154,-0.121,0.192
2018-10-11,0.0,0.0,0.684,0.0,0.228,-0.222,0.291
2018-10-12,0.213,0.0,0.657,0.0,0.105,0.32,0.121
2018-10-13,0.206,0.0,0.631,0.0,0.219,0.224,0.278
2018-10-14,1.351,0.0,0.605,0.0,0.472,0.79,0.51
2018-10-15,0.0,0.0,0.581,0.0,0.296,-0.013,0.313
2018-10-16,0.005,0.0,0.558,0.0,0.435,0.079,0.445
2018-10-17,2.065,0.0,0.536,0.0,0.271,2.048,0.289
2018-10-18,16.94,0.0,0.514,0.0,0.0,16.606,0.429
2018-10-19,0.248,0.0,0.494,0.0,0.0,0.183,0.0
2018-10-20,0.661,0.0,0.474,0.0,0.0,0.575,0.04
2018-10-21,0.013,0.0,0.455,0.0,0.0,0.009,0.003
2018-10-22,0.011,0.0,0.437,0.0,0.0,0.021,0.004
2018-10-23,0.004,0.0,0.419,0.0,0.0,-0.099,0.192
2018-10-24,0.067,0.0,0.403,0.0,0.0,0.022,0.005
2018-10-25,0.014,0.0,0.386,0.0,0.0,-0.004,0.01
2018-10-26,0.003,0.0,0.371,0.0,0.0,0.0,0.0
2018-10-27,0.0,0.0,0.356,0.0,0.0,0.001,0.0
2018-10-28,0.329,0.0,0.342,0.0,0.0,0.247,0.0
2018-10-29,1.052,0.0,0.328,0.0,0.0,0.695,0.0
2018-10-30,0.003,0.0,0.315,0.0,0.0,0.057,0.009
2018-10-31,0.0,0.0,0.302,0.0,0.0,0.001,0.0
2018-11-01,2.211,0.0,0.29,0.0,0.0,1.76,0.0
2018-11-02,0.693,0.0,0.279,0.0,0.0,0.099,0.0
2018-11-03,0.04,0.0,0.268,0.0,0.0,0.002,0.023
2018-11-04,0.043,0.0,0.257,0.0,0.0,0.059,0.0
2018-11-05,0.062,0.0,0.247,0.0,0.0,-0.203,0.226
2018-11-06,0.016,0.0,0.237,0.0,0.0,0.082,0.0
