,DDM_total_melt,Q_Total,Qobs,DDM_smb,Q_COSIPY,COSIPY_smb,COSIPY_melt
2016-11-12,0.0,0.287,0.0,0.061,0.0,0.033,0.008
2016-11-13,0.0,0.276,0.0,0.026,0.0,-0.012,0.047
2016-11-14,0.0,0.265,0.0,0.011,0.0,0.017,0.006
2016-11-15,0.0,0.254,0.0,0.038,0.0,0.029,0.008
2016-11-16,0.0,0.244,0.0,0.006,0.0,0.001,0.016
2016-11-17,0.0,0.234,0.0,0.175,0.0,-0.503,0.565
2016-11-18,0.0,0.225,0.0,0.003,0.0,0.005,0.0
2016-11-19,0.0,0.216,0.0,0.051,0.0,0.008,0.0
2016-11-20,0.0,0.207,0.0,2.204,0.0,2.251,0.0
2016-11-21,0.0,0.199,0.0,0.183,0.0,0.044,0.0
2016-11-22,0.0,0.191,0.0,0.108,0.0,0.039,0.0
2016-11-23,0.0,0.183,0.0,0.145,0.0,0.075,0.0
2016-11-24,0.0,0.176,0.0,0.042,0.0,0.036,0.0
2016-11-25,0.0,0.169,0.0,0.016,0.0,0.006,0.0
2016-11-26,0.0,0.162,0.0,0.072,0.0,0.165,0.0
2016-11-27,0.0,0.156,0.0,4.703,0.0,4.691,0.0
2016-11-28,0.0,0.15,0.0,0.382,0.0,0.041,0.0
2016-11-29,0.0,0.144,0.0,0.0,0.0,-0.0,0.0
2016-11-30,0.0,0.138,0.0,0.0,0.0,-0.0,0.0
2016-12-01,0.0,0.132,0.0,0.0,0.0,-0.0,0.0
2016-12-02,0.0,0.127,0.0,0.0,0.0,-0.0,0.0
2016-12-03,0.0,0.122,0.0,0.0,0.0,0.0,0.0
2016-12-04,0.0,0.117,0.0,0.013,0.0,-0.0,0.0
2016-12-05,0.0,0.112,0.0,0.031,0.0,0.008,0.003
2016-12-06,0.0,0.108,0.0,0.008,0.0,-0.019,0.026
2016-12-07,0.0,0.104,0.0,0.033,0.0,0.008,0.0
2016-12-08,0.0,0.099,0.0,0.24,0.0,0.028,0.0
2016-12-09,0.0,0.095,0.0,0.05,0.0,0.035,0.02
2016-12-10,0.0,0.092,0.0,0.062,0.0,0.098,0.013
2016-12-11,0.0,0.088,0.0,2.283,0.0,1.989,0.0
2016-12-12,0.0,0.084,0.0,0.053,0.0,-0.022,0.064
2016-12-13,0.0,0.081,0.0,0.333,0.0,0.231,0.003
2016-12-14,0.0,0.078,0.0,0.05,0.0,0.01,0.003
2016-12-15,0.0,0.075,0.0,0.001,0.0,0.001,0.0
2016-12-16,0.0,0.072,0.0,0.0,0.0,-0.0,0.0
2016-12-17,0.0,0.069,0.0,0.021,0.0,0.0,0.0
2016-12-18,0.0,0.066,0.0,0.005,0.0,0.001,0.002
2016-12-19,0.0,0.063,0.0,1.35,0.0,1.232,0.0
2016-12-20,0.0,0.061,0.0,0.366,0.0,-0.138,0.156
2016-12-21,0.0,0.058,0.0,0.001,0.0,-0.0,0.0
2016-12-22,0.0,0.056,0.0,0.148,0.0,-0.0,0.0
2016-12-23,0.0,0.054,0.0,0.008,0.0,-0.004,0.003
2016-12-24,0.0,0.052,0.0,2.483,0.0,2.327,0.07
2016-12-25,0.0,0.05,0.0,0.004,0.0,-0.0,0.0
2016-12-26,0.0,0.048,0.0,0.0,0.0,-0.0,0.0
2016-12-27,0.0,0.046,0.0,0.0,0.0,-0.0,0.0
2016-12-28,0.0,0.044,0.0,0.456,0.0,0.298,0.0
2016-12-29,0.0,0.042,0.0,0.012,0.0,-0.0,0.0
2016-12-30,0.0,0.041,0.0,0.644,0.0,0.392,0.0
2016-12-31,0.0,0.039,0.0,0.034,0.0,-0.002,0.0
2017-01-01,0.0,0.037,0.0,0.013,0.0,0.0,0.0
2017-01-02,0.0,0.036,0.0,0.012,0.0,-0.0,0.0
2017-01-03,0.0,0.034,0.0,0.0,0.0,-0.0,0.0
2017-01-04,0.0,0.033,0.0,0.005,0.0,-0.0,0.0
2017-01-05,0.0,0.032,0.0,0.062,0.0,-0.0,0.0
2017-01-06,0.0,0.03,0.0,1.036,0.0,0.651,0.0
2017-01-07,0.0,0.029,0.0,0.054,0.0,0.006,0.0
2017-01-08,0.0,0.028,0.0,0.001,0.0,0.005,0.0
2017-01-09,0.0,0.027,0.0,0.025,0.0,0.037,0.0
2017-01-10,0.0,0.026,0.0,0.0,0.0,-0.0,0.0
2017-01-11,0.0,0.025,0.0,0.0,0.0,0.0,0.0
2017-01-12,0.0,0.024,0.0,0.0,0.0,-0.0,0.0
2017-01-13,0.0,0.023,0.0,0.004,0.0,0.0,0.0
2017-01-14,0.0,0.022,0.0,0.112,0.0,-0.004,0.005
2017-01-15,0.0,0.021,0.0,0.012,0.0,0.0,0.0
2017-01-16,0.0,0.02,0.0,0.0,0.0,-0.0,0.0
2017-01-17,0.0,0.019,0.0,0.0,0.0,-0.0,0.0
2017-01-18,0.0,0.019,0.0,0.0,0.0,-0.0,0.0
2017-01-19,0.0,0.018,0.0,0.0,0.0,0.001,0.0
2017-01-20,0.0,0.017,0.0,0.034,0.0,-0.003,0.012
2017-01-21,0.0,0.016,0.0,0.0,0.0,0.002,0.003
2017-01-22,0.0,0.016,0.0,0.011,0.0,0.011,0.0
2017-01-23,0.0,0.015,0.0,0.017,0.0,0.07,0.011
2017-01-24,0.0,0.015,0.0,0.125,0.0,0.044,0.0
2017-01-25,0.0,0.014,0.0,0.214,0.0,0.104,0.001
2017-01-26,0.0,0.013,0.0,0.008,0.0,-0.197,0.357
2017-01-27,0.0,0.013,0.0,0.019,0.0,0.01,0.086
2017-01-28,0.0,0.012,0.0,0.21,0.0,-0.36,0.508
2017-01-29,0.0,0.012,0.0,0.073,0.0,0.075,0.0
2017-01-30,0.0,0.011,0.0,0.094,0.0,-0.419,0.585
2017-01-31,0.0,0.011,0.0,0.097,0.0,0.177,0.005
2017-02-01,0.0,0.011,0.0,0.413,0.0,0.207,0.007
2017-02-02,0.0,0.01,0.0,0.045,0.0,0.032,0.019
2017-02-03,0.0,0.01,0.0,0.001,0.0,0.008,0.004
2017-02-04,0.0,0.009,0.0,0.056,0.0,-0.001,0.0
2017-02-05,0.0,0.009,0.0,2.417,0.0,2.361,0.0
2017-02-06,0.0,0.009,0.0,1.788,0.0,1.151,0.0
2017-02-07,0.0,0.008,0.0,0.17,0.0,0.094,0.007
2017-02-08,0.0,0.008,0.0,0.047,0.0,0.021,0.015
2017-02-09,0.0,0.008,0.0,0.0,0.0,0.002,0.0
2017-02-10,0.0,0.007,0.0,0.0,0.0,0.006,0.0
2017-02-11,0.0,0.007,0.0,0.001,0.0,0.064,0.0
2017-02-12,0.0,0.007,0.0,0.058,0.0,0.008,0.003
2017-02-13,0.0,0.006,0.0,0.033,0.0,0.078,0.0
2017-02-14,0.0,0.006,0.0,0.007,0.0,0.085,0.003
2017-02-15,0.0,0.006,0.0,0.008,0.0,0.078,0.01
2017-02-16,0.0,0.006,0.0,0.033,0.0,0.11,0.0
2017-02-17,0.0,0.005,0.0,0.001,0.0,0.086,0.0
2017-02-18,0.0,0.005,0.0,0.065,0.0,0.109,0.0
2017-02-19,0.0,0.005,0.0,5.119,0.0,6.122,0.0
2017-02-20,0.0,0.005,0.0,5.426,0.0,4.396,0.0
2017-02-21,0.0,0.005,0.0,0.021,0.0,0.01,0.006
2017-02-22,0.0,0.004,0.0,0.0,0.0,0.0,0.0
2017-02-23,0.0,0.004,0.0,0.026,0.0,0.069,0.0
2017-02-24,0.0,0.004,0.0,0.0,0.0,0.002,0.0
2017-02-25,0.0,0.004,0.0,0.0,0.0,-0.0,0.0
2017-02-26,0.0,0.004,0.0,0.017,0.0,0.131,0.002
2017-02-27,0.0,0.004,0.0,0.449,0.0,0.003,0.123
2017-02-28,0.0,0.003,0.0,0.009,0.0,0.061,0.0
2017-03-01,0.0,0.003,0.0,0.003,0.0,0.061,0.0
2017-03-02,0.0,0.003,0.0,0.0,0.0,0.021,0.004
2017-03-03,0.0,0.003,0.0,0.589,0.0,0.277,0.0
2017-03-04,0.0,0.003,0.0,0.012,0.0,0.169,0.002
2017-03-05,0.0,0.003,0.0,0.051,0.0,0.028,0.0
2017-03-06,0.0,0.003,0.0,0.245,0.0,0.061,0.005
2017-03-07,0.0,0.003,0.0,0.218,0.0,0.037,0.096
2017-03-08,0.0,0.003,0.0,0.29,0.0,0.357,0.0
2017-03-09,0.0,0.002,0.0,1.769,0.0,1.336,0.0
2017-03-10,0.0,0.002,0.0,0.119,0.0,0.047,0.027
2017-03-11,0.0,0.002,0.0,0.024,0.0,0.144,0.0
2017-03-12,0.0,0.002,0.0,0.307,0.0,0.28,0.0
2017-03-13,0.0,0.002,0.0,0.326,0.0,0.304,0.0
2017-03-14,0.0,0.002,0.0,0.612,0.0,0.27,0.0
2017-03-15,0.0,0.002,0.0,1.82,0.0,1.54,0.0
2017-03-16,0.0,0.002,0.0,0.301,0.0,0.132,0.0
2017-03-17,0.0,0.002,0.0,0.028,0.0,0.053,0.0
2017-03-18,0.0,0.002,0.0,1.686,0.0,1.666,0.01
2017-03-19,0.0,0.002,0.0,0.03,0.0,0.064,0.0
2017-03-20,0.0,0.002,0.0,3.191,0.0,3.198,0.017
2017-03-21,0.0,0.001,0.0,0.024,0.0,0.059,0.0
2017-03-22,0.0,0.001,0.0,0.041,0.0,0.049,0.0
2017-03-23,0.0,0.001,0.0,0.0,0.0,0.0,0.0
2017-03-24,0.0,0.001,0.0,0.0,0.0,0.029,0.005
2017-03-25,0.0,0.001,0.0,0.0,0.0,0.16,0.0
2017-03-26,0.0,0.001,0.0,0.0,0.0,0.198,0.005
2017-03-27,0.0,0.001,0.0,0.173,0.0,0.001,0.266
2017-03-28,0.0,0.001,0.0,3.558,0.0,3.311,0.0
2017-03-29,0.0,0.001,0.0,0.018,0.0,0.073,0.018
2017-03-30,0.0,0.001,0.0,0.0,0.0,0.058,0.0
2017-03-31,0.0,0.001,0.0,1.774,0.0,1.457,0.0
2017-04-01,0.0,0.001,0.0,1.659,0.0,2.035,0.03
2017-04-02,0.0,0.001,0.0,0.611,0.0,0.074,0.01
2017-04-03,0.0,0.001,0.0,0.655,0.0,0.559,0.027
2017-04-04,0.0,0.001,0.0,5.745,0.0,5.546,0.0
2017-04-05,0.0,0.001,0.0,2.249,0.0,2.461,0.057
2017-04-06,0.0,0.001,0.0,5.404,0.0,5.027,0.0
2017-04-07,0.0,0.001,0.0,0.786,0.0,0.273,0.019
2017-04-08,0.0,0.001,0.0,0.461,0.0,0.151,0.054
2017-04-09,0.0,0.001,0.0,6.785,0.0,8.326,0.0
2017-04-10,0.0,0.001,0.0,2.4,0.0,0.699,0.002
2017-04-11,0.0,0.001,0.0,0.0,0.0,0.043,0.0
2017-04-12,0.0,0.001,0.0,0.097,0.0,0.198,0.005
2017-04-13,0.0,0.001,0.0,0.448,0.0,-0.067,0.646
2017-04-14,0.0,0.001,0.0,10.368,0.0,10.099,0.0
2017-04-15,0.0,0.001,0.0,0.032,0.0,0.14,0.007
2017-04-16,0.0,0.001,0.0,0.001,0.0,-0.376,0.69
2017-04-17,0.0,0.0,0.0,0.685,0.0,-2.495,2.673
2017-04-18,0.0,0.0,0.0,1.215,0.0,0.772,0.0
2017-04-19,0.0,0.0,0.0,0.003,0.0,0.056,0.002
2017-04-20,0.0,0.0,0.0,0.403,0.0,0.242,0.034
2017-04-21,0.0,0.0,0.0,0.005,0.0,-0.299,0.362
2017-04-22,0.0,0.0,0.0,0.006,0.0,-1.501,1.791
2017-04-23,0.0,0.0,0.0,8.174,0.0,7.939,0.064
2017-04-24,0.0,0.0,0.0,0.057,0.0,-0.451,0.589
2017-04-25,0.0,0.0,0.0,0.004,0.0,0.072,0.021
2017-04-26,0.0,0.0,0.0,2.503,0.0,1.854,0.0
2017-04-27,0.0,0.0,0.0,0.196,0.0,0.037,0.0
2017-04-28,0.0,0.0,0.0,0.158,0.0,0.024,0.0
2017-04-29,0.0,0.0,0.0,0.048,0.0,0.152,0.001
2017-04-30,0.0,0.0,0.0,4.518,0.0,4.748,1.599
2017-05-01,0.0,0.0,0.0,13.547,0.0,12.737,0.0
2017-05-02,0.0,0.0,0.0,2.499,0.0,1.901,0.15
2017-05-03,0.0,0.0,0.0,0.031,0.0,0.109,0.0
2017-05-04,0.0,0.0,0.0,0.0,0.0,0.005,0.0
2017-05-05,0.0,0.0,0.0,0.01,0.0,0.027,0.0
2017-05-06,0.0,0.0,0.0,0.02,0.0,0.086,0.089
2017-05-07,0.0,0.0,0.0,0.502,0.0,0.417,0.806
2017-05-08,0.0,0.0,0.0,0.829,0.0,0.195,0.0
2017-05-09,0.0,0.0,0.0,0.03,0.0,-0.318,0.498
2017-05-10,0.0,0.0,0.0,0.037,0.0,-0.119,0.213
2017-05-11,0.0,0.0,0.0,0.137,0.0,0.104,0.112
2017-05-12,0.0,0.0,0.0,5.891,0.0,5.469,0.003
2017-05-13,0.0,0.0,0.0,0.004,0.0,0.132,0.0
2017-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-15,1.925,1.925,0.0,-1.922,0.0,-0.008,0.04
2017-05-16,3.212,3.212,0.0,-3.191,0.0,-0.302,0.318
2017-05-17,0.0,0.001,0.0,1.5,0.0,-1.664,2.643
2017-05-18,0.0,0.001,0.0,1.658,0.0,-4.349,5.695
2017-05-19,0.0,0.002,0.0,6.491,0.0,5.547,0.945
2017-05-20,0.0,0.002,0.0,0.707,0.0,0.565,0.09
2017-05-21,0.0,0.002,0.0,0.016,0.0,0.357,0.001
2017-05-22,0.0,0.001,0.0,7.941,0.0,7.552,0.124
2017-05-23,0.0,0.001,0.0,0.008,0.0,0.098,0.016
2017-05-24,1.321,1.322,0.0,-1.321,0.0,0.021,0.001
2017-05-25,3.645,3.654,0.0,-3.627,0.0,0.122,0.039
2017-05-26,0.0,0.038,0.0,3.716,0.0,-1.306,4.32
2017-05-27,0.0,0.08,0.0,6.741,0.0,2.581,3.327
2017-05-28,0.0,0.107,0.0,3.213,0.0,0.252,2.419
2017-05-29,0.0,0.109,0.0,1.021,0.0,-1.645,2.201
2017-05-30,0.0,0.098,0.0,0.303,0.0,-0.387,0.527
2017-05-31,0.0,0.089,0.0,3.942,0.0,2.04,0.946
2017-06-01,0.0,0.087,2.258,1.677,0.0,-1.827,2.971
2017-06-02,0.0,0.088,2.258,9.076,0.0,9.509,0.382
2017-06-03,0.0,0.087,1.745,4.705,0.0,2.497,0.823
2017-06-04,0.0,0.084,1.745,0.296,0.0,-0.576,1.017
2017-06-05,0.0,0.079,1.745,0.321,0.0,-4.878,5.251
2017-06-06,0.815,0.901,2.258,3.068,0.153,0.654,2.986
2017-06-07,0.0,0.122,1.745,22.476,0.294,18.791,4.197
2017-06-08,0.0,0.176,1.745,6.801,0.0,5.565,0.214
2017-06-09,0.0,0.209,2.797,0.003,0.0,0.074,0.01
2017-06-10,0.0,0.206,3.362,0.009,0.0,0.04,0.0
2017-06-11,0.652,0.855,3.362,5.345,0.0,2.658,3.297
2017-06-12,0.116,0.374,3.926,4.105,0.0,-1.589,3.343
2017-06-13,3.53,3.926,5.107,-2.432,0.093,-1.867,2.396
2017-06-14,7.27,7.882,6.313,-7.27,0.561,-2.156,2.673
2017-06-15,7.475,8.431,5.107,-7.475,0.755,-7.827,8.087
2017-06-16,6.898,8.376,6.928,-6.898,2.175,-12.793,13.02
2017-06-17,6.588,8.698,5.697,-6.588,3.221,-9.478,9.567
2017-06-18,5.628,8.354,5.107,-5.628,3.575,-6.794,7.278
2017-06-19,3.606,6.852,6.313,-1.113,4.682,-7.195,8.562
2017-06-20,6.298,9.973,11.496,-6.298,6.227,-8.752,8.987
2017-06-21,8.676,12.753,9.495,-8.676,7.671,-10.398,10.633
2017-06-22,8.002,12.539,10.162,-8.002,11.763,-16.635,16.942
2017-06-23,7.261,12.363,11.496,-7.261,16.693,-20.392,21.134
2017-06-24,5.502,11.227,11.496,-5.386,17.787,-14.333,16.484
2017-06-25,6.669,13.01,13.523,-6.669,17.583,-14.749,17.241
2017-06-26,4.358,11.352,8.853,-1.565,13.849,-5.558,11.494
2017-06-27,5.547,13.301,10.803,-5.528,19.382,-15.513,16.267
2017-06-28,6.821,15.244,9.495,-6.821,17.812,-17.355,17.736
2017-06-29,3.454,12.055,10.803,-1.282,10.761,-7.012,10.931
2017-06-30,5.019,13.24,10.803,-4.322,7.244,-2.295,5.977
2017-07-01,4.32,11.964,7.57,-4.087,11.849,-11.225,11.59
2017-07-02,4.713,11.902,8.853,-4.393,14.974,-13.809,14.157
2017-07-03,6.607,13.496,12.163,-6.607,15.654,-15.74,16.426
2017-07-04,5.973,12.61,13.523,-5.973,16.466,-14.503,14.822
2017-07-05,9.857,16.214,13.523,-9.857,16.552,-16.338,16.518
2017-07-06,9.986,16.03,13.523,-9.986,18.348,-20.132,20.374
2017-07-07,9.942,15.678,17.039,-9.942,17.008,-17.847,17.943
2017-07-08,13.617,19.077,21.375,-13.617,16.867,-17.585,17.612
2017-07-09,16.827,22.038,21.375,-16.827,15.492,-16.338,16.445
2017-07-10,14.459,19.423,23.608,-14.459,14.357,-15.206,15.219
2017-07-11,7.342,12.098,17.757,-7.342,20.408,-12.606,17.79
2017-07-12,7.403,12.096,19.194,-7.403,16.331,-9.449,13.4
2017-07-13,10.28,15.087,20.657,-10.28,21.861,-19.239,19.476
2017-07-14,10.138,15.131,22.12,-10.138,22.3,-18.172,18.738
2017-07-15,9.474,14.629,19.913,-9.474,22.525,-17.558,17.91
2017-07-16,3.381,8.703,14.909,4.136,14.575,1.726,13.208
2017-07-17,6.801,12.366,20.657,-6.801,2.874,-6.672,6.946
2017-07-18,5.843,11.689,19.194,-5.843,16.449,-11.016,14.119
2017-07-19,7.091,13.127,15.627,-7.091,22.988,-17.075,17.081
2017-07-20,4.127,10.197,12.163,-0.769,19.663,-11.475,17.868
2017-07-21,3.64,9.685,12.83,0.532,22.292,-11.065,16.303
2017-07-22,5.566,11.642,14.909,-5.564,20.708,-16.982,17.968
2017-07-23,7.326,13.426,16.32,-7.326,15.094,-14.885,14.999
2017-07-24,7.702,13.686,15.627,-7.702,13.652,-14.079,15.265
2017-07-25,6.744,12.48,16.32,-6.744,12.645,-13.802,14.134
2017-07-26,9.929,15.387,13.523,-9.929,15.579,-15.204,15.506
2017-07-27,12.856,18.057,13.523,-12.856,14.463,-14.264,14.506
2017-07-28,14.076,19.034,19.913,-14.076,13.579,-13.563,13.619
2017-07-29,12.527,17.252,22.12,-12.527,18.383,-17.372,17.472
2017-07-30,5.585,10.124,16.32,-5.569,15.249,-11.764,13.56
2017-07-31,5.394,9.826,16.32,-5.364,17.104,-14.65,14.834
2017-08-01,3.396,7.772,13.523,-0.738,15.28,-7.542,11.835
2017-08-02,1.293,5.62,13.523,-0.269,9.824,-8.79,9.312
2017-08-03,5.375,9.629,15.627,-5.341,14.128,-13.676,13.999
2017-08-04,9.18,13.307,16.32,-9.18,13.597,-13.346,13.503
2017-08-05,7.07,11.043,13.523,-7.07,13.529,-8.534,13.275
2017-08-06,4.045,7.942,14.909,-2.673,17.992,-15.208,15.788
2017-08-07,4.486,8.425,17.757,-3.859,18.344,-15.093,15.708
2017-08-08,10.129,14.128,21.375,-10.129,15.336,-15.131,15.257
2017-08-09,15.419,19.38,20.657,-15.419,19.122,-20.885,21.071
2017-08-10,15.405,19.225,14.909,-15.405,19.853,-17.645,17.95
2017-08-11,18.562,22.212,14.216,-18.562,16.691,-16.119,16.928
2017-08-12,5.75,9.273,12.163,-3.459,12.001,-3.596,10.26
2017-08-13,2.995,6.478,14.216,-0.746,10.796,-7.529,9.124
2017-08-14,11.308,14.824,14.216,-11.308,15.247,-14.783,15.237
2017-08-15,12.618,16.155,16.32,-12.618,16.426,-17.526,17.936
2017-08-16,12.801,16.286,17.039,-12.801,18.795,-17.445,17.867
2017-08-17,3.327,6.737,12.163,0.852,15.811,-5.206,15.45
2017-08-18,0.0,3.435,10.162,11.814,2.795,-0.914,7.158
2017-08-19,1.226,4.826,8.853,-1.178,7.552,-4.612,5.222
2017-08-20,0.056,3.828,7.57,2.402,6.868,-6.485,8.222
2017-08-21,0.0,3.793,5.107,5.719,7.195,0.017,5.255
2017-08-22,0.0,3.649,4.516,0.119,9.402,-8.098,8.611
2017-08-23,0.0,3.423,3.926,1.776,10.681,-9.718,10.84
2017-08-24,2.313,5.525,4.516,-2.05,12.754,-13.105,13.656
2017-08-25,0.0,3.087,3.362,2.361,7.706,-6.82,7.801
2017-08-26,0.161,3.232,3.362,7.455,16.085,-8.747,13.662
2017-08-27,1.697,4.83,5.107,-0.24,13.641,-10.381,11.054
2017-08-28,0.532,3.73,3.926,0.732,12.263,-11.245,11.643
2017-08-29,3.742,6.929,3.362,-3.735,12.75,-12.745,12.75
2017-08-30,2.843,5.922,2.797,-2.035,9.964,-9.13,9.744
2017-08-31,0.0,2.926,3.362,1.548,12.181,-10.875,11.348
2017-09-01,0.193,2.986,3.926,1.678,11.861,-10.264,11.215
2017-09-02,0.0,2.698,3.362,2.99,11.065,-8.739,10.846
2017-09-03,0.0,2.613,3.362,2.985,13.55,-8.956,10.915
2017-09-04,1.673,4.188,4.516,-1.596,12.551,-12.54,12.548
2017-09-05,4.593,7.016,4.516,-4.58,10.627,-10.164,10.627
2017-09-06,2.242,4.597,3.926,-1.603,8.407,-8.027,8.223
2017-09-07,1.214,3.506,3.362,-1.119,8.759,-8.03,8.759
2017-09-08,0.0,2.209,2.258,0.507,7.754,-6.937,7.674
2017-09-09,0.0,2.101,2.258,0.035,9.673,-8.967,9.673
2017-09-10,0.748,2.736,2.258,1.041,9.367,-7.848,9.148
2017-09-11,0.397,2.301,2.258,1.562,8.562,-6.809,7.895
2017-09-12,0.0,1.862,1.745,1.53,8.492,-6.499,8.11
2017-09-13,0.0,1.83,1.745,1.359,8.629,-6.267,7.755
2017-09-14,0.0,1.77,1.257,3.407,8.509,-4.746,8.138
2017-09-15,0.0,1.677,1.257,3.735,8.117,-3.906,6.954
2017-09-16,0.0,1.573,1.745,5.033,14.486,-4.039,8.339
2017-09-17,0.0,1.482,2.258,0.005,9.707,-9.678,9.7
2017-09-18,0.0,1.411,2.797,2.033,8.826,-7.576,8.873
2017-09-19,0.0,1.356,2.797,0.0,5.015,-4.759,5.055
2017-09-20,0.0,1.306,1.745,0.11,6.691,-6.12,6.689
2017-09-21,0.0,1.257,1.257,0.296,7.865,-7.359,7.755
2017-09-22,0.0,1.206,1.257,1.629,8.002,-6.912,8.02
2017-09-23,0.0,1.157,1.257,0.082,4.678,-3.739,4.668
2017-09-24,0.0,1.11,0.77,0.021,2.254,-0.949,2.254
2017-09-25,0.0,1.065,0.334,0.005,1.32,-0.01,1.32
2017-09-26,0.0,1.023,0.334,0.005,2.52,-1.409,2.52
2017-09-27,0.0,0.982,0.334,0.0,4.064,-3.34,4.064
2017-09-28,0.0,0.943,0.334,0.226,3.306,-2.568,3.306
2017-09-29,0.0,0.905,0.334,5.225,3.976,1.408,4.146
2017-09-30,0.0,0.869,0.334,7.456,0.0,7.003,0.269
2017-10-01,0.0,0.834,0.0,0.089,0.0,-0.139,0.439
2017-10-02,0.0,0.801,0.0,0.0,0.0,-0.007,0.053
2017-10-03,0.0,0.769,0.0,0.0,0.0,0.049,0.039
2017-10-04,0.0,0.738,0.0,0.0,0.0,0.34,0.0
2017-10-05,0.0,0.709,0.0,7.632,0.0,7.31,0.072
2017-10-06,0.0,0.68,0.0,4.353,0.0,4.195,0.0
2017-10-07,0.0,0.653,0.0,0.018,0.0,0.094,0.003
2017-10-08,0.0,0.627,0.0,0.242,0.0,0.104,0.0
2017-10-09,0.0,0.602,0.0,0.39,0.0,0.15,0.014
2017-10-10,0.0,0.578,0.0,0.0,0.0,0.0,0.0
2017-10-11,0.0,0.555,0.0,0.0,0.0,-0.011,0.0
2017-10-12,0.0,0.533,0.0,0.0,0.0,0.0,0.0
2017-10-13,0.0,0.511,0.0,0.0,0.0,0.001,0.0
2017-10-14,0.0,0.491,0.0,0.002,0.0,0.003,0.0
2017-10-15,0.0,0.471,0.0,0.0,0.0,-0.02,0.079
2017-10-16,0.0,0.452,0.0,0.027,0.0,0.008,0.077
2017-10-17,0.0,0.434,0.0,0.062,0.0,-0.027,0.177
2017-10-18,0.0,0.417,0.0,0.01,0.0,0.187,0.004
2017-10-19,0.0,0.4,0.0,5.287,0.0,5.184,0.034
2017-10-20,0.0,0.384,0.0,0.078,0.0,0.016,0.003
2017-10-21,0.0,0.369,0.0,0.0,0.0,-0.023,0.002
2017-10-22,0.0,0.354,0.0,0.002,0.0,0.049,0.001
2017-10-23,0.0,0.34,0.0,0.007,0.0,0.017,0.0
2017-10-24,0.0,0.326,0.0,0.031,0.0,0.07,0.001
2017-10-25,0.0,0.313,0.0,0.144,0.0,0.11,0.009
2017-10-26,0.0,0.301,0.0,0.074,0.0,0.298,0.003
2017-10-27,0.0,0.289,0.0,0.094,0.0,0.093,0.02
2017-10-28,0.0,0.277,0.0,0.006,0.0,0.007,0.021
2017-10-29,0.0,0.266,0.0,0.0,0.0,-0.02,0.024
2017-10-30,0.0,0.255,0.0,0.001,0.0,0.148,0.022
2017-10-31,0.0,0.245,0.0,0.81,0.0,0.707,0.02
2017-11-01,0.0,0.235,0.0,0.023,0.0,-0.001,0.0
2017-11-02,0.0,0.226,0.0,0.0,0.0,-0.033,0.0
2017-11-03,0.0,0.217,0.0,0.0,0.0,-0.044,0.003
2017-11-04,0.0,0.208,0.0,0.538,0.0,0.361,0.0
2017-11-05,0.0,0.2,0.0,2.129,0.0,1.814,0.075
2017-11-06,0.0,0.192,0.0,0.039,0.0,0.101,0.0
2017-11-07,0.0,0.184,0.0,1.048,0.0,1.154,0.007
2017-11-08,0.0,0.177,0.0,1.302,0.0,0.967,0.0
2017-11-09,0.0,0.17,0.0,0.0,0.0,-0.023,0.0
2017-11-10,0.0,0.163,0.0,0.033,0.0,-0.017,0.0
2017-11-11,0.0,0.156,0.0,0.019,0.0,0.018,0.0
2017-11-12,0.0,0.15,0.0,0.041,0.0,0.002,0.0
2017-11-13,0.0,0.144,0.0,0.0,0.0,0.003,0.0
2017-11-14,0.0,0.138,0.0,0.0,0.0,0.003,0.0
2017-11-15,0.0,0.133,0.0,0.172,0.0,0.0,0.0
2017-11-16,0.0,0.128,0.0,6.938,0.0,7.508,0.0
2017-11-17,0.0,0.122,0.0,1.254,0.0,0.548,0.002
2017-11-18,0.0,0.118,0.0,0.175,0.0,0.002,0.002
2017-11-19,0.0,0.113,0.0,0.003,0.0,0.002,0.0
2017-11-20,0.0,0.108,0.0,0.015,0.0,0.0,0.0
2017-11-21,0.0,0.104,0.0,0.016,0.0,0.0,0.0
2017-11-22,0.0,0.1,0.0,0.0,0.0,-0.0,0.0
2017-11-23,0.0,0.096,0.0,0.0,0.0,0.001,0.0
2017-11-24,0.0,0.092,0.0,0.0,0.0,-0.0,0.0
2017-11-25,0.0,0.088,0.0,0.0,0.0,0.002,0.0
2017-11-26,0.0,0.085,0.0,0.0,0.0,0.002,0.0
2017-11-27,0.0,0.081,0.0,0.068,0.0,0.0,0.0
2017-11-28,0.0,0.078,0.0,0.289,0.0,0.015,0.0
2017-11-29,0.0,0.075,0.0,0.033,0.0,-0.106,0.149
2017-11-30,0.0,0.072,0.0,0.016,0.0,0.041,0.001
2017-12-01,0.0,0.069,0.0,0.0,0.0,0.013,0.0
2017-12-02,0.0,0.066,0.0,0.051,0.0,0.015,0.006
2017-12-03,0.0,0.064,0.0,0.237,0.0,0.05,0.003
2017-12-04,0.0,0.061,0.0,0.324,0.0,-0.033,0.12
2017-12-05,0.0,0.059,0.0,0.168,0.0,0.06,0.01
2017-12-06,0.0,0.056,0.0,0.015,0.0,0.002,0.0
2017-12-07,0.0,0.054,0.0,0.362,0.0,0.222,0.002
