,DDM_total_melt,Q_Total,Qobs,DDM_smb,Q_COSIPY,COSIPY_smb,COSIPY_melt
2015-10-19,0.0,0.35,0.0,1.13,0.0,1.385,0.0
2015-10-20,0.0,0.336,0.0,3.907,0.0,2.482,0.0
2015-10-21,0.0,0.323,0.0,0.17,0.0,0.084,0.015
2015-10-22,0.0,0.31,0.0,0.005,0.0,0.094,0.0
2015-10-23,0.0,0.297,0.0,4.749,0.0,6.677,0.0
2015-10-24,0.0,0.285,0.0,13.434,0.0,11.223,0.0
2015-10-25,0.0,0.274,0.0,0.022,0.0,0.029,0.0
2015-10-26,0.0,0.263,0.0,0.0,0.0,-0.0,0.0
2015-10-27,0.0,0.252,0.0,0.0,0.0,0.012,0.0
2015-10-28,0.0,0.242,0.0,0.94,0.0,0.497,0.0
2015-10-29,0.0,0.233,0.0,0.514,0.0,-0.016,0.003
2015-10-30,0.0,0.223,0.0,0.01,0.0,-0.028,0.0
2015-10-31,0.0,0.214,0.0,0.006,0.0,0.016,0.003
2015-11-01,0.0,0.206,0.0,0.0,0.0,0.041,0.0
2015-11-02,0.0,0.198,0.0,0.707,0.0,0.655,0.0
2015-11-03,0.0,0.19,0.0,0.018,0.0,0.069,0.003
2015-11-04,0.0,0.182,0.0,0.814,0.0,1.125,0.0
2015-11-05,0.0,0.175,0.0,0.869,0.0,0.267,0.0
2015-11-06,0.0,0.168,0.0,0.118,0.0,0.009,0.009
2015-11-07,0.0,0.161,0.0,0.022,0.0,0.085,0.0
2015-11-08,0.0,0.155,0.0,0.0,0.0,0.019,0.0
2015-11-09,0.0,0.148,0.0,0.002,0.0,-0.269,0.311
2015-11-10,0.0,0.143,0.0,0.0,0.0,-0.002,0.0
2015-11-11,0.0,0.137,0.0,0.0,0.0,-0.005,0.0
2015-11-12,0.0,0.131,0.0,0.0,0.0,0.027,0.0
2015-11-13,0.0,0.126,0.0,0.542,0.0,0.266,0.003
2015-11-14,0.0,0.121,0.0,3.757,0.0,3.215,0.0
2015-11-15,0.0,0.116,0.0,0.004,0.0,-0.005,0.006
2015-11-16,0.0,0.112,0.0,3.862,0.0,3.757,0.023
2015-11-17,0.0,0.107,0.0,0.109,0.0,0.003,0.0
2015-11-18,0.0,0.103,0.0,0.987,0.0,0.776,0.0
2015-11-19,0.0,0.099,0.0,0.134,0.0,-0.046,0.003
2015-11-20,0.0,0.095,0.0,0.168,0.0,0.0,0.0
2015-11-21,0.0,0.091,0.0,0.031,0.0,-0.173,0.193
2015-11-22,0.0,0.087,0.0,0.096,0.0,0.007,0.004
2015-11-23,0.0,0.084,0.0,0.077,0.0,0.046,0.0
2015-11-24,0.0,0.08,0.0,0.017,0.0,0.005,0.003
2015-11-25,0.0,0.077,0.0,0.0,0.0,-0.0,0.0
2015-11-26,0.0,0.074,0.0,0.0,0.0,-0.0,0.0
2015-11-27,0.0,0.071,0.0,0.0,0.0,0.004,0.0
2015-11-28,0.0,0.068,0.0,0.0,0.0,0.001,0.0
2015-11-29,0.0,0.066,0.0,0.005,0.0,-0.022,0.026
2015-11-30,0.0,0.063,0.0,0.137,0.0,-0.026,0.032
2015-12-01,0.0,0.06,0.0,0.019,0.0,0.004,0.0
2015-12-02,0.0,0.058,0.0,0.004,0.0,-0.0,0.0
2015-12-03,0.0,0.056,0.0,0.003,0.0,0.004,0.0
2015-12-04,0.0,0.054,0.0,0.009,0.0,-0.004,0.006
2015-12-05,0.0,0.051,0.0,0.014,0.0,0.003,0.0
2015-12-06,0.0,0.049,0.0,0.242,0.0,0.105,0.0
2015-12-07,0.0,0.047,0.0,0.038,0.0,-0.01,0.034
2015-12-08,0.0,0.045,0.0,0.0,0.0,0.003,0.0
2015-12-09,0.0,0.044,0.0,0.002,0.0,0.002,0.0
2015-12-10,0.0,0.042,0.0,0.36,0.0,0.187,0.0
2015-12-11,0.0,0.04,0.0,7.504,0.0,7.729,0.0
2015-12-12,0.0,0.039,0.0,0.71,0.0,0.243,0.002
2015-12-13,0.0,0.037,0.0,0.0,0.0,-0.0,0.0
2015-12-14,0.0,0.036,0.0,0.0,0.0,-0.0,0.0
2015-12-15,0.0,0.034,0.0,0.0,0.0,-0.0,0.0
2015-12-16,0.0,0.033,0.0,0.0,0.0,-0.0,0.0
2015-12-17,0.0,0.031,0.0,0.0,0.0,-0.0,0.0
2015-12-18,0.0,0.03,0.0,0.0,0.0,0.0,0.0
2015-12-19,0.0,0.029,0.0,0.0,0.0,-0.0,0.0
2015-12-20,0.0,0.028,0.0,0.427,0.0,0.275,0.0
2015-12-21,0.0,0.027,0.0,0.03,0.0,0.002,0.0
2015-12-22,0.0,0.026,0.0,0.03,0.0,0.0,0.0
2015-12-23,0.0,0.025,0.0,0.039,0.0,0.005,0.0
2015-12-24,0.0,0.024,0.0,0.008,0.0,-0.0,0.0
2015-12-25,0.0,0.023,0.0,0.004,0.0,-0.0,0.0
2015-12-26,0.0,0.022,0.0,0.0,0.0,-0.0,0.0
2015-12-27,0.0,0.021,0.0,0.055,0.0,0.0,0.0
2015-12-28,0.0,0.02,0.0,0.016,0.0,0.0,0.0
2015-12-29,0.0,0.019,0.0,0.0,0.0,-0.0,0.0
2015-12-30,0.0,0.019,0.0,0.0,0.0,-0.0,0.0
2015-12-31,0.0,0.018,0.0,0.002,0.0,-0.0,0.0
2016-01-01,0.0,0.017,0.0,0.008,0.0,0.001,0.0
2016-01-02,0.0,0.016,0.0,0.004,0.0,0.004,0.0
2016-01-03,0.0,0.016,0.0,0.002,0.0,0.0,0.0
2016-01-04,0.0,0.015,0.0,0.0,0.0,-0.0,0.0
2016-01-05,0.0,0.014,0.0,0.739,0.0,0.546,0.0
2016-01-06,0.0,0.014,0.0,0.042,0.0,-0.006,0.008
2016-01-07,0.0,0.013,0.0,0.0,0.0,-0.0,0.0
2016-01-08,0.0,0.013,0.0,0.0,0.0,-0.0,0.0
2016-01-09,0.0,0.012,0.0,0.336,0.0,0.22,0.0
2016-01-10,0.0,0.012,0.0,0.247,0.0,0.007,0.0
2016-01-11,0.0,0.011,0.0,0.023,0.0,0.0,0.0
2016-01-12,0.0,0.011,0.0,0.0,0.0,-0.0,0.0
2016-01-13,0.0,0.01,0.0,0.0,0.0,-0.0,0.0
2016-01-14,0.0,0.01,0.0,0.0,0.0,-0.0,0.0
2016-01-15,0.0,0.01,0.0,0.031,0.0,-0.015,0.009
2016-01-16,0.0,0.009,0.0,0.024,0.0,-0.014,0.011
2016-01-17,0.0,0.009,0.0,0.165,0.0,0.001,0.0
2016-01-18,0.0,0.009,0.0,3.083,0.0,3.038,0.0
2016-01-19,0.0,0.008,0.0,0.214,0.0,0.055,0.0
2016-01-20,0.0,0.008,0.0,0.513,0.0,0.103,0.0
2016-01-21,0.0,0.008,0.0,0.04,0.0,0.013,0.002
2016-01-22,0.0,0.007,0.0,0.0,0.0,-0.0,0.0
2016-01-23,0.0,0.007,0.0,0.0,0.0,-0.0,0.0
2016-01-24,0.0,0.007,0.0,0.0,0.0,-0.0,0.0
2016-01-25,0.0,0.006,0.0,0.0,0.0,-0.0,0.0
2016-01-26,0.0,0.006,0.0,0.0,0.0,-0.0,0.0
2016-01-27,0.0,0.006,0.0,0.013,0.0,-0.0,0.0
2016-01-28,0.0,0.006,0.0,0.14,0.0,0.094,0.0
2016-01-29,0.0,0.005,0.0,0.038,0.0,0.004,0.0
2016-01-30,0.0,0.005,0.0,0.834,0.0,0.666,0.0
2016-01-31,0.0,0.005,0.0,0.464,0.0,0.036,0.0
2016-02-01,0.0,0.005,0.0,0.011,0.0,0.012,0.015
2016-02-02,0.0,0.005,0.0,0.657,0.0,0.651,0.0
2016-02-03,0.0,0.004,0.0,0.353,0.0,0.106,0.0
2016-02-04,0.0,0.004,0.0,0.026,0.0,0.001,0.0
2016-02-05,0.0,0.004,0.0,0.004,0.0,0.001,0.0
2016-02-06,0.0,0.004,0.0,0.008,0.0,0.001,0.0
2016-02-07,0.0,0.004,0.0,0.0,0.0,-0.0,0.0
2016-02-08,0.0,0.004,0.0,0.0,0.0,-0.0,0.0
2016-02-09,0.0,0.003,0.0,0.005,0.0,0.056,0.0
2016-02-10,0.0,0.003,0.0,0.146,0.0,0.01,0.0
2016-02-11,0.0,0.003,0.0,0.425,0.0,0.173,0.0
2016-02-12,0.0,0.003,0.0,0.001,0.0,0.003,0.004
2016-02-13,0.0,0.003,0.0,0.007,0.0,0.003,0.0
2016-02-14,0.0,0.003,0.0,0.0,0.0,0.002,0.003
2016-02-15,0.0,0.003,0.0,0.014,0.0,0.007,0.072
2016-02-16,0.0,0.003,0.0,0.0,0.0,-0.118,0.184
2016-02-17,0.0,0.003,0.0,0.046,0.0,-0.295,0.389
2016-02-18,0.0,0.002,0.0,0.015,0.0,0.023,0.0
2016-02-19,0.0,0.002,0.0,0.0,0.0,-0.009,0.043
2016-02-20,0.0,0.002,0.0,0.006,0.0,0.086,0.0
2016-02-21,0.0,0.002,0.0,0.047,0.0,-0.065,0.165
2016-02-22,0.0,0.002,0.0,0.007,0.0,0.046,0.0
2016-02-23,0.0,0.002,0.0,0.013,0.0,-0.018,0.077
2016-02-24,0.0,0.002,0.0,0.019,0.0,0.032,0.011
2016-02-25,0.0,0.002,0.0,0.0,0.0,0.041,0.008
2016-02-26,0.0,0.002,0.0,0.0,0.0,0.008,0.0
2016-02-27,0.0,0.002,0.0,0.0,0.0,0.007,0.0
2016-02-28,0.0,0.002,0.0,0.0,0.0,0.198,0.001
2016-02-29,0.0,0.002,0.0,0.485,0.0,0.247,0.1
2016-03-01,0.0,0.001,0.0,0.007,0.0,0.011,0.0
2016-03-02,0.0,0.001,0.0,0.046,0.0,0.02,0.0
2016-03-03,0.0,0.001,0.0,0.375,0.0,0.122,0.0
2016-03-04,0.0,0.001,0.0,0.017,0.0,0.092,0.0
2016-03-05,0.0,0.001,0.0,0.0,0.0,0.014,0.0
2016-03-06,0.0,0.001,0.0,0.0,0.0,0.029,0.0
2016-03-07,0.0,0.001,0.0,0.182,0.0,0.064,0.003
2016-03-08,0.0,0.001,0.0,3.823,0.0,4.242,0.0
2016-03-09,0.0,0.001,0.0,2.26,0.0,1.134,0.01
2016-03-10,0.0,0.001,0.0,0.027,0.0,0.039,0.0
2016-03-11,0.0,0.001,0.0,1.232,0.0,0.899,0.0
2016-03-12,0.0,0.001,0.0,0.239,0.0,0.078,0.0
2016-03-13,0.0,0.001,0.0,0.165,0.0,0.139,0.0
2016-03-14,0.0,0.001,0.0,0.292,0.0,0.184,0.0
2016-03-15,0.0,0.001,0.0,6.797,0.0,7.465,0.001
2016-03-16,0.0,0.001,0.0,0.805,0.0,0.066,0.05
2016-03-17,0.0,0.001,0.0,0.073,0.0,0.184,0.008
2016-03-18,0.0,0.001,0.0,0.0,0.0,0.279,0.0
2016-03-19,0.0,0.001,0.0,1.0,0.0,0.985,0.041
2016-03-20,0.0,0.001,0.0,2.468,0.0,1.855,0.0
2016-03-21,0.0,0.001,0.0,0.056,0.0,0.043,0.0
2016-03-22,0.0,0.001,0.0,0.005,0.0,0.012,0.0
2016-03-23,0.0,0.001,0.0,0.0,0.0,0.023,0.0
2016-03-24,0.0,0.001,0.0,0.0,0.0,0.075,0.0
2016-03-25,0.0,0.001,0.0,0.111,0.0,0.154,0.0
2016-03-26,0.0,0.001,0.0,0.03,0.0,-1.371,1.491
2016-03-27,0.0,0.001,0.0,0.736,0.0,-1.462,2.044
2016-03-28,0.0,0.0,0.0,0.013,0.0,0.103,0.0
2016-03-29,0.0,0.0,0.0,0.047,0.0,0.299,0.005
2016-03-30,0.0,0.0,0.0,0.13,0.0,0.197,0.0
2016-03-31,0.0,0.0,0.0,0.668,0.0,-0.006,0.981
2016-04-01,0.0,0.0,0.0,11.477,0.0,10.753,0.203
2016-04-02,0.0,0.0,0.0,0.783,0.0,-0.1,0.273
2016-04-03,0.0,0.0,0.0,3.212,0.0,2.09,0.852
2016-04-04,0.0,0.0,0.0,3.581,0.0,4.86,0.191
2016-04-05,0.0,0.0,0.0,8.075,0.0,5.947,0.021
2016-04-06,0.0,0.0,0.0,0.0,0.0,0.012,0.0
2016-04-07,0.0,0.0,0.0,0.079,0.0,0.302,0.0
2016-04-08,0.0,0.0,0.0,0.496,0.0,0.038,0.0
2016-04-09,0.0,0.0,0.0,0.243,0.0,0.112,0.0
2016-04-10,0.0,0.0,0.0,4.743,0.0,4.54,0.008
2016-04-11,0.0,0.0,0.0,0.165,0.0,0.122,0.0
2016-04-12,0.0,0.0,0.0,0.006,0.0,0.08,0.0
2016-04-13,0.0,0.0,0.0,8.6,0.0,8.708,0.0
2016-04-14,0.0,0.0,0.0,0.523,0.0,0.234,0.003
2016-04-15,0.0,0.0,0.0,0.784,0.0,0.484,0.0
2016-04-16,0.0,0.0,0.0,0.011,0.0,0.12,0.0
2016-04-17,0.0,0.0,0.0,0.005,0.0,0.061,0.0
2016-04-18,0.0,0.0,0.0,0.371,0.0,0.18,0.007
2016-04-19,0.0,0.0,0.0,0.014,0.0,0.179,0.0
2016-04-20,0.0,0.0,0.0,0.006,0.0,0.09,0.0
2016-04-21,0.0,0.0,0.0,0.0,0.0,0.103,0.0
2016-04-22,0.0,0.0,0.0,0.057,0.0,0.217,0.0
2016-04-23,0.0,0.0,0.0,1.976,0.0,1.807,0.128
2016-04-24,0.0,0.0,0.0,3.042,0.0,1.32,0.51
2016-04-25,0.0,0.0,0.0,0.031,0.0,0.026,0.0
2016-04-26,0.0,0.0,0.0,1.337,0.0,0.822,0.128
2016-04-27,0.0,0.0,0.0,0.442,0.0,0.139,0.015
2016-04-28,0.0,0.0,0.0,0.9,0.0,0.997,0.093
2016-04-29,0.0,0.0,0.0,2.232,0.0,2.125,0.412
2016-04-30,0.0,0.0,0.0,3.014,0.0,2.191,0.058
2016-05-01,0.0,0.0,0.0,0.098,0.0,-0.394,0.784
2016-05-02,0.0,0.0,0.0,1.488,0.0,-0.294,1.228
2016-05-03,0.0,0.0,0.0,8.436,0.0,7.986,0.394
2016-05-04,0.0,0.0,0.0,0.42,0.0,0.16,0.115
2016-05-05,0.0,0.0,2.797,1.349,0.0,-0.624,1.713
2016-05-06,0.0,0.0,2.797,2.425,0.0,2.37,0.284
2016-05-07,0.0,0.0,2.797,0.281,0.0,0.587,0.022
2016-05-08,0.0,0.0,2.797,0.004,0.0,0.437,0.285
2016-05-09,0.0,0.0,2.797,0.07,0.0,-0.765,1.594
2016-05-10,0.0,0.0,2.797,0.269,0.0,1.091,0.004
2016-05-11,0.0,0.0,2.258,0.61,0.0,0.808,0.0
2016-05-12,0.0,0.0,2.258,5.285,0.0,5.155,0.76
2016-05-13,0.0,0.0,2.258,0.548,0.0,0.469,0.001
2016-05-14,0.0,0.0,2.258,0.01,0.0,1.284,0.0
2016-05-15,0.0,0.0,2.258,0.379,0.0,-1.339,1.973
2016-05-16,0.0,0.0,2.258,0.679,0.0,0.296,0.332
2016-05-17,0.0,0.0,2.258,2.889,0.0,2.59,0.421
2016-05-18,0.0,0.0,2.258,5.936,0.0,5.32,0.268
2016-05-19,0.0,0.0,1.745,1.762,0.0,2.02,0.023
2016-05-20,0.0,0.0,1.745,3.752,0.0,3.835,0.0
2016-05-21,0.0,0.0,1.745,1.391,0.0,0.732,0.43
2016-05-22,0.0,0.0,1.745,0.477,0.0,0.171,0.032
2016-05-23,0.0,0.0,1.745,2.024,0.0,1.402,0.002
2016-05-24,0.0,0.0,1.745,0.129,0.0,0.747,0.0
2016-05-25,0.0,0.0,1.745,0.028,0.0,0.351,0.0
2016-05-26,0.0,0.0,1.745,0.359,0.0,0.402,0.145
2016-05-27,0.0,0.002,1.745,0.909,0.0,1.305,0.002
2016-05-28,0.0,0.008,1.745,9.275,0.0,8.494,0.567
2016-05-29,0.0,0.019,1.745,2.332,0.0,0.474,1.278
2016-05-30,0.0,0.026,1.745,0.235,0.0,-0.819,1.453
2016-05-31,0.0,0.028,2.258,5.202,0.0,5.479,0.778
2016-06-01,0.0,0.025,2.258,6.907,0.0,4.738,0.976
2016-06-02,0.0,0.023,2.797,2.74,0.0,-0.604,3.068
2016-06-03,3.391,3.412,3.926,-3.377,0.0,-3.642,4.044
2016-06-04,5.751,5.783,3.926,-5.751,0.0,-2.368,5.455
2016-06-05,3.27,3.356,4.516,-3.178,0.0,-0.602,1.01
2016-06-06,3.535,3.76,5.107,-1.52,0.0,0.544,3.05
2016-06-07,5.303,5.793,6.313,-5.251,0.004,-1.859,2.049
2016-06-08,5.498,6.378,6.313,-5.483,0.084,-2.097,2.342
2016-06-09,5.945,7.291,4.516,-5.945,0.268,-3.147,3.741
2016-06-10,5.852,7.691,5.107,-5.852,0.332,-1.936,2.309
2016-06-11,6.474,8.815,6.928,-6.474,0.466,-2.007,2.344
2016-06-12,7.232,10.076,7.57,-7.232,0.88,-7.979,8.537
2016-06-13,5.917,9.266,8.853,-5.917,1.645,-7.778,9.361
2016-06-14,7.417,11.283,8.853,-7.417,3.601,-8.276,8.464
2016-06-15,10.835,15.262,10.803,-10.835,4.115,-8.309,8.522
2016-06-16,8.861,13.944,17.039,-8.861,6.403,-11.054,11.397
2016-06-17,7.818,13.666,15.627,-7.818,10.144,-5.153,13.142
2016-06-18,3.743,10.463,7.57,0.83,5.763,-1.321,8.533
2016-06-19,0.843,8.438,6.313,-0.198,4.686,-2.903,3.98
2016-06-20,0.289,8.415,4.516,1.077,4.604,-3.311,4.405
2016-06-21,2.046,10.087,4.516,-1.899,5.458,-4.767,5.678
2016-06-22,2.965,10.531,4.516,-0.135,6.271,-2.914,8.125
2016-06-23,0.0,7.152,2.258,24.595,0.0,27.646,0.921
2016-06-24,0.0,6.942,4.516,7.715,0.0,-1.825,4.242
2016-06-25,0.0,6.765,4.516,0.433,0.0,-1.062,1.618
2016-06-26,0.0,6.479,5.697,0.004,0.0,0.166,0.037
2016-06-27,8.157,14.297,7.57,-8.157,0.0,-1.582,1.716
2016-06-28,6.817,12.78,8.853,-6.817,0.071,-0.069,4.013
2016-06-29,7.379,13.511,8.853,-7.379,1.023,-0.547,0.989
2016-06-30,10.519,17.079,9.495,-10.519,1.665,-1.298,1.762
2016-07-01,10.649,17.577,9.495,-10.649,2.249,-2.961,3.68
2016-07-02,9.716,16.698,8.211,-9.716,5.338,-6.006,6.521
2016-07-03,5.375,12.113,6.928,-5.256,6.492,-10.276,10.81
2016-07-04,8.4,14.783,10.162,-8.4,10.265,-10.341,10.538
2016-07-05,10.743,16.801,11.496,-10.743,8.947,-12.253,12.531
2016-07-06,9.428,15.214,16.32,-9.428,10.275,-12.773,13.741
2016-07-07,0.885,6.484,8.211,15.976,0.0,15.938,2.275
2016-07-08,3.012,8.61,5.697,-1.2,1.042,-3.83,6.668
2016-07-09,3.119,8.893,5.697,2.426,6.736,-1.092,8.711
2016-07-10,4.236,10.221,7.57,-2.631,12.382,-9.189,11.014
2016-07-11,3.348,9.461,5.697,-1.678,12.051,-9.53,10.645
2016-07-12,6.272,12.368,8.853,-6.272,9.203,-9.059,9.429
2016-07-13,10.749,16.668,10.162,-10.749,11.463,-11.364,11.657
2016-07-14,13.542,19.167,11.496,-13.542,11.13,-12.633,12.733
2016-07-15,9.731,15.033,19.194,-9.731,10.413,-10.835,11.953
2016-07-16,9.233,14.276,13.523,-9.233,14.046,-8.472,10.433
2016-07-17,9.946,14.829,12.83,-9.946,11.593,-11.678,12.052
2016-07-18,11.113,15.882,14.216,-11.113,11.404,-11.987,12.649
2016-07-19,6.81,11.454,10.162,-6.81,13.133,-9.957,15.503
2016-07-20,2.901,7.467,7.57,3.06,17.795,-6.131,12.955
2016-07-21,6.652,11.266,10.162,-6.652,11.756,-10.953,11.329
2016-07-22,6.865,11.578,8.853,-6.865,12.127,-11.02,11.802
2016-07-23,1.73,6.49,5.107,7.744,7.03,4.371,7.879
2016-07-24,2.999,7.798,8.211,0.283,10.993,-7.84,10.39
2016-07-25,8.165,13.055,12.163,-8.165,12.646,-11.992,12.174
2016-07-26,11.101,16.056,13.523,-11.101,13.115,-13.555,13.873
2016-07-27,13.272,18.164,17.039,-13.272,12.187,-12.363,12.507
2016-07-28,13.577,18.275,17.757,-13.577,14.308,-15.742,15.837
2016-07-29,11.142,15.592,22.864,-11.142,15.686,-15.978,16.264
2016-07-30,11.167,15.391,19.913,-11.167,17.202,-15.398,15.96
2016-07-31,9.925,14.013,14.909,-9.925,26.757,-18.431,21.123
2016-08-01,7.623,11.75,11.496,-7.623,13.169,-10.291,14.424
2016-08-02,4.061,8.39,12.163,-3.329,13.979,-13.932,14.293
2016-08-03,9.462,13.971,12.163,-9.462,25.097,-18.806,18.831
2016-08-04,12.008,16.521,14.216,-12.008,19.44,-18.187,18.262
2016-08-05,13.493,17.853,12.83,-13.493,14.196,-14.897,15.006
2016-08-06,12.703,16.858,10.803,-12.703,15.388,-18.449,18.493
2016-08-07,9.854,13.852,12.83,-9.854,19.907,-15.935,17.538
2016-08-08,4.233,8.227,8.211,-1.292,7.162,-0.488,7.87
2016-08-09,4.13,8.289,10.162,-3.766,12.95,-10.041,10.355
2016-08-10,8.262,12.597,9.495,-8.262,14.236,-14.791,14.813
2016-08-11,8.238,12.601,7.57,-8.238,18.526,-14.605,15.982
2016-08-12,8.186,12.467,7.57,-8.186,13.576,-12.196,12.384
2016-08-13,6.686,10.884,5.697,-6.686,16.332,-17.776,17.853
2016-08-14,5.027,9.154,6.928,-4.451,16.725,-14.509,15.412
2016-08-15,6.812,10.877,10.162,-6.812,17.027,-13.505,17.564
2016-08-16,0.733,4.837,8.853,22.109,0.0,21.285,2.927
2016-08-17,1.216,5.589,5.107,4.36,0.0,-0.413,3.771
2016-08-18,3.268,8.068,5.107,-0.968,0.163,-3.512,4.509
2016-08-19,5.696,10.828,5.697,-5.696,2.46,-2.577,6.526
2016-08-20,4.808,10.102,7.57,-1.924,3.893,6.668,7.312
2016-08-21,4.036,9.498,19.913,-0.84,6.868,-3.633,8.298
2016-08-22,4.131,9.853,22.864,-3.895,10.456,-8.892,9.01
2016-08-23,2.257,8.174,0.0,1.465,10.078,-7.601,11.297
2016-08-24,2.581,8.496,0.0,-0.947,10.454,-7.27,8.006
2016-08-25,6.538,12.287,0.0,-6.538,11.947,-10.504,10.536
2016-08-26,7.625,13.127,0.0,-7.625,10.079,-10.484,10.499
2016-08-27,8.897,14.155,0.0,-8.897,14.483,-7.313,11.516
2016-08-28,1.692,6.863,0.0,10.22,0.053,13.735,1.319
2016-08-29,1.992,7.314,0.0,-1.512,0.0,-0.565,0.648
2016-08-30,3.931,9.469,0.0,-3.569,0.217,-2.281,2.632
2016-08-31,0.786,6.378,0.0,7.846,4.111,2.699,5.45
2016-09-01,0.003,5.488,0.0,0.512,3.801,-3.287,3.335
2016-09-02,2.464,7.785,0.0,-2.318,5.014,-5.122,5.117
2016-09-03,3.474,8.6,0.0,-2.754,8.586,-12.639,13.12
2016-09-04,1.791,6.708,0.0,2.353,12.46,-6.836,10.249
2016-09-05,0.745,5.501,0.0,1.688,10.722,-7.824,9.526
2016-09-06,2.48,7.148,0.0,0.249,11.544,-8.063,10.199
2016-09-07,0.0,4.61,0.0,6.938,16.718,-6.418,12.3
2016-09-08,0.0,4.511,0.0,0.028,10.948,-9.23,9.458
2016-09-09,3.172,7.516,0.0,-3.119,9.719,-9.746,9.961
2016-09-10,0.44,4.619,0.0,5.737,9.709,-4.908,9.247
2016-09-11,2.263,6.358,0.0,-1.956,10.217,-8.876,9.07
2016-09-12,3.29,7.351,0.0,-2.449,7.158,-6.228,6.677
2016-09-13,3.53,7.521,0.0,-3.259,8.159,-7.388,8.063
2016-09-14,1.847,5.701,0.0,-0.535,8.041,-6.863,7.511
2016-09-15,0.0,3.683,0.0,0.307,10.312,-9.829,10.041
2016-09-16,2.323,5.832,0.0,-2.181,7.995,-7.784,7.995
2016-09-17,0.0,3.343,0.0,1.898,9.278,-8.016,9.545
2016-09-18,0.089,3.287,0.0,1.315,10.407,-9.635,10.299
2016-09-19,2.917,5.996,0.0,-2.668,8.961,-8.862,8.98
2016-09-20,2.006,4.976,0.0,-1.266,8.949,-8.512,8.638
2016-09-21,3.095,5.95,0.0,-3.057,8.14,-8.012,8.141
2016-09-22,0.0,2.727,0.0,4.999,9.412,-4.821,8.353
2016-09-23,0.0,2.588,0.0,0.022,5.891,-4.697,5.323
2016-09-24,0.0,2.444,0.0,0.925,5.275,-4.015,5.181
2016-09-25,0.0,2.305,0.0,1.04,10.799,-6.686,7.715
2016-09-26,0.0,2.175,0.0,1.286,5.861,-3.541,5.023
2016-09-27,0.0,2.056,0.0,0.652,2.778,-2.097,2.883
2016-09-28,0.0,1.943,0.0,0.007,4.181,-3.503,4.181
2016-09-29,0.0,1.837,0.0,1.689,6.824,-5.137,6.73
2016-09-30,0.0,1.736,0.0,0.42,5.17,-4.4,5.105
2016-10-01,0.0,1.64,0.0,0.76,5.694,-4.897,5.421
2016-10-02,0.0,1.551,0.0,9.714,5.258,5.129,5.262
2016-10-03,0.0,1.473,0.0,5.662,0.0,4.901,0.0
2016-10-04,0.0,1.408,0.0,0.041,0.0,0.05,0.0
2016-10-05,0.0,1.352,0.0,0.148,0.0,0.056,0.02
2016-10-06,0.0,1.301,0.0,0.012,0.0,-0.005,0.022
2016-10-07,0.0,1.25,0.0,0.0,0.0,0.029,0.0
2016-10-08,0.0,1.2,0.0,0.002,0.0,0.043,0.03
2016-10-09,0.0,1.152,0.0,0.025,0.0,-0.196,0.243
2016-10-10,0.0,1.105,0.0,0.165,0.0,-0.064,0.213
2016-10-11,0.0,1.061,0.0,0.005,0.0,-0.076,0.081
2016-10-12,0.0,1.019,0.0,0.001,0.0,0.011,0.0
2016-10-13,0.0,0.978,0.0,0.0,0.0,-0.015,0.0
2016-10-14,0.0,0.939,0.0,4.273,0.0,4.62,0.473
2016-10-15,0.0,0.901,0.0,1.128,0.0,-0.085,0.55
2016-10-16,0.0,0.865,0.0,0.0,0.0,-0.011,0.043
2016-10-17,0.0,0.831,0.0,0.0,0.0,0.118,0.026
2016-10-18,0.0,0.797,0.0,0.002,0.0,-0.175,0.135
2016-10-19,0.0,0.766,0.0,3.763,0.0,3.639,0.0
2016-10-20,0.0,0.735,0.0,0.303,0.0,0.092,0.003
2016-10-21,0.0,0.706,0.0,1.078,0.0,1.007,0.013
2016-10-22,0.0,0.677,0.0,0.67,0.0,0.444,0.005
2016-10-23,0.0,0.65,0.0,0.396,0.0,-0.127,0.23
2016-10-24,0.0,0.624,0.0,0.75,0.0,0.561,0.0
2016-10-25,0.0,0.599,0.0,1.549,0.0,1.145,0.251
2016-10-26,0.0,0.575,0.0,0.591,0.0,0.581,0.0
2016-10-27,0.0,0.552,0.0,0.137,0.0,0.035,0.005
2016-10-28,0.0,0.53,0.0,0.001,0.0,0.024,0.025
2016-10-29,0.0,0.509,0.0,0.0,0.0,0.006,0.0
2016-10-30,0.0,0.489,0.0,0.008,0.0,0.03,0.002
2016-10-31,0.0,0.469,0.0,0.007,0.0,0.0,0.0
2016-11-01,0.0,0.45,0.0,0.008,0.0,0.021,0.0
2016-11-02,0.0,0.432,0.0,0.0,0.0,-0.006,0.005
2016-11-03,0.0,0.415,0.0,0.0,0.0,0.001,0.0
2016-11-04,0.0,0.398,0.0,1.479,0.0,1.929,0.004
2016-11-05,0.0,0.382,0.0,13.576,0.0,13.116,0.0
2016-11-06,0.0,0.367,0.0,0.021,0.0,0.011,0.0
2016-11-07,0.0,0.352,0.0,0.0,0.0,0.001,0.0
2016-11-08,0.0,0.338,0.0,0.003,0.0,0.0,0.0
2016-11-09,0.0,0.325,0.0,0.24,0.0,0.007,0.003
2016-11-10,0.0,0.312,0.0,0.007,0.0,0.003,0.0
2016-11-11,0.0,0.299,0.0,0.016,0.0,-0.274,0.296
