,T2,RRR,PE,HBV_snowpack,HBV_soil_moisture,HBV_AET,HBV_upper_gw,HBV_lower_gw,Q_HBV,DDM_smb,DDM_accumulation_rate,DDM_ice_melt_rate,DDM_snow_melt_rate,DDM_total_melt,Q_DDM,Qobs,Q_Total
2011-03-23,-16.026,0.0,0.0,74.842,165.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-24,-13.957,0.0,0.0,74.842,165.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-25,-11.385,0.0,0.0,74.842,165.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-26,-7.705,0.0,0.0,74.842,165.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-27,-7.473,0.0,0.0,74.842,165.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-28,-7.332,0.044,0.0,74.873,165.44,0.0,0.0,0.0,0.0,0.044,0.044,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-29,-7.318,0.412,0.0,75.161,165.44,0.0,0.0,0.0,0.0,0.412,0.412,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-30,-8.399,0.125,0.0,75.248,165.44,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-31,-8.044,0.428,0.0,75.548,165.44,0.0,0.0,0.0,0.0,0.428,0.428,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,-7.117,0.596,0.0,75.965,165.44,0.0,0.0,0.0,0.0,0.596,0.596,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-02,-6.393,0.008,0.0,75.971,165.44,0.0,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-03,-5.969,0.585,0.0,76.38,165.44,0.0,0.0,0.0,0.0,0.585,0.585,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-04,-12.307,14.935,0.0,86.835,165.44,0.0,0.0,0.0,0.0,14.935,14.935,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-05,-13.885,3.503,0.0,89.287,165.44,0.0,0.0,0.0,0.0,3.503,3.503,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-06,-13.481,0.14,0.0,89.385,165.44,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-07,-13.237,0.003,0.0,89.387,165.44,0.0,0.0,0.0,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-08,-11.57,0.0,0.0,89.387,165.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-09,-9.745,0.0,0.0,89.387,165.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
