,Q_Total,DDM_total_melt,Qobs,DDM_smb,Q_COSIPY,COSIPY_smb,COSIPY_melt
2011-03-16,4.361003916373263e-07,0.0,,3.159046173095703,0.0,3.1953050347034213,1.202783343963423e-06
2011-03-17,4.1865637597172895e-07,0.0,,0.008106231689453125,0.0,0.028581641559114426,1.2112317434193626e-06
2011-03-18,4.0191012093282197e-07,0.0,,0.133514404296875,0.0,0.147088063013643,2.326622086192476e-06
2011-03-19,3.858337160955239e-07,0.0,,0.42724609375,0.0,0.2398987279846533,1.4008444996654405e-06
2011-03-20,3.7040036745172827e-07,0.0,,0.14829635620117188,0.0,-0.11947510192400514,0.011904381525923716
2011-03-21,3.5558435275367093e-07,0.0,,0.0,0.0,0.03160975795224693,1.1226265815420848e-06
2011-03-22,3.413609786435223e-07,0.0,,0.0,0.0,0.00013077050600544376,9.84297530556336e-07
2011-03-23,3.277065394977755e-07,0.0,,0.0,0.0,0.029586376389751576,1.9743963877349135e-06
2011-03-24,3.1459827791786107e-07,0.0,,0.0,0.0,0.036583132265484104,1.4297983783920122e-06
2011-03-25,3.0201434680114656e-07,0.0,,0.0,0.0,0.03202345875668821,2.2117348161539296e-06
2011-03-26,2.89933772929102e-07,0.0,,0.0,0.0,0.19435421873694964,1.0384435951616165e-05
2011-03-27,2.7833642201193886e-07,0.0,,0.0,0.0,0.09095488899331929,0.0025717694084907154
2011-03-28,2.6720296513146144e-07,0.0,,0.04673004150390625,0.0,0.3607921764225826,0.00033826586006488425
2011-03-29,2.565148465262027e-07,0.0,,0.41294097900390625,0.0,-1.3327501546985898,0.06339629336961936
2011-03-30,2.462542526651544e-07,0.0,,0.12159347534179688,0.0,-3.3481537841864677,0.1475139611789077
2011-03-31,2.364040825585482e-07,0.0,,0.4296302795410156,0.0,-3.265745160594754,0.14566524383615995
2011-04-01,2.269479192562063e-07,0.0,,0.5941390991210938,0.0,-0.5919685840216439,0.04816739782232668
2011-04-02,2.1787000248595803e-07,0.0,,0.00858306884765625,0.0,0.3857678961174747,0.00011855124377125365
2011-04-03,2.0915520238651968e-07,0.0,,1.0628700256347656,0.0,1.091741173726524,8.46424913077919e-05
2011-04-04,2.0078899429105885e-07,0.0,,15.897274017333984,0.0,16.234049721013758,2.0343096167039397e-06
2011-04-05,1.9275743451941648e-07,0.0,,2.0623207092285156,0.0,2.1475717238594774,0.00031511212388342705
2011-04-06,1.8504713713863983e-07,0.0,,0.13971328735351562,0.0,0.007732476611916744,6.466800985441463e-05
2011-04-07,1.7764525165309426e-07,0.0,,0.003337860107421875,0.0,0.05004857950342103,2.1148512500517794e-06
2011-04-08,1.7053944158697051e-07,0.0,,0.0,0.0,0.021168378112440503,1.7252034280154805e-06
2011-04-09,1.637178639234917e-07,0.0,,0.0,0.0,0.016578227834927878,1.283466364622245e-06
2011-04-10,1.5716914936655203e-07,0.0,,0.0,0.0,0.0567631876448654,1.2704190410772287e-06
2011-04-11,1.5088238339188996e-07,0.0,,0.08296966552734375,0.0,-0.7414127931214447,0.038848453044871424
2011-04-12,1.4484708805621435e-07,0.0,,1.7299652099609375,0.0,1.1102161340885564,0.0023015045149197763
2011-04-13,1.3905320453396575e-07,0.0,,0.0019073486328125,0.0,0.016016037858663276,1.6500264931237997e-06
2011-04-14,1.3349107635260714e-07,0.0,,0.002384185791015625,0.0,0.0023223676468573434,1.2121162097930814e-06
2011-04-15,1.2815143329850286e-07,0.0,,0.01811981201171875,0.0,0.0014796853123316778,1.3365554388978742e-06
2011-04-16,1.2302537596656276e-07,0.0,,0.0,0.0,0.03609627647569464,1.262860814106966e-06
2011-04-17,1.1810436092790025e-07,0.0,,0.00095367431640625,0.0,0.3098862511347041,0.003974485763903895
2011-04-18,1.1338018649078423e-07,0.0,,0.07867813110351562,0.0,-4.200562195180423,0.18782542299103028
2011-04-19,1.0884497903115286e-07,0.0,,1.8463134765625,0.0,-0.907397221515925,0.10812350623911358
2011-04-20,1.0449117986990675e-07,0.0,,0.4305839538574219,0.0,-2.3727347453894616,0.11262090480487004
2011-04-21,1.0031153267511047e-07,0.0,,2.3107528686523438,0.2601911723766145,-0.369362755895074,0.09602209486924965
2011-04-22,9.629907136810605e-08,0.0,,0.3247261047363281,0.34873214174636286,0.029776217073675,0.025118250047430082
2011-04-23,9.24471085133818e-08,0.0,,0.00286102294921875,0.4990745854117978,-0.3769948471779732,0.02133520438365284
2011-04-24,8.874922417284652e-08,0.0,,0.24890899658203125,0.5936955684583318,-0.0846781449080242,0.031798097540629996
2011-04-25,0.3638032803621205,0.3628810508578681,,0.08127321793019404,1.2744535632571674,-0.9396385496188912,0.0658551980997705
2011-04-26,2.0159288430247067,2.0099610272575545,,-1.5349187723632842,2.147545484751007,-2.2052465060423296,0.11893422853531255
2011-04-27,1.3455623980584377,1.3269298179477118,,-0.7331270135875491,2.180359645313614,-1.034209659088918,0.09670023934979818
2011-04-28,0.03715242341700946,0.0,,2.8891563415527344,1.6120879975526927,1.5804127955618092,0.06772676867195884
2011-04-29,0.05318659668213459,0.0,,0.9589195251464844,3.290625434914058,-2.5049127370793958,0.14791194694244666
2011-04-30,0.05961252935794019,0.0,,14.03665542602539,1.223673502516415,11.510377069003606,0.09458646975277224
2011-05-01,0.05732307595114632,0.0,,7.119178771972656,0.0,7.057589519886218,0.0025810201427205796
2011-05-02,0.051995809000249894,0.0,,0.03910064697265625,0.0,0.20488095260002373,0.00041125638842677396
2011-05-03,0.0478368957441261,0.0,,0.0,0.0,-1.6096365114186866,0.08256850338561277
2011-05-04,0.04569350522579244,0.0,,0.02765655517578125,0.0,0.4180637953081583,0.0017337489030890619
2011-05-05,0.04453339021932273,0.0,,0.6608963012695312,0.0,0.8108002957219944,0.0014129150808415614
2011-05-06,0.04331037390223431,0.0,,2.0318031311035156,0.6772589384574316,-0.6770281525840434,0.09186324431199841
2011-05-07,0.041703809583654966,0.0,,0.1773834228515625,1.4129675439411087,-0.654357718343753,0.06350211293744733
2011-05-08,0.03990267937370126,0.0,,3.3631324768066406,2.676475729838173,1.5247263601437164,0.09099098772523578
2011-05-09,0.038164010139699264,0.0,,2.216339111328125,1.0047391650435205,0.5983101911775529,0.04354498433056079
2011-05-10,0.03659058725863924,0.0,,0.820159912109375,2.54514161386585,-1.9420456672233848,0.10693840502128144
2011-05-11,0.03515066997440918,0.0,,2.415180206298828,2.3006676762986835,-0.5763793571221121,0.09433789921589254
2011-05-12,0.03377972828643706,0.0,,0.6508827209472656,3.2243853731474683,-3.1486623501315902,0.16468866167536478
2011-05-13,0.032443643139019304,0.0,,5.824565887451172,0.7358412641721491,4.800388471792205,0.0353589616080152
2011-05-14,0.03114255566178698,0.0,,0.18072128295898438,2.51008180421598,-2.1306760606222026,0.10501364824955514
2011-05-15,1.5955898681640055,1.5630651735792753,,-0.5352737474828047,3.527229301767123,-2.6839903627161306,0.15593994683980186
2011-05-16,3.4553423688434304,3.4116450889438052,,-2.982882938252543,4.202285768025211,-3.884624681417546,0.19662765461518034
2011-05-17,0.06644409419909994,0.0,,8.327484130859375,3.803240846788482,2.0524955037306296,0.2139207637225035
2011-05-18,0.0891608953650362,0.0,,0.9188652038574219,1.7746173187543388,-0.6571478464378154,0.07333184275051297
2011-05-19,0.09917507541895237,0.0,,8.868694305419922,2.49297568951023,6.439227744282268,0.09727276727610369
2011-05-20,0.09613647005493414,0.0,,8.600711822509766,0.7740632638025399,6.7817826814505375,0.07344028839253743
2011-05-21,0.08796510895066093,0.0,,6.0577392578125,0.0,3.7406135174520356,0.09258320151203703
2011-05-22,0.08116748735246525,0.0,,0.03910064697265625,0.0,-0.008723578139166077,0.012789456282742407
2011-05-23,0.0773728672540161,0.0,,0.08916854858398438,0.0,0.10601414227267768,0.00020403343887897022
2011-05-24,0.07520066279591864,0.0,,0.0,0.03436620906286888,-0.03307646160753212,0.009592991769890457
2011-05-25,0.07305538209473464,0.0,,0.6046295166015625,1.2040581041583334,-0.4625969724681004,0.05689541466202759
2011-05-26,0.07037068854920459,0.0,,0.6990432739257812,3.8454468748073376,-5.6467486364268344,0.26818061396925025
2011-05-27,0.0673804038930297,0.0,,1.3003349304199219,3.819913508285832,-4.185952220007401,0.22573452877383005
2011-05-28,0.06446880993217566,0.0,,0.9713172912597656,4.58082217301278,-3.1414323823421086,0.15797903916505576
2011-05-29,0.06180849465983786,0.0,,0.2574920654296875,4.03303182566175,-4.086518437632953,0.18205900052898946
2011-05-30,1.7794675773779647,1.7184332155714628,,-0.9866764551168778,4.6792877883985975,-5.166869173593827,0.2436988514217862
2011-05-31,2.425244320654284,2.354769987218492,,-0.8620370085811282,4.92640056957322,-5.114397930922893,0.26633509166733244
2011-06-01,0.09838949453461124,0.0,0.7698247698247698,4.479408264160156,5.162760062733509,-2.9904729851513445,0.24841287717007307
2011-06-02,0.13356123610900406,0.0,1.7449361449361451,2.6082992553710938,4.499491609401774,-4.820893845819538,0.269439273490387
2011-06-03,0.15342208600480595,0.0,1.2573804573804577,8.46099853515625,7.813685189487218,-0.10653880410947147,0.3261096692174946
2011-06-04,2.129131996169542,1.9767106000114607,1.2573804573804577,-1.727116905751108,8.935327333184375,-7.0376552528028675,0.3223492344930239
2011-06-05,2.004905632760687,1.8568538291781804,1.2573804573804577,0.200847663031396,7.810979554971235,-8.116253398800836,0.42901554876806
2011-06-06,3.1975722517827587,3.0210317873488064,1.2573804573804577,-2.5570215628930435,11.472879770715743,-10.766046540195525,0.49843533474423674
2011-06-07,0.2769696113420415,0.0,0.7698247698247698,5.063056945800781,10.462349998679208,-4.240766112312926,0.35770896057354773
2011-06-08,0.47289640574624237,0.026474597407400324,0.7698247698247698,3.36536910064539,12.272392721094871,-8.200258524225497,0.445812431033637
2011-06-09,0.6314775612023125,0.0,1.2573804573804577,4.488945007324219,9.971813960728145,-8.720449217274076,0.5139285000892007
2011-06-10,0.7747342568308939,0.0,1.2573804573804577,4.601955413818359,13.887536551409825,-9.69564165156987,0.5200380526324072
2011-06-11,6.154081949806321,5.290591520421617,0.7698247698247698,-5.278498717886281,14.502194034941953,-14.691843809037243,0.6340650265475501
2011-06-12,10.123566604864173,9.137992440018024,3.361568161568161,-9.137992440018024,14.569256414597772,-16.745721936622694,0.7087894695092087
2011-06-13,8.676236466437455,7.383570442947711,14.908939708939707,-7.383570442947711,15.435677717086502,-15.500275594094804,0.7103565562593792
2011-06-14,6.816380872286496,4.972837919347398,11.496049896049895,-3.7608140325227692,17.276643957171345,-12.469991372836194,0.6766262221686746
2011-06-15,4.359237804116903,1.8314504885206815,6.3125631125631125,1.907881596243092,16.20222411733839,-8.507041948373407,0.5162823512149392
2011-06-16,5.537798666186839,2.391249682856619,7.56994356994357,2.0860631755059695,19.0216510405,-13.504478588509714,0.7005857860786444
2011-06-17,5.228206335517815,1.6516190472770858,6.3125631125631125,3.3937738881277575,26.66296331015693,-14.921968457731975,0.7733345220361904
2011-06-18,5.210322199217206,1.3553025189567733,6.928422928422928,6.585760302363414,10.34237297345511,-2.699159158780338,0.440079041706812
2011-06-19,5.028961302254502,0.9346110923617743,6.3125631125631125,7.363261749230339,18.243587609018654,-6.729532381119214,0.5514128453302511
2011-06-20,5.034601912508586,0.6823507570753691,6.3125631125631125,3.904894865307419,23.38424169119377,-17.33791540849133,0.8334269625537211
2011-06-21,7.870258127324784,3.280142301671617,5.696703296703298,-2.7768238713721374,17.29677241667709,-15.775245201324724,0.6892191808059801
2011-06-22,8.84358361675923,4.089851977778494,5.696703296703298,-3.7397059340939127,18.88002848183415,-19.081170254074227,0.8165763202524979
2011-06-23,5.777096170197691,0.9348603192497421,5.696703296703298,0.24333654463188548,17.88083543943757,-17.34566131296195,0.7459070846403864
2011-06-24,8.783144710190902,3.9025650921989605,7.56994356994357,-3.5439719683666686,19.502286562296355,-17.918130885773024,0.7688626761372964
2011-06-25,15.436795104540348,10.498625272863023,10.161686961686963,-10.498625272863023,18.28460804980781,-17.371714878694043,0.7437599319961128
2011-06-26,14.674180842368926,9.515574735753647,11.496049896049895,-9.515574735753647,18.950947477845446,-19.164144775115926,0.8091821487699228
2011-06-27,7.584292539302563,1.976504097732868,5.696703296703298,2.6521955392213297,18.937488944677554,-9.982442681122887,0.5732226720101629
2011-06-28,10.191767428980278,4.065071704340994,8.211464211464211,-3.817790396900267,18.071033890264445,-14.656564136389338,0.651669404500355
2011-06-29,8.195651911540253,1.7063813153434921,6.928422928422928,5.087197757889474,16.76601967232624,-7.420945594721112,0.6787489892893596
2011-06-30,7.710069019711132,1.068032926671617,6.928422928422928,2.1711671556235324,0.05038631586185266,1.6877907191264359,0.042464808933944186
2011-07-01,9.501409474457828,2.8142767214308377,7.56994356994357,2.552439423133254,7.537920332220738,-0.14151074975996122,0.43059745242043707
2011-07-02,6.705763261172915,0.0,6.928422928422928,7.634162902832031,0.0,6.6413864915728675,0.050404182609895674
2011-07-03,6.652948601199651,0.0,4.516305316305317,8.270263671875,0.0,2.697337558135717,0.19247724417648548
2011-07-04,8.620225955436771,2.173446745030992,6.928422928422928,-2.1118834288902666,0.015121011704198469,-1.0136219279328809,0.04562833060669659
2011-07-05,11.517739256908236,5.372384224685993,8.852984852984852,-5.361104268648952,0.49176457402983764,-2.0572889839142983,0.0881608630499767
2011-07-06,10.816776066847446,4.877433866613023,6.3125631125631125,-4.315700212231212,11.265901813065012,-10.207585372698473,0.5038523033083799
2011-07-07,9.747173675435999,3.8143245323031802,7.56994356994357,-2.6181522179002186,21.7316747695155,-17.623944595472846,0.7916892042592786
2011-07-08,7.500146223588533,1.4853633506625554,6.3125631125631125,1.2551464890014175,20.71869638100307,-14.418093699427072,0.6597090036089054
2011-07-09,10.486977943848341,4.480589892817556,6.928422928422928,-4.212843870808091,17.873301061971,-16.568215554650468,0.7041499585452208
2011-07-10,10.220174181504138,4.3659811281691185,6.3125631125631125,-3.1964843497935522,22.68569099634491,-21.411275322291267,0.9246629595599142
2011-07-11,12.92926029607258,7.298480822993337,8.852984852984852,-7.298480822993337,19.033174043314233,-16.790504663813348,0.7186752076787567
2011-07-12,15.342655173532048,9.938822518143024,11.496049896049895,-9.938822518143024,16.959644888327247,-16.59364104640567,0.7030866047186536
2011-07-13,19.155284432846532,13.98386748070818,15.627442827442827,-13.98386748070818,18.15684323558823,-17.72026287802421,0.7504008872581247
2011-07-14,16.998163145638706,12.079478544347397,17.038788238788246,-12.079478544347397,17.92466650937782,-17.746661000692935,0.7595085622458976
2011-07-15,13.395294283914787,8.71891386742693,15.627442827442827,-8.71891386742693,21.0819175465958,-18.153776775191766,0.7690620955068964
2011-07-16,9.413964180120225,4.903296496821462,13.523255123255124,-4.225164427298991,12.483647759366695,-10.804312299798742,0.5344105893940443
2011-07-17,10.931351691239982,6.481404712153494,16.32028512028512,-6.481404712153494,31.12394962869365,-20.324300962676563,0.8549570167962812
2011-07-18,12.719820775724326,8.273563220454275,17.75729135729136,-8.273563220454275,22.033258404259698,-20.70562903686219,0.870981464330135
2011-07-19,15.09388148109008,10.663225390864431,19.19429759429759,-10.663225390864431,19.182438525927868,-19.46626401311105,0.8189462187132376
2011-07-20,15.592583650509052,11.231726163976305,17.75729135729136,-11.231726163976305,15.80436157207625,-16.120454221966284,0.705516555718734
2011-07-21,11.888613179917055,7.655790291580524,27.38010098010097,-7.655790291580524,16.921523599924193,-15.488190186877603,0.6502929425082645
2011-07-22,12.546470682023275,8.469380786372243,21.375467775467765,-8.469380786372243,21.924270969025077,-16.65761404729939,0.7198845773042699
2011-07-23,16.359284492585907,12.444004911534897,21.375467775467765,-12.444004911534897,18.196788421700536,-19.99085537718199,0.843758431875735
2011-07-24,14.721147410144901,10.972483915441147,23.60795960795961,-10.972483915441147,18.123738179341377,-18.1340675709542,0.7671590743602748
2011-07-25,27.56404101079625,23.973978432122365,21.375467775467765,-23.973978432122365,17.25062728602152,-16.585563270786672,0.7163566669819893
2011-07-26,9.701025986551995,6.238030295741553,12.163231363231366,-4.588934760926119,16.18693305558136,-11.155993792820396,0.5960545984296933
2011-07-27,3.9890408593805957,0.606838570389118,9.494505494505496,0.3463817225526904,14.024686810623972,-9.312343774186203,0.45307356496958506
2011-07-28,12.165591061665245,8.837918142106712,11.496049896049895,-8.655581678162253,14.988272973978644,-14.424885507644358,0.6139944823581581
2011-07-29,15.503311636645705,12.24475827684605,15.627442827442827,-12.24475827684605,14.237944424738595,-12.030769179009493,0.5339076359549054
2011-07-30,19.003300524503434,15.827487362132297,16.32028512028512,-15.827487362132297,17.26013438168309,-14.73888852068154,0.6579968584421481
2011-07-31,20.42736694252583,17.308835018382297,19.19429759429759,-17.308835018382297,15.771413715077967,-14.126976604253663,0.616336708190939
2011-08-01,16.225033178275073,13.121780575022921,17.75729135729136,-13.121780575022921,9.956940856049638,-8.43309136060045,0.40696736420119956
2011-08-02,8.767270984565886,5.651331970261354,15.627442827442827,-3.7081447180388487,16.1980745275925,-13.339217833072128,0.6472780388399029
2011-08-03,12.53783306532616,9.400176687480352,13.523255123255124,-9.21937480189091,17.07001824752201,-16.151406339859996,0.6929215885365736
2011-08-04,20.4694422935371,17.336285579905734,18.47579447579448,-17.336285579905734,14.45588185446916,-13.919624369126037,0.5996210400057141
2011-08-05,24.41297804482307,21.352370378082924,17.75729135729136,-21.352370378082924,14.821910079718302,-13.905794425463775,0.6152781903342656
2011-08-06,22.113040641113546,19.19229957730167,19.19429759429759,-19.19229957730167,15.084671223832176,-14.310587075841163,0.6236022901488155
2011-08-07,27.66477279224397,24.911935604319794,20.656964656964657,-24.911935604319794,14.574037517255608,-14.184545941202423,0.6057180835690433
2011-08-08,22.89306461881427,20.295762305166363,14.908939708939707,-20.295762305166363,14.005659174843355,-13.647525762656274,0.5903458248760636
2011-08-09,10.579341535140074,8.085426797194181,6.3125631125631125,-6.9742825734016884,10.928680026006734,-6.364653940201076,0.4338330569377419
2011-08-10,9.440833044599838,6.96052158075541,4.516305316305317,-5.644276014222273,22.011835621990592,-18.36492572110535,0.8078818854107462
2011-08-11,2.563807995594983,0.0,2.797029997029997,8.693218231201172,10.454309578971529,-0.9863012096304655,0.3434092734964516
2011-08-12,3.7873585780253824,1.0673315310011502,2.797029997029997,4.935417562798706,19.50538919197489,-13.504126192337589,0.7218404566048882
2011-08-13,5.7058085381157335,2.8027695599723983,3.9261063261063254,-0.705332241674343,18.30218818336631,-12.690188847620043,0.5817853648660982
2011-08-14,3.2370298955506462,0.18241230085786808,3.361568161568161,5.974623443370668,19.62509610402463,-10.372190903727455,0.5724155520712928
2011-08-15,7.949464203030884,4.81202961042818,5.1065043065043065,-4.707360975491367,14.585323272148404,-14.161997875690458,0.5933888479311799
2011-08-16,8.889425852827108,5.748670540603961,8.211464211464211,-5.748670540603961,17.197159197392466,-16.13478459802716,0.711106049812647
2011-08-17,8.804819487863567,5.728835640701618,9.494505494505496,-5.728835640701618,17.18222030032311,-16.366803963259215,0.7031507755822034
2011-08-18,8.41414342234221,5.424110099428856,9.494505494505496,-4.351400300949983,16.833265855263992,-13.368448912145565,0.6762089015696056
2011-08-19,10.534741579568227,7.584941638985299,10.161686961686963,-6.3256977143408,20.19660387473545,-16.161684365237107,0.709881625646625
2011-08-20,17.94411632682759,14.96346758674167,10.803207603207602,-14.96346758674167,15.496007104484118,-14.536167210822104,0.6219086805805779
2011-08-21,15.329203854265813,12.308175838694796,10.803207603207602,-12.308175838694796,11.991638276162314,-11.531294919502898,0.5042900658788388
